"sample_start","sample_end","rows","industries","mean_tradable_input_exposure","mean_tradable_input_shock","mean_output_price_growth","mean_input_price_growth"
2010,2025,1056,66,0.383280458062312,0.769091187808854,0.0233950755481114,0.0249571760048308
