matrix,industry_code,neighbor_code,weight,neighbor_name,industry_name
input_share,325,313TT,5.8339034648083087e-05,Textile mills and textile product mills,Chemical products
input_share,326,313TT,0.022645004383360194,Textile mills and textile product mills,Plastics and rubber products
input_share,327,313TT,0.007294903217090908,Textile mills and textile product mills,Nonmetallic mineral products
input_share,332,313TT,1.18186545643644e-5,Textile mills and textile product mills,Fabricated metal products
input_share,333,313TT,0.004173747608512093,Textile mills and textile product mills,Machinery
input_share,334,313TT,5.324341112787294e-5,Textile mills and textile product mills,Computer and electronic products
input_share,3361MV,313TT,0.013777642678015048,Textile mills and textile product mills,"Motor vehicles, bodies and trailers, and parts"
input_share,3364OT,313TT,0.01995817149686287,Textile mills and textile product mills,Other transportation equipment
input_share,337,313TT,0.0867831563976228,Textile mills and textile product mills,Furniture and related products
input_share,339,313TT,0.03459577567370722,Textile mills and textile product mills,Miscellaneous manufacturing
input_share,42,313TT,0.004135572031723729,Textile mills and textile product mills,Wholesale trade
input_share,441,313TT,7.476302790262907e-4,Textile mills and textile product mills,Motor vehicle and parts dealers
input_share,445,313TT,0.0015415578298291434,Textile mills and textile product mills,Food and beverage stores
input_share,452,313TT,0.058998042206661314,Textile mills and textile product mills,General merchandise stores
input_share,483,313TT,0.002297389774171471,Textile mills and textile product mills,Water transportation
input_share,484,313TT,1.6330113239128045e-4,Textile mills and textile product mills,Truck transportation
input_share,486,313TT,1.3681762210971911e-4,Textile mills and textile product mills,Pipeline transportation
input_share,487OS,313TT,9.9936404106477e-4,Textile mills and textile product mills,Other transportation and support activities
input_share,493,313TT,1.8592198713419028e-4,Textile mills and textile product mills,Warehousing and storage
input_share,4A0,313TT,0.005317063608742526,Textile mills and textile product mills,Other retail
input_share,511,313TT,1.0425571842615568e-5,Textile mills and textile product mills,"Publishing industries, except internet (includes software)"
input_share,512,313TT,0.009446114212108201,Textile mills and textile product mills,Motion picture and sound recording industries
input_share,513,313TT,2.3959966319133064e-5,Textile mills and textile product mills,Broadcasting and telecommunications
input_share,514,313TT,4.785274116452305e-5,Textile mills and textile product mills,"Data processing, internet publishing, and other information services"
input_share,532RL,313TT,0.0021625172796080018,Textile mills and textile product mills,Rental and leasing services and lessors of intangible assets
input_share,5412OP,313TT,0.0013637967737895967,Textile mills and textile product mills,"Miscellaneous professional, scientific, and technical services"
input_share,55,313TT,8.520485039822056e-5,Textile mills and textile product mills,Management of companies and enterprises
input_share,561,313TT,5.79991101506377e-4,Textile mills and textile product mills,Administrative and support services
input_share,562,313TT,0.004402881245487043,Textile mills and textile product mills,Waste management and remediation services
input_share,61,313TT,5.30863293549086e-4,Textile mills and textile product mills,Educational services
input_share,621,313TT,2.6259487967625475e-4,Textile mills and textile product mills,Ambulatory health care services
input_share,622,313TT,0.0013811982518118872,Textile mills and textile product mills,Hospitals
input_share,623,313TT,0.027944406686169633,Textile mills and textile product mills,Nursing and residential care facilities
input_share,624,313TT,0.016709088186854314,Textile mills and textile product mills,Social assistance
input_share,713,313TT,0.010909878448252523,Textile mills and textile product mills,"Amusements, gambling, and recreation industries"
input_share,721,313TT,0.02166519597029193,Textile mills and textile product mills,Accommodation
input_share,722,313TT,0.0011028781642543211,Textile mills and textile product mills,Food services and drinking places
input_share,81,313TT,0.0034003318910032668,Textile mills and textile product mills,"Other services, except government"
input_share,ORE,313TT,4.213187276174372e-4,Textile mills and textile product mills,Other real estate
input_share,111CA,315AL,7.408145224547649e-4,Apparel and leather and allied products,Farms
input_share,311FT,315AL,4.2550604826454305e-5,Apparel and leather and allied products,Food and beverage and tobacco products
input_share,313TT,315AL,0.026758998033683853,Apparel and leather and allied products,Textile mills and textile product mills
input_share,323,315AL,0.08189813118358377,Apparel and leather and allied products,Printing and related support activities
input_share,324,315AL,2.3801986513794453e-6,Apparel and leather and allied products,Petroleum and coal products
input_share,326,315AL,1.4139871609965783e-5,Apparel and leather and allied products,Plastics and rubber products
input_share,327,315AL,1.9298685759499784e-5,Apparel and leather and allied products,Nonmetallic mineral products
input_share,3361MV,315AL,0.007363781442358827,Apparel and leather and allied products,"Motor vehicles, bodies and trailers, and parts"
input_share,339,315AL,0.0051438455935906785,Apparel and leather and allied products,Miscellaneous manufacturing
input_share,42,315AL,9.560483029277657e-4,Apparel and leather and allied products,Wholesale trade
input_share,441,315AL,0.0011748475813270441,Apparel and leather and allied products,Motor vehicle and parts dealers
input_share,445,315AL,6.423157624288102e-5,Apparel and leather and allied products,Food and beverage stores
input_share,452,315AL,0.00349520160466987,Apparel and leather and allied products,General merchandise stores
input_share,4A0,315AL,0.0013647946682348307,Apparel and leather and allied products,Other retail
