area_fips,own_code,naics_code,agglvl_code,year,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,annual_avg_wkly_wage,avg_annual_pay,tariff_301_direct,targeted_import_share_2017_china,china_import_value_2017,n_hs8_total,n_hs8_targeted,pce_price_index_2017_100,has_301_import_weight,naics_fe,ln_avg_annual_pay,dln_avg_annual_pay,ln_avg_weekly_wage,dln_avg_weekly_wage,real_annual_pay_pce,ln_real_annual_pay_pce,dln_real_annual_pay_pce,real_weekly_wage_pce,ln_real_weekly_wage_pce,dln_real_weekly_wage_pce,lag1_tariff_301_direct,lag2_tariff_301_direct,tariff_301_direct_cum01,tariff_301_direct_cum02,d_tariff_301_direct
US000,5,111150,18,2021,3614,18037,838198055,894,46472,0.25,1,0.141188,1,1,108.97258333333332,1,111150,10.746605259672368,0.04446252179552346,6.795705775173514,0.04460430623675382,42645.58898989119,10.66067912412204,0.004144508959363691,820.3898381167741,6.7097796396231875,0.004286293400594943,0.25,0.2,0.5,0.7,0
US000,5,111150,18,2022,3787,18346,914767885,959,49863,0.25,1,0.141188,1,1,116.10041666666666,1,111150,10.81703452373922,0.07042926406685268,6.8658910748834385,0.07018529970992482,42948.16627847302,10.667749232169728,0.007070108047686929,826.0090941390536,6.716605783313946,0.00682614369075818,0.25,0.25,0.5,0.75,0
US000,5,111150,18,2023,3981,19004,997305711,1009,52478,0.25,1,0.141188,1,1,120.51066666666668,1,111150,10.868149313135678,0.05111478939645764,6.9167150203536085,0.050823945470169996,43546.352743325624,10.681581230055404,0.013831997885676017,837.2702831284644,6.730146937273334,0.013541153959388375,0.25,0.25,0.5,0.75,0
US000,5,111150,18,2024,4131,19442,1025167125,1014,52729,0.25,1,0.141188,1,1,123.66608333333332,1,111150,10.87292086780837,0.004771554672691636,6.921658184151129,0.004943163797520356,42638.20651445122,10.660505996849393,-0.02107523320601068,819.9499593326924,6.709243313192152,-0.02090362408118196,0.25,0.25,0.5,0.75,0
US000,5,111150,18,2025,4250,19414,1047679861,1038,53966,0.25,1,0.141188,1,1,126.91908333333332,1,111150,10.896109497616806,0.023188629808435834,6.945051063725834,0.023392879574704928,42520.004543577306,10.657729939313294,-0.00277605753609933,817.8439149878302,6.706671505422323,-0.0025718077698293484,0.25,0.25,0.5,0.75,0
US000,5,111199,18,2016,1039,4271,158417079,713,37090,0,1,1.966379,11,0,98.28433333333334,1,111199,10.521102670483636,NA,6.569481420414296,NA,37737.44883043414,10.538408218080002,NA,725.4462393124709,6.586786968010661,NA,NA,NA,0,0,NA
US000,5,111199,18,2017,1093,4474,171652299,738,38371,0,1,1.966379,11,0,100.00016666666666,1,111199,10.555057244929015,0.03395457444537975,6.6039438246004725,0.03446240418617652,38370.93604843992,10.555055578263737,0.01664736018373425,737.99877000205,6.603942157935195,0.017155189924533687,0,NA,0,0,0
US000,5,111199,18,2018,1119,4445,174134466,753,39176,0.03333333333333333,1,1.966379,11,11,102.047,1,111199,10.575819593382153,0.020762348453137847,6.6240652277998935,0.020121403199421017,38390.153556694466,10.555556287900739,5.007096370022168e-4,737.8952835458172,6.60380192231848,-1.4023561671461238e-4,0,0,0.03333333333333333,0.03333333333333333,0.03333333333333333
US000,5,111199,18,2019,1155,4453,176573652,762,39649,0.2,1,1.966379,11,11,103.50875,1,111199,10.587821006063988,0.012001412681835077,6.635946555686647,0.011881327886753112,38304.97421715555,10.553335041857249,-0.002221246043490055,736.1696474935693,6.601460591479906,-0.0023413308385737963,0.03333333333333333,0,0.23333333333333334,0.23333333333333334,0.16666666666666669
US000,5,111199,18,2020,1232,4545,186554406,789,41050,0.25,1,1.966379,11,11,104.66641666666668,1,111199,10.622546114880574,0.03472510881658586,6.670766320845874,0.034819765159227245,39219.838900889095,10.576937992166407,0.023602950309157933,753.8234565846892,6.6251581981317065,0.023697606651800207,0.2,0.03333333333333333,0.45,0.48333333333333334,0.04999999999999999
