year,category,source,series_id,value,base_value,price_index_1984_100,label,class,class_label,inflation,post2019_cum_change
1999,new_vehicles,BLS CPI-U,CUUR0000SETA01,142.85833333333332,102.63333333333333,139.1929197791491,New vehicles,low_price_global,Low-price tradable/global goods,-0.406669377795843,-2.707592701054695
2000,new_vehicles,BLS CPI-U,CUUR0000SETA01,142.75,102.63333333333333,139.08736602793115,New vehicles,low_price_global,Low-price tradable/global goods,-0.07583270139416287,-2.7813721617608977
2001,new_vehicles,BLS CPI-U,CUUR0000SETA01,142.10833333333332,102.63333333333333,138.46216303994802,New vehicles,low_price_global,Low-price tradable/global goods,-0.4495037945125624,-3.218373582866829
2002,new_vehicles,BLS CPI-U,CUUR0000SETA01,140.0,102.63333333333333,136.40792465086068,New vehicles,low_price_global,Low-price tradable/global goods,-1.4836099220078447,-4.654235395071982
2003,new_vehicles,BLS CPI-U,CUUR0000SETA01,137.85,102.63333333333333,134.31308866515104,New vehicles,low_price_global,Low-price tradable/global goods,-1.5357142857142736,-6.118473922933376
2004,new_vehicles,BLS CPI-U,CUUR0000SETA01,137.05833333333334,102.63333333333333,133.5417343293277,New vehicles,low_price_global,Low-price tradable/global goods,-0.5742957320759356,-6.6576315204017185
2005,new_vehicles,BLS CPI-U,CUUR0000SETA01,137.90833333333333,102.63333333333333,134.3699253004222,New vehicles,low_price_global,Low-price tradable/global goods,0.6201738918951705,-6.078746521014667
2006,new_vehicles,BLS CPI-U,CUUR0000SETA01,137.58333333333334,102.63333333333333,134.05326404676845,New vehicles,low_price_global,Low-price tradable/global goods,-0.23566378633148588,-6.300084903133241
2007,new_vehicles,BLS CPI-U,CUUR0000SETA01,136.25441666666666,102.63333333333333,132.75844430009744,New vehicles,low_price_global,Low-price tradable/global goods,-0.9658994548758404,-7.205131872272997
2008,new_vehicles,BLS CPI-U,CUUR0000SETA01,134.19366666666667,102.63333333333333,130.75056836635272,New vehicles,low_price_global,Low-price tradable/global goods,-1.5124280375009236,-8.608587475198748
2009,new_vehicles,BLS CPI-U,CUUR0000SETA01,135.62341666666666,102.63333333333333,132.14363429684963,New vehicles,low_price_global,Low-price tradable/global goods,1.0654377628352973,-7.634868854170929
2010,new_vehicles,BLS CPI-U,CUUR0000SETA01,138.0055,102.63333333333333,134.4645988957454,New vehicles,low_price_global,Low-price tradable/global goods,1.7563953127563758,-6.012572020104312
2011,new_vehicles,BLS CPI-U,CUUR0000SETA01,141.88341666666668,102.63333333333333,138.243017213381,New vehicles,low_price_global,Low-price tradable/global goods,2.8099725494032057,-3.3715510939791304
2012,new_vehicles,BLS CPI-U,CUUR0000SETA01,144.23208333333332,102.63333333333333,140.53142253978564,New vehicles,low_price_global,Low-price tradable/global goods,1.6553496679491797,-1.7720123858688597
2013,new_vehicles,BLS CPI-U,CUUR0000SETA01,145.78333333333333,102.63333333333333,142.04287106203313,New vehicles,low_price_global,Low-price tradable/global goods,1.0755235341189273,-0.7155472619874592
2014,new_vehicles,BLS CPI-U,CUUR0000SETA01,146.27483333333333,102.63333333333333,142.52176031178956,New vehicles,low_price_global,Low-price tradable/global goods,0.3371441637132877,-0.38081552410658137
2015,new_vehicles,BLS CPI-U,CUUR0000SETA01,147.135,102.63333333333333,143.35985709645988,New vehicles,low_price_global,Low-price tradable/global goods,0.5880482972121959,0.20499339390058768
2016,new_vehicles,BLS CPI-U,CUUR0000SETA01,147.3575,102.63333333333333,143.57664826242288,New vehicles,low_price_global,Low-price tradable/global goods,0.1512216671764266,0.3565250555048527
2017,new_vehicles,BLS CPI-U,CUUR0000SETA01,146.99224999999998,102.63333333333333,143.22076973043195,New vehicles,low_price_global,Low-price tradable/global goods,-0.2478665829700022,0.10777476606234071
2018,new_vehicles,BLS CPI-U,CUUR0000SETA01,146.28666666666666,102.63333333333333,142.53329002923027,New vehicles,low_price_global,Low-price tradable/global goods,-0.4800139689904226,-0.37275653686021926
2019,new_vehicles,BLS CPI-U,CUUR0000SETA01,146.834,102.63333333333333,143.06658005846054,New vehicles,low_price_global,Low-price tradable/global goods,0.3741512099530553,0.0
2020,new_vehicles,BLS CPI-U,CUUR0000SETA01,147.60025,102.63333333333333,143.81316986034426,New vehicles,low_price_global,Low-price tradable/global goods,0.5218478009180405,0.5218478009180405
2021,new_vehicles,BLS CPI-U,CUUR0000SETA01,156.24041666666668,102.63333333333333,152.23164988632675,New vehicles,low_price_global,Low-price tradable/global goods,5.853761539473479,6.406157066256246
2022,new_vehicles,BLS CPI-U,CUUR0000SETA01,172.4801666666667,102.63333333333333,168.05472556024688,New vehicles,low_price_global,Low-price tradable/global goods,10.39407750342023,17.46609550013396
2023,new_vehicles,BLS CPI-U,CUUR0000SETA01,178.89874999999998,102.63333333333333,174.30862292952256,New vehicles,low_price_global,Low-price tradable/global goods,3.7213457392685445,21.837415040113317
2024,new_vehicles,BLS CPI-U,CUUR0000SETA01,177.88649999999998,102.63333333333333,173.3223449171809,New vehicles,low_price_global,Low-price tradable/global goods,-0.5658228467219417,21.148031109960908
2025,new_vehicles,BLS CPI-U,CUUR0000SETA01,178.46241666666666,102.63333333333333,173.88348489769405,New vehicles,low_price_global,Low-price tradable/global goods,0.3237551285042217,21.54025407376128
1993,recreation,BLS CPI-U,CUUR0000SAR,90.71666666666664,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
1994,recreation,BLS CPI-U,CUUR0000SAR,92.69166666666666,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
1995,recreation,BLS CPI-U,CUUR0000SAR,94.53333333333336,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
1996,recreation,BLS CPI-U,CUUR0000SAR,97.425,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
1997,recreation,BLS CPI-U,CUUR0000SAR,99.63333333333333,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
1998,recreation,BLS CPI-U,CUUR0000SAR,101.05,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
1999,recreation,BLS CPI-U,CUUR0000SAR,101.95833333333331,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2000,recreation,BLS CPI-U,CUUR0000SAR,103.30833333333334,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2001,recreation,BLS CPI-U,CUUR0000SAR,104.90833333333336,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2002,recreation,BLS CPI-U,CUUR0000SAR,106.23333333333332,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2003,recreation,BLS CPI-U,CUUR0000SAR,107.525,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2004,recreation,BLS CPI-U,CUUR0000SAR,108.625,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2005,recreation,BLS CPI-U,CUUR0000SAR,109.35,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2006,recreation,BLS CPI-U,CUUR0000SAR,110.925,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2007,recreation,BLS CPI-U,CUUR0000SAR,111.44325,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2008,recreation,BLS CPI-U,CUUR0000SAR,113.25391666666668,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2009,recreation,BLS CPI-U,CUUR0000SAR,114.27233333333334,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2010,recreation,BLS CPI-U,CUUR0000SAR,113.31325,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2011,recreation,BLS CPI-U,CUUR0000SAR,113.35733333333332,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2012,recreation,BLS CPI-U,CUUR0000SAR,114.70258333333334,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2013,recreation,BLS CPI-U,CUUR0000SAR,115.26608333333331,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2014,recreation,BLS CPI-U,CUUR0000SAR,115.54341666666666,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2015,recreation,BLS CPI-U,CUUR0000SAR,115.94141666666668,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2016,recreation,BLS CPI-U,CUUR0000SAR,116.98441666666666,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2017,recreation,BLS CPI-U,CUUR0000SAR,118.50383333333332,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2018,recreation,BLS CPI-U,CUUR0000SAR,119.091,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2019,recreation,BLS CPI-U,CUUR0000SAR,120.61541666666666,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2020,recreation,BLS CPI-U,CUUR0000SAR,122.24183333333332,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2021,recreation,BLS CPI-U,CUUR0000SAR,125.17958333333333,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2022,recreation,BLS CPI-U,CUUR0000SAR,130.84591666666668,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2023,recreation,BLS CPI-U,CUUR0000SAR,136.10525,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2024,recreation,BLS CPI-U,CUUR0000SAR,138.158,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
2025,recreation,BLS CPI-U,CUUR0000SAR,141.08536363636364,,,Recreation goods/services,low_price_global,Low-price tradable/global goods,,
1984,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,105.29166666666669,105.29166666666669,100.0,Rent,local_reproduction,Local institutional reproduction costs,,-68.20171713244167
1985,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,111.75833333333333,105.29166666666669,106.1416699643846,Rent,local_reproduction,Local institutional reproduction costs,6.141669964384611,-66.24877154437479
1986,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,118.275,105.29166666666669,112.33082706766916,Rent,local_reproduction,Local institutional reproduction costs,5.831034225635712,-64.28072586155477
1987,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,123.15,105.29166666666669,116.9608231104076,Rent,local_reproduction,Local institutional reproduction costs,4.12175015852887,-62.808466623128055
1988,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,127.84166666666664,105.29166666666669,121.4166996438464,Rent,local_reproduction,Local institutional reproduction costs,3.809717147110514,-61.39157439879603
1989,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,132.80833333333334,105.29166666666669,126.13375544123464,Rent,local_reproduction,Local institutional reproduction costs,3.8850140147318024,-59.891631653321966
1990,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,138.40833333333333,105.29166666666669,131.45231499802134,Rent,local_reproduction,Local institutional reproduction costs,4.216602873815645,-58.20042104097538
1991,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,143.31666666666666,105.29166666666669,136.1139691333597,Rent,local_reproduction,Local institutional reproduction costs,3.5462700945270598,-56.71809507271326
1992,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,146.90833333333333,105.29166666666669,139.52512861100118,Rent,local_reproduction,Local institutional reproduction costs,2.5061053610885065,-55.63340493294928
1993,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,150.34166666666667,105.29166666666669,142.78591214879302,Rent,local_reproduction,Local institutional reproduction costs,2.337058256282254,-54.59653175990346
1994,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,154.00833333333333,105.29166666666669,146.2683023347843,Rent,local_reproduction,Local institutional reproduction costs,2.4388891968294413,-53.489191478009865
1995,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,157.775,105.29166666666669,149.84566679857537,Rent,local_reproduction,Local institutional reproduction costs,2.4457550998322697,-52.351651006610076
1996,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,161.95000000000002,105.29166666666669,153.81084289671549,Rent,local_reproduction,Local institutional reproduction costs,2.646173348122338,-51.09079309472666
1997,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,166.66666666666666,105.29166666666669,158.29046299960424,Rent,local_reproduction,Local institutional reproduction costs,2.9124215292785527,-49.66635082301809
1998,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,172.07500000000002,105.29166666666669,163.42698852394142,Rent,local_reproduction,Local institutional reproduction costs,3.245000000000009,-48.03302390722502
1999,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,177.48333333333335,105.29166666666669,168.5635140482786,Rent,local_reproduction,Local institutional reproduction costs,3.143009346699599,-46.39969699143195
2000,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,183.925,105.29166666666669,174.68144044321326,Rent,local_reproduction,Local institutional reproduction costs,3.6294487745327952,-44.45430145074161
2001,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,192.11666666666667,105.29166666666669,182.46141669964385,Rent,local_reproduction,Local institutional reproduction costs,4.453808164559847,-41.980402593692936
2002,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,199.66666666666663,105.29166666666669,189.63197467352583,Rent,local_reproduction,Local institutional reproduction costs,3.9299037043462715,-39.70028828597568
2003,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,205.51666666666665,105.29166666666669,195.187969924812,Rent,local_reproduction,Local institutional reproduction costs,2.9298831385643043,-37.9335771998636
2004,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,211.025,105.29166666666669,200.41946972694893,Rent,local_reproduction,Local institutional reproduction costs,2.6802368015570677,-36.27005009456434
2005,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,217.34166666666667,105.29166666666669,206.41867827463392,Rent,local_reproduction,Local institutional reproduction costs,2.9933262251707893,-34.36240479075674
2006,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,225.09166666666667,105.29166666666669,213.77918480411552,Rent,local_reproduction,Local institutional reproduction costs,3.5658141942410237,-32.02189010402707
2007,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,234.67891666666665,105.29166666666669,222.88460625247325,Rent,local_reproduction,Local institutional reproduction costs,4.259264743993185,-29.12652243559496
2008,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,243.27116666666663,105.29166666666669,231.0450336367233,Rent,local_reproduction,Local institutional reproduction costs,3.6612790454475297,-26.53164665274944
2009,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,248.8115833333333,105.29166666666669,236.3070043529877,Rent,local_reproduction,Local institutional reproduction costs,2.2774654072581724,-24.858430319983604
2010,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,249.38541666666663,105.29166666666669,236.85199841709527,Rent,local_reproduction,Local institutional reproduction costs,0.23062966990750056,-24.68513156586727
2011,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,253.63816666666665,105.29166666666669,240.8910170162247,Rent,local_reproduction,Local institutional reproduction costs,1.7052921766008255,-23.400793006642793
2012,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,260.3668333333333,105.29166666666669,247.28151958844475,Rent,local_reproduction,Local institutional reproduction costs,2.6528604724972427,-21.368722922069683
2013,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,267.7245833333333,105.29166666666669,254.2694895132568,Rent,local_reproduction,Local institutional reproduction costs,2.8259167674326235,-19.14666847867804
2014,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,276.1619166666667,105.29166666666669,262.2827859121488,Rent,local_reproduction,Local institutional reproduction costs,3.1514974188337597,-16.598577822742488
2015,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,286.03191666666663,105.29166666666669,271.6567471309853,Rent,local_reproduction,Local institutional reproduction costs,3.573990258734061,-13.617819118481645
2016,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,296.82041666666663,105.29166666666669,281.90304709141265,Rent,local_reproduction,Local institutional reproduction costs,3.771781878653968,-10.35967167360644
2017,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,308.14258333333333,105.29166666666669,292.6561931143648,Rent,local_reproduction,Local institutional reproduction costs,3.81448378579079,-6.940355884066529
2018,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,319.28875,105.29166666666669,303.24218440838933,Rent,local_reproduction,Local institutional reproduction costs,3.6172107555187516,-3.574192428057499
2019,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,331.12375000000003,105.29166666666669,314.4823901859913,Rent,local_reproduction,Local institutional reproduction costs,3.7066761669492188,0.0
2020,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,341.46775,105.29166666666669,324.30652948159866,Rent,local_reproduction,Local institutional reproduction costs,3.123907602520193,3.123907602520193
2021,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,349.13466666666665,105.29166666666669,331.588128215275,Rent,local_reproduction,Local institutional reproduction costs,2.2452828024510874,5.439330965135136
2022,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,370.199,105.29166666666669,351.59382667194296,Rent,local_reproduction,Local institutional reproduction costs,6.033297562354156,11.80079955001716
2023,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,399.6425833333333,105.29166666666669,379.55765730114746,Rent,local_reproduction,Local institutional reproduction costs,7.953447560186078,20.69281751409653
2024,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,420.05958333333336,105.29166666666669,398.9485555995251,Rent,local_reproduction,Local institutional reproduction costs,5.108814939015338,26.8587902055752
2025,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,434.889,105.29166666666669,413.0326869806093,Rent,local_reproduction,Local institutional reproduction costs,3.5303126639772087,31.33730214157091
1984,shelter,BLS CPI-U,CUUR0000SAH1,103.99166666666667,103.99166666666667,100.0,Shelter,local_reproduction,Local institutional reproduction costs,,-67.30371025202528
1985,shelter,BLS CPI-U,CUUR0000SAH1,109.81666666666666,103.99166666666667,105.6014103694206,Shelter,local_reproduction,Local institutional reproduction costs,5.601410369420612,-65.47225688766642
1986,shelter,BLS CPI-U,CUUR0000SAH1,115.825,103.99166666666667,111.37911691641958,Shelter,local_reproduction,Local institutional reproduction costs,5.471239945363493,-63.583161214271925
1987,shelter,BLS CPI-U,CUUR0000SAH1,121.24166666666667,103.99166666666667,116.58786761759757,Shelter,local_reproduction,Local institutional reproduction costs,4.67659543852077,-61.880092992765114
1988,shelter,BLS CPI-U,CUUR0000SAH1,127.08333333333331,103.99166666666667,122.20530491225256,Shelter,local_reproduction,Local institutional reproduction costs,4.818200563612596,-60.04339941849393
1989,shelter,BLS CPI-U,CUUR0000SAH1,132.83333333333334,103.99166666666667,127.73459411811844,Shelter,local_reproduction,Local institutional reproduction costs,4.52459016393445,-58.235526998740525
1990,shelter,BLS CPI-U,CUUR0000SAH1,139.98333333333332,103.99166666666667,134.61014504367336,Shelter,local_reproduction,Local institutional reproduction costs,5.3826850690087635,-55.987476946351535
1991,shelter,BLS CPI-U,CUUR0000SAH1,146.275,103.99166666666667,140.66030931965702,Shelter,local_reproduction,Local institutional reproduction costs,4.494582688415294,-54.00929770444745
1992,shelter,BLS CPI-U,CUUR0000SAH1,151.19166666666666,103.99166666666667,145.3882522638032,Shelter,local_reproduction,Local institutional reproduction costs,3.361248789380733,-52.4634357803105
1993,shelter,BLS CPI-U,CUUR0000SAH1,155.73333333333332,103.99166666666667,149.7555893901755,Shelter,local_reproduction,Local institutional reproduction costs,3.0039133550129327,-51.035478579200934
1994,shelter,BLS CPI-U,CUUR0000SAH1,160.525,103.99166666666667,154.36333039506368,Shelter,local_reproduction,Local institutional reproduction costs,3.076840753424648,-49.52891822940645
1995,shelter,BLS CPI-U,CUUR0000SAH1,165.68333333333334,103.99166666666667,159.32366375510858,Shelter,local_reproduction,Local institutional reproduction costs,3.2134143176037133,-47.90707326154071
1996,shelter,BLS CPI-U,CUUR0000SAH1,171.03333333333333,103.99166666666667,164.46830675534898,Shelter,local_reproduction,Local institutional reproduction costs,3.229051403279337,-46.22496587968321
1997,shelter,BLS CPI-U,CUUR0000SAH1,176.275,103.99166666666667,169.50877474156582,Shelter,local_reproduction,Local institutional reproduction costs,3.0647047359189106,-44.57691986225585
1998,shelter,BLS CPI-U,CUUR0000SAH1,182.1083333333333,103.99166666666667,175.11819857360362,Shelter,local_reproduction,Local institutional reproduction costs,3.309223278022011,-42.74284639294083
1999,shelter,BLS CPI-U,CUUR0000SAH1,187.25833333333333,103.99166666666667,180.0705184710313,Shelter,local_reproduction,Local institutional reproduction costs,2.827987004072674,-41.123621530031265
2000,shelter,BLS CPI-U,CUUR0000SAH1,193.35,103.99166666666667,185.92835964420223,Shelter,local_reproduction,Local institutional reproduction costs,3.253081749810871,-39.20832480707514
2001,shelter,BLS CPI-U,CUUR0000SAH1,200.5583333333333,103.99166666666667,192.86000480807752,Shelter,local_reproduction,Local institutional reproduction costs,3.728126885613303,-36.94193401999299
2002,shelter,BLS CPI-U,CUUR0000SAH1,208.09166666666667,103.99166666666667,200.10417501402355,Shelter,local_reproduction,Local institutional reproduction costs,3.7561806623177096,-34.57335913962042
2003,shelter,BLS CPI-U,CUUR0000SAH1,213.11666666666667,103.99166666666667,204.93629297219329,Shelter,local_reproduction,Local institutional reproduction costs,2.414801169356462,-32.993435851053334
2004,shelter,BLS CPI-U,CUUR0000SAH1,218.84166666666667,103.99166666666667,210.4415417902076,Shelter,local_reproduction,Local institutional reproduction costs,2.686322045827816,-31.193423746168413
2005,shelter,BLS CPI-U,CUUR0000SAH1,224.425,103.99166666666667,215.8105617437295,Shelter,local_reproduction,Local institutional reproduction costs,2.5513118312326277,-29.43795342553832
2006,shelter,BLS CPI-U,CUUR0000SAH1,232.13333333333333,103.99166666666667,223.22301466463657,Shelter,local_reproduction,Local institutional reproduction costs,3.434703501540959,-27.01435634108632
2007,shelter,BLS CPI-U,CUUR0000SAH1,240.61058333333327,103.99166666666667,231.37486978123243,Shelter,local_reproduction,Local institutional reproduction costs,3.651888282596194,-24.349002172329037
2008,shelter,BLS CPI-U,CUUR0000SAH1,246.66641666666663,103.99166666666667,237.1982530651494,Shelter,local_reproduction,Local institutional reproduction costs,2.516860750444949,-22.44497190068442
2009,shelter,BLS CPI-U,CUUR0000SAH1,249.35425,103.99166666666667,239.7829152977001,Shelter,local_reproduction,Local institutional reproduction costs,1.0896632665506223,-21.599883248123174
2010,shelter,BLS CPI-U,CUUR0000SAH1,248.39616666666663,103.99166666666667,238.86160750060097,Shelter,local_reproduction,Local institutional reproduction costs,-0.384225788545145,-21.901116714933387
2011,shelter,BLS CPI-U,CUUR0000SAH1,251.64575,103.99166666666667,241.9864572481769,Shelter,local_reproduction,Local institutional reproduction costs,1.3082260394517542,-20.879406787277112
2012,shelter,BLS CPI-U,CUUR0000SAH1,257.0835,103.99166666666667,247.2154820097764,Shelter,local_reproduction,Local institutional reproduction costs,2.1608749601374155,-19.169709700231184
2013,shelter,BLS CPI-U,CUUR0000SAH1,263.05575,103.99166666666667,252.9584902636429,Shelter,local_reproduction,Local institutional reproduction costs,2.323077910484339,-17.29195908129689
2014,shelter,BLS CPI-U,CUUR0000SAH1,270.513,103.99166666666667,260.12949755589386,Shelter,local_reproduction,Local institutional reproduction costs,2.8348553491037487,-14.947305759174123
2015,shelter,BLS CPI-U,CUUR0000SAH1,278.80266666666665,103.99166666666667,268.1009696289766,Shelter,local_reproduction,Local institutional reproduction costs,3.064424507016894,-12.3409301529801
2016,shelter,BLS CPI-U,CUUR0000SAH1,288.23,103.99166666666667,277.1664396185592,Shelter,local_reproduction,Local institutional reproduction costs,3.3813641189467614,-9.376857818170482
2017,shelter,BLS CPI-U,CUUR0000SAH1,297.80325,103.99166666666667,286.37222533856874,Shelter,local_reproduction,Local institutional reproduction costs,3.321392637823939,-6.366907445578485
2018,shelter,BLS CPI-U,CUUR0000SAH1,307.66275,103.99166666666667,295.85327349947914,Shelter,local_reproduction,Local institutional reproduction costs,3.3107429149950685,-3.266956467742188
2019,shelter,BLS CPI-U,CUUR0000SAH1,318.0534166666667,103.99166666666667,305.8450997676096,Shelter,local_reproduction,Local institutional reproduction costs,3.377291097692736,0.0
2020,shelter,BLS CPI-U,CUUR0000SAH1,325.88550000000004,103.99166666666667,313.3765526083821,Shelter,local_reproduction,Local institutional reproduction costs,2.4625056430510384,2.4625056430510384
2021,shelter,BLS CPI-U,CUUR0000SAH1,334.5745833333333,103.99166666666667,321.7321099447071,Shelter,local_reproduction,Local institutional reproduction costs,2.666299462029853,5.194462879794015
2022,shelter,BLS CPI-U,CUUR0000SAH1,354.2353333333333,103.99166666666667,340.6381921628335,Shelter,local_reproduction,Local institutional reproduction costs,5.87634296787336,11.37605030182296
2023,shelter,BLS CPI-U,CUUR0000SAH1,380.6426666666666,103.99166666666667,366.0318935812164,Shelter,local_reproduction,Local institutional reproduction costs,7.454742892201627,19.678848495313005
2024,shelter,BLS CPI-U,CUUR0000SAH1,400.5614166666667,103.99166666666667,385.1860726019713,Shelter,local_reproduction,Local institutional reproduction costs,5.232926244036418,25.941554366784825
2025,shelter,BLS CPI-U,CUUR0000SAH1,415.1644545454546,103.99166666666667,399.2285803786726,Shelter,local_reproduction,Local institutional reproduction costs,3.645642658324233,30.532933397336937
1984,transportation,BLS CPI-U,CUUR0000SAT,103.71666666666664,103.71666666666664,100.0,Transportation,basic_reproduction,Basic reproduction necessities,,-50.62715728499351
1985,transportation,BLS CPI-U,CUUR0000SAT,106.45833333333331,103.71666666666664,102.64341957255344,Transportation,basic_reproduction,Basic reproduction necessities,2.6434195725534515,-49.322025897139
1986,transportation,BLS CPI-U,CUUR0000SAT,102.31666666666666,103.71666666666664,98.65016872890892,Transportation,basic_reproduction,Basic reproduction necessities,-3.890410958904078,-51.29360735538728
1987,transportation,BLS CPI-U,CUUR0000SAT,105.40833333333336,103.71666666666664,101.63104611923517,Transportation,basic_reproduction,Basic reproduction necessities,3.0216647662486107,-49.82186344993431
1988,transportation,BLS CPI-U,CUUR0000SAT,108.65833333333336,103.71666666666664,104.7645829985538,Transportation,basic_reproduction,Basic reproduction necessities,3.0832476875642056,-48.274747215091594
1989,transportation,BLS CPI-U,CUUR0000SAT,114.1,103.71666666666664,110.0112485939258,Transportation,basic_reproduction,Basic reproduction necessities,5.008052764782556,-45.68431926290623
1990,transportation,BLS CPI-U,CUUR0000SAT,120.51666666666668,103.71666666666664,116.1979752530934,Transportation,basic_reproduction,Basic reproduction necessities,5.623721881390598,-42.62975644026803
1991,transportation,BLS CPI-U,CUUR0000SAT,123.83333333333331,103.71666666666664,119.3957898119878,Transportation,basic_reproduction,Basic reproduction necessities,2.752039828516084,-41.05090448778752
1992,transportation,BLS CPI-U,CUUR0000SAT,126.54166666666669,103.71666666666664,122.0070705447534,Transportation,basic_reproduction,Basic reproduction necessities,2.187079407806247,-39.76164095875189
1993,transportation,BLS CPI-U,CUUR0000SAT,130.35833333333332,103.71666666666664,125.68696770046604,Transportation,basic_reproduction,Basic reproduction necessities,3.0161343431017062,-37.944771123987884
1994,transportation,BLS CPI-U,CUUR0000SAT,134.29999999999998,103.71666666666664,129.4873855053833,Transportation,basic_reproduction,Basic reproduction necessities,3.023716678386501,-36.06839681865299
1995,transportation,BLS CPI-U,CUUR0000SAT,139.10833333333332,103.71666666666664,134.12341314478547,Transportation,basic_reproduction,Basic reproduction necessities,3.5802928766442976,-33.77945818402672
1996,transportation,BLS CPI-U,CUUR0000SAT,143.03333333333333,103.71666666666664,137.90776152980882,Transportation,basic_reproduction,Basic reproduction necessities,2.8215419636973937,-31.91101780810126
1997,transportation,BLS CPI-U,CUUR0000SAT,144.275,103.71666666666664,139.10493331190747,Transportation,basic_reproduction,Basic reproduction necessities,0.8680960149149319,-31.319940067097253
1998,transportation,BLS CPI-U,CUUR0000SAT,141.54999999999998,103.71666666666664,136.47758315924796,Transportation,basic_reproduction,Basic reproduction necessities,-1.888754115404634,-32.61713752554232
1999,transportation,BLS CPI-U,CUUR0000SAT,144.4,103.71666666666664,139.22545396111207,Transportation,basic_reproduction,Basic reproduction necessities,2.013422818791999,-31.26043559652636
