year,category,source,series_id,value,base_value,price_index_1984_100,label,class,class_label,inflation,post2019_cum_change
2014,energy,BLS CPI-U,CUUR0000SA0E,243.5834166666667,100.925,241.3509206506482,Energy,basic_reproduction,Basic reproduction necessities,-0.3379914992393207,13.139856374749437
2015,energy,BLS CPI-U,CUUR0000SA0E,202.895,100.925,201.03542234332423,Energy,basic_reproduction,Basic reproduction necessities,-16.704099656483194,-5.759137985290663
2016,energy,BLS CPI-U,CUUR0000SA0E,189.53491666666665,100.925,187.79778713566176,Energy,basic_reproduction,Basic reproduction necessities,-6.584727732735329,-11.964642161942063
2017,energy,BLS CPI-U,CUUR0000SA0E,204.53975,100.925,202.66509784493437,Energy,basic_reproduction,Basic reproduction necessities,7.916659155590966,-4.995182945498177
2018,energy,BLS CPI-U,CUUR0000SA0E,219.9413333333333,100.925,217.9255222524977,Energy,basic_reproduction,Basic reproduction necessities,7.529872962753359,2.158559087202039
2019,energy,BLS CPI-U,CUUR0000SA0E,215.29408333333333,100.925,213.3208653290397,Energy,basic_reproduction,Basic reproduction necessities,-2.1129498169208727,0.0
2020,energy,BLS CPI-U,CUUR0000SA0E,196.94933333333333,100.925,195.1442490298076,Energy,basic_reproduction,Basic reproduction necessities,-8.52078687717458,-8.52078687717458
2021,energy,BLS CPI-U,CUUR0000SA0E,238.3248333333333,100.925,236.14053339938897,Energy,basic_reproduction,Basic reproduction necessities,21.008195001083173,10.697344601125058
2022,energy,BLS CPI-U,CUUR0000SA0E,298.2656666666667,100.925,295.53199570638265,Energy,basic_reproduction,Basic reproduction necessities,25.15089699003252,38.53871971245535
2023,energy,BLS CPI-U,CUUR0000SA0E,283.2855833333333,100.925,280.689208157873,Energy,basic_reproduction,Basic reproduction necessities,-5.022396141247687,31.580756399483036
2024,energy,BLS CPI-U,CUUR0000SA0E,279.5443333333333,100.925,276.98224754355545,Energy,basic_reproduction,Basic reproduction necessities,-1.3206637471550264,29.84301705148269
2025,energy,BLS CPI-U,CUUR0000SA0E,279.3534545454545,100.925,276.7931182020852,Energy,basic_reproduction,Basic reproduction necessities,-0.06828211668709061,29.754357491069563
1984,food,BLS CPI-U,CUUR0000SAF1,103.23333333333332,103.23333333333332,100.0,Food,basic_reproduction,Basic reproduction necessities,,-60.03605400875026
1985,food,BLS CPI-U,CUUR0000SAF1,105.56666666666666,103.23333333333332,102.26025185663543,Food,basic_reproduction,Basic reproduction necessities,2.2602518566354313,-59.132768177498264
1986,food,BLS CPI-U,CUUR0000SAF1,108.94166666666666,103.23333333333332,105.52954472069746,Food,basic_reproduction,Basic reproduction necessities,3.1970318913798756,-57.826229743008724
1987,food,BLS CPI-U,CUUR0000SAF1,113.48333333333332,103.23333333333332,109.92896351307718,Food,basic_reproduction,Basic reproduction necessities,4.168897728141974,-56.06804839289321
1988,food,BLS CPI-U,CUUR0000SAF1,118.175,103.23333333333332,114.47368421052632,Food,basic_reproduction,Basic reproduction necessities,4.134234101923906,-54.25179866791148
1989,food,BLS CPI-U,CUUR0000SAF1,125.075,103.23333333333332,121.15757184371977,Food,basic_reproduction,Basic reproduction necessities,5.838798392214972,-51.580653424066234
1990,food,BLS CPI-U,CUUR0000SAF1,132.36666666666667,103.23333333333332,128.22085889570553,Food,basic_reproduction,Basic reproduction necessities,5.829835432074071,-48.7578852014037
1991,food,BLS CPI-U,CUUR0000SAF1,136.25,103.23333333333332,131.98256377139168,Food,basic_reproduction,Basic reproduction necessities,2.9337698312767557,-47.254559496534284
1992,food,BLS CPI-U,CUUR0000SAF1,137.89166666666668,103.23333333333332,133.57281239909594,Food,basic_reproduction,Basic reproduction necessities,1.204892966360882,-46.61903339383196
1993,food,BLS CPI-U,CUUR0000SAF1,140.85833333333332,103.23333333333332,136.4465611882467,Food,basic_reproduction,Basic reproduction necessities,2.1514473922765287,-45.47056997981156
1994,food,BLS CPI-U,CUUR0000SAF1,144.275,103.23333333333332,139.75621569260576,Food,basic_reproduction,Basic reproduction necessities,2.4256049222031617,-44.14790144119254
1995,food,BLS CPI-U,CUUR0000SAF1,148.41666666666666,103.23333333333332,143.7681627381337,Food,basic_reproduction,Basic reproduction necessities,2.8706752151562487,-42.544569090720216
1996,food,BLS CPI-U,CUUR0000SAF1,153.28333333333333,103.23333333333332,148.4824023248305,Food,basic_reproduction,Basic reproduction necessities,3.279056709713646,-40.660572928394586
1997,food,BLS CPI-U,CUUR0000SAF1,157.275,103.23333333333332,152.349047465289,Food,basic_reproduction,Basic reproduction necessities,2.6041100358812574,-39.115308952788475
1998,food,BLS CPI-U,CUUR0000SAF1,160.68333333333334,103.23333333333332,155.6506296415887,Food,basic_reproduction,Basic reproduction necessities,2.167117045514777,-37.79586643499534
1999,food,BLS CPI-U,CUUR0000SAF1,164.1,103.23333333333332,158.96028414594772,Food,basic_reproduction,Basic reproduction necessities,2.1263354423814773,-36.473197896376334
2000,food,BLS CPI-U,CUUR0000SAF1,167.81666666666666,103.23333333333332,162.5605424604456,Food,basic_reproduction,Basic reproduction necessities,2.2648791387365197,-35.03439260802492
2001,food,BLS CPI-U,CUUR0000SAF1,173.08333333333334,103.23333333333332,167.6622537939942,Food,basic_reproduction,Basic reproduction necessities,3.138345416625299,-32.99554744605609
2002,food,BLS CPI-U,CUUR0000SAF1,176.21666666666667,103.23333333333332,170.69744914433323,Food,basic_reproduction,Basic reproduction necessities,1.8103033220991716,-31.782563615517677
2003,food,BLS CPI-U,CUUR0000SAF1,179.975,103.23333333333332,174.3380690991282,Food,basic_reproduction,Basic reproduction necessities,2.132791071597473,-30.32762822303675
2004,food,BLS CPI-U,CUUR0000SAF1,186.175,103.23333333333332,180.343881175331,Food,basic_reproduction,Basic reproduction necessities,3.444922905959169,-27.927468728567106
2005,food,BLS CPI-U,CUUR0000SAF1,190.725,103.23333333333332,184.75137229577007,Food,basic_reproduction,Basic reproduction necessities,2.4439371559016543,-26.166061357625715
2006,food,BLS CPI-U,CUUR0000SAF1,195.175,103.23333333333332,189.06199547949632,Food,basic_reproduction,Basic reproduction necessities,2.3332022545550224,-24.443366236595065
2007,food,BLS CPI-U,CUUR0000SAF1,202.91591666666667,103.23333333333332,196.56046173716504,Food,basic_reproduction,Basic reproduction necessities,3.966141496947184,-21.44668323120825
2008,food,BLS CPI-U,CUUR0000SAF1,214.10641666666663,103.23333333333332,207.40046819502743,Food,basic_reproduction,Basic reproduction necessities,5.514845845426097,-17.114588904940142
2009,food,BLS CPI-U,CUUR0000SAF1,217.95508333333336,103.23333333333332,211.1285921859865,Food,basic_reproduction,Basic reproduction necessities,1.7975484932142738,-15.624683446706445
2010,food,BLS CPI-U,CUUR0000SAF1,219.6250833333333,103.23333333333332,212.7462867290927,Food,basic_reproduction,Basic reproduction necessities,0.7662129161933429,-14.978188873196085
2011,food,BLS CPI-U,CUUR0000SAF1,227.8415,103.23333333333332,220.70536002583148,Food,basic_reproduction,Basic reproduction necessities,3.7411103239953336,-11.797429119483416
2012,food,BLS CPI-U,CUUR0000SAF1,233.77733333333333,103.23333333333332,226.4552793025509,Food,basic_reproduction,Basic reproduction necessities,2.6052467760848463,-9.499534485194804
2013,food,BLS CPI-U,CUUR0000SAF1,237.03691666666668,103.23333333333332,229.61277042299005,Food,basic_reproduction,Basic reproduction necessities,1.3943111108576378,-8.237676439144003
2014,food,BLS CPI-U,CUUR0000SAF1,242.7245,103.23333333333332,235.12221504681955,Food,basic_reproduction,Basic reproduction necessities,2.399450437220918,-6.035884965258964
2015,food,BLS CPI-U,CUUR0000SAF1,247.2348333333333,103.23333333333332,239.49128188569583,Food,basic_reproduction,Basic reproduction necessities,1.8582109895512344,-4.289833453448855
2016,food,BLS CPI-U,CUUR0000SAF1,247.93125,103.23333333333332,240.16588634162096,Food,basic_reproduction,Basic reproduction necessities,0.2816822602532687,-4.020234893028363
2017,food,BLS CPI-U,CUUR0000SAF1,250.06491666666668,103.23333333333332,242.2327252179529,Food,basic_reproduction,Basic reproduction necessities,0.8605880326367332,-3.1942445207649217
2018,food,BLS CPI-U,CUUR0000SAF1,253.55816666666664,103.23333333333332,245.6165644171779,Food,basic_reproduction,Basic reproduction necessities,1.3969372619576204,-1.8419288507559028
2019,food,BLS CPI-U,CUUR0000SAF1,258.3161666666667,103.23333333333332,250.22554084598,Food,basic_reproduction,Basic reproduction necessities,1.8764925076363292,0.0
2020,food,BLS CPI-U,CUUR0000SAF1,267.21933333333334,103.23333333333332,258.849854698095,Food,basic_reproduction,Basic reproduction necessities,3.4466161299750997,3.4466161299750997
2021,food,BLS CPI-U,CUUR0000SAF1,277.75558333333333,103.23333333333332,269.05610268001294,Food,basic_reproduction,Basic reproduction necessities,3.942922044063657,7.525435561201821
2022,food,BLS CPI-U,CUUR0000SAF1,305.3876666666667,103.23333333333332,295.82273167581536,Food,basic_reproduction,Basic reproduction necessities,9.948344872755355,18.22243671676249
2023,food,BLS CPI-U,CUUR0000SAF1,322.96483333333333,103.23333333333332,312.84937035841136,Food,basic_reproduction,Basic reproduction necessities,5.755689762629546,25.026953404000384
2024,food,BLS CPI-U,CUUR0000SAF1,330.26258333333334,103.23333333333332,319.9185502098805,Food,basic_reproduction,Basic reproduction necessities,2.259611340553569,27.85207662186582
2025,food,BLS CPI-U,CUUR0000SAF1,339.51245454545455,103.23333333333332,328.87870960166737,Food,basic_reproduction,Basic reproduction necessities,2.800762689724823,31.432909881929415
1984,household_furnishings,BLS CPI-U,CUUR0000SAH3,101.85833333333332,101.85833333333332,100.0,Household furnishings,low_price_global,Low-price tradable/global goods,,-17.721761829978966
1985,household_furnishings,BLS CPI-U,CUUR0000SAH3,103.85833333333332,101.85833333333332,101.9635114129101,Household furnishings,low_price_global,Low-price tradable/global goods,1.9635114129100906,-16.10621923316925
1986,household_furnishings,BLS CPI-U,CUUR0000SAH3,105.2,101.85833333333332,103.28070031907062,Household furnishings,low_price_global,Low-price tradable/global goods,1.2918237984433922,-15.022459407809396
1987,household_furnishings,BLS CPI-U,CUUR0000SAH3,107.09166666666664,101.85833333333332,105.13785486378136,Household furnishings,low_price_global,Low-price tradable/global goods,1.798162230671685,-13.494425368326935
1988,household_furnishings,BLS CPI-U,CUUR0000SAH3,109.38333333333333,101.85833333333332,107.38771169107422,Household furnishings,low_price_global,Low-price tradable/global goods,2.1399112909501694,-11.643282809482436
1989,household_furnishings,BLS CPI-U,CUUR0000SAH3,111.24166666666667,101.85833333333332,109.21214104556984,Household furnishings,low_price_global,Low-price tradable/global goods,1.698918177662656,-10.142174479946753
1990,household_furnishings,BLS CPI-U,CUUR0000SAH3,113.26666666666668,101.85833333333332,111.20019635114132,Household furnishings,low_price_global,Low-price tradable/global goods,1.8203610757360211,-8.506437600676907
1991,household_furnishings,BLS CPI-U,CUUR0000SAH3,115.96666666666664,101.85833333333332,113.8509367585699,Household furnishings,low_price_global,Low-price tradable/global goods,2.3837551500882626,-6.325455094983834
1992,household_furnishings,BLS CPI-U,CUUR0000SAH3,117.99166666666667,101.85833333333332,115.8389920641414,Household furnishings,low_price_global,Low-price tradable/global goods,1.7461914343202434,-4.689718215713978
1993,household_furnishings,BLS CPI-U,CUUR0000SAH3,119.25833333333333,101.85833333333332,117.08254929231776,Household furnishings,low_price_global,Low-price tradable/global goods,1.0735221413941565,-3.666541237734511
1994,household_furnishings,BLS CPI-U,CUUR0000SAH3,121.01666666666668,101.85833333333332,118.8088030761679,Household furnishings,low_price_global,Low-price tradable/global goods,1.4743903291174698,-2.246210038039287
1995,household_furnishings,BLS CPI-U,CUUR0000SAH3,123.00833333333333,101.85833333333332,120.7641331915242,Household furnishings,low_price_global,Low-price tradable/global goods,1.6457788183445787,-0.637398868716299
1996,household_furnishings,BLS CPI-U,CUUR0000SAH3,124.675,101.85833333333332,122.4003927022826,Household furnishings,low_price_global,Low-price tradable/global goods,1.3549217532687452,0.7088866286251161
1997,household_furnishings,BLS CPI-U,CUUR0000SAH3,125.36666666666667,101.85833333333332,123.07944039924736,Household furnishings,low_price_global,Low-price tradable/global goods,0.5547757502840867,1.2675951100218352
1998,household_furnishings,BLS CPI-U,CUUR0000SAH3,126.55,101.85833333333332,124.2411846518858,Household furnishings,low_price_global,Low-price tradable/global goods,0.9438978994947833,2.223457813134222
1999,household_furnishings,BLS CPI-U,CUUR0000SAH3,126.74166666666667,101.85833333333332,124.42935449562302,Household furnishings,low_price_global,Low-price tradable/global goods,0.15145528776503436,2.378280645328479
2000,household_furnishings,BLS CPI-U,CUUR0000SAH3,128.24166666666665,101.85833333333332,125.90198805530557,Household furnishings,low_price_global,Low-price tradable/global goods,1.183509763955537,3.5899375929357547
2001,household_furnishings,BLS CPI-U,CUUR0000SAH3,129.07500000000002,101.85833333333332,126.7201178106848,Household furnishings,low_price_global,Low-price tradable/global goods,0.6498148027812345,4.2630803416064955
2002,household_furnishings,BLS CPI-U,CUUR0000SAH3,128.34166666666667,101.85833333333332,126.0001636259511,Household furnishings,low_price_global,Low-price tradable/global goods,-0.5681451352572808,3.6707147227762693
2003,household_furnishings,BLS CPI-U,CUUR0000SAH3,126.11666666666667,101.85833333333332,123.81575717908864,Household furnishings,low_price_global,Low-price tradable/global goods,-1.733653658853318,1.8734235838254731
2004,household_furnishings,BLS CPI-U,CUUR0000SAH3,125.475,101.85833333333332,123.18579726744665,Household furnishings,low_price_global,Low-price tradable/global goods,-0.5087881591119392,1.3551036673490113
2005,household_furnishings,BLS CPI-U,CUUR0000SAH3,126.09166666666664,101.85833333333332,123.79121328642722,Household furnishings,low_price_global,Low-price tradable/global goods,0.4914657634322639,1.8532293013653112
2006,household_furnishings,BLS CPI-U,CUUR0000SAH3,127.025,101.85833333333332,124.70751861245196,Household furnishings,low_price_global,Low-price tradable/global goods,0.7402022338246272,2.6071491798765445
2007,household_furnishings,BLS CPI-U,CUUR0000SAH3,126.8745,101.85833333333332,124.55976437863046,Household furnishings,low_price_global,Low-price tradable/global goods,-0.1184806140523631,2.485579599466603
2008,household_furnishings,BLS CPI-U,CUUR0000SAH3,127.80041666666666,101.85833333333332,125.46878834983232,Household furnishings,low_price_global,Low-price tradable/global goods,0.72978941132118,3.2335085075146486
2009,household_furnishings,BLS CPI-U,CUUR0000SAH3,128.70141666666666,101.85833333333332,126.35335024134828,Household furnishings,low_price_global,Low-price tradable/global goods,0.7050055261947907,3.9613104473773975
2010,household_furnishings,BLS CPI-U,CUUR0000SAH3,125.4895,101.85833333333332,123.20003272519024,Household furnishings,low_price_global,Low-price tradable/global goods,-2.495634274939973,1.3668163511758813
2011,household_furnishings,BLS CPI-U,CUUR0000SAH3,124.94258333333332,101.85833333333332,122.66309416673484,Household furnishings,low_price_global,Low-price tradable/global goods,-0.4358266362259,0.9250327652232659
2012,household_furnishings,BLS CPI-U,CUUR0000SAH3,125.749,101.85833333333332,123.45479833101533,Household furnishings,low_price_global,Low-price tradable/global goods,0.6454298007551706,1.5764330031119433
2013,household_furnishings,BLS CPI-U,CUUR0000SAH3,124.7645,101.85833333333332,122.48825983801032,Household furnishings,low_price_global,Low-price tradable/global goods,-0.782908810408045,0.781182159832361
2014,household_furnishings,BLS CPI-U,CUUR0000SAH3,123.14725,101.85833333333332,120.90051542174592,Household furnishings,low_price_global,Low-price tradable/global goods,-1.2962421201543561,-0.525185972512876
2015,household_furnishings,BLS CPI-U,CUUR0000SAH3,122.60433333333332,101.85833333333332,120.36750388611634,Household furnishings,low_price_global,Low-price tradable/global goods,-0.44086787700634567,-0.963738473271869
2016,household_furnishings,BLS CPI-U,CUUR0000SAH3,121.61483333333332,101.85833333333332,119.39605661457908,Household furnishings,low_price_global,Low-price tradable/global goods,-0.8070677219130351,-1.7630281730434683
2017,household_furnishings,BLS CPI-U,CUUR0000SAH3,120.71591666666666,101.85833333333332,118.51354004745154,Household furnishings,low_price_global,Low-price tradable/global goods,-0.7391505148083621,-2.489147256034563
2018,household_furnishings,BLS CPI-U,CUUR0000SAH3,121.56608333333334,101.85833333333332,119.3481960238894,Household furnishings,low_price_global,Low-price tradable/global goods,0.7042705636028268,-1.802407023840702
2019,household_furnishings,BLS CPI-U,CUUR0000SAH3,123.79741666666666,101.85833333333332,121.53882025689276,Household furnishings,low_price_global,Low-price tradable/global goods,1.8354900249726969,0.0
2020,household_furnishings,BLS CPI-U,CUUR0000SAH3,125.92641666666668,101.85833333333332,123.62897815593556,Household furnishings,low_price_global,Low-price tradable/global goods,1.7197450943039483,1.7197450943039483
2021,household_furnishings,BLS CPI-U,CUUR0000SAH3,131.5815,101.85833333333332,129.18088848891435,Household furnishings,low_price_global,Low-price tradable/global goods,4.490783969738921,6.287759101058232
2022,household_furnishings,BLS CPI-U,CUUR0000SAH3,143.51766666666666,101.85833333333332,140.8992882271128,Household furnishings,low_price_global,Low-price tradable/global goods,9.071310683239385,15.929451947368278
2023,household_furnishings,BLS CPI-U,CUUR0000SAH3,148.35191666666665,101.85833333333332,145.6453407510431,Household furnishings,low_price_global,Low-price tradable/global goods,3.3684006382489473,19.834420346681945
2024,household_furnishings,BLS CPI-U,CUUR0000SAH3,147.59733333333335,101.85833333333332,144.9045242575473,Household furnishings,low_price_global,Low-price tradable/global goods,-0.5086441417732068,19.224889587760675
2025,household_furnishings,BLS CPI-U,CUUR0000SAH3,151.69027272727274,101.85833333333332,148.92279086372193,Household furnishings,low_price_global,Low-price tradable/global goods,2.773044269503089,22.531048556295463
1984,medical_care,BLS CPI-U,CUUR0000SAM,106.85833333333332,106.85833333333332,100.0,Medical care,local_reproduction,Local institutional reproduction costs,,-78.56029801235923
1985,medical_care,BLS CPI-U,CUUR0000SAM,113.51666666666668,106.85833333333332,106.2309911877096,Medical care,local_reproduction,Local institutional reproduction costs,6.2309911877096,-77.22439207083814
1986,medical_care,BLS CPI-U,CUUR0000SAM,122.04166666666669,106.85833333333332,114.20884348436408,Medical care,local_reproduction,Local institutional reproduction costs,7.509910438995759,-75.51396431342125
1987,medical_care,BLS CPI-U,CUUR0000SAM,130.14166666666668,106.85833333333332,121.78897293924982,Medical care,local_reproduction,Local institutional reproduction costs,6.6370775008535166,-73.88880714801638
1988,medical_care,BLS CPI-U,CUUR0000SAM,138.64166666666668,106.85833333333332,129.7434297746237,Medical care,local_reproduction,Local institutional reproduction costs,6.53134404815261,-72.18339530777669
1989,medical_care,BLS CPI-U,CUUR0000SAM,149.25,106.85833333333332,139.67090384465416,Medical care,local_reproduction,Local institutional reproduction costs,7.651619883392469,-70.05497445226186
1990,medical_care,BLS CPI-U,CUUR0000SAM,162.79999999999998,106.85833333333332,152.35124385869142,Medical care,local_reproduction,Local institutional reproduction costs,9.078726968174177,-67.33634734223268
1991,medical_care,BLS CPI-U,CUUR0000SAM,177.01666666666665,106.85833333333332,165.655462840209,Medical care,local_reproduction,Local institutional reproduction costs,8.732596232596235,-64.48396244081218
1992,medical_care,BLS CPI-U,CUUR0000SAM,190.0666666666667,106.85833333333332,177.8678936286361,Medical care,local_reproduction,Local institutional reproduction costs,7.372187176348777,-61.86565367432652
1993,medical_care,BLS CPI-U,CUUR0000SAM,201.40833333333333,106.85833333333332,188.4816345628948,Medical care,local_reproduction,Local institutional reproduction costs,5.967204489652733,-59.59009924828123
1994,medical_care,BLS CPI-U,CUUR0000SAM,211.01666666666665,106.85833333333332,197.47329018170475,Medical care,local_reproduction,Local institutional reproduction costs,4.770573875625805,-57.66231507985341
1995,medical_care,BLS CPI-U,CUUR0000SAM,220.46666666666667,106.85833333333332,206.31677454573816,Medical care,local_reproduction,Local institutional reproduction costs,4.478319248084683,-55.76629838688104
1996,medical_care,BLS CPI-U,CUUR0000SAM,228.225,106.85833333333332,213.57716602979025,Medical care,local_reproduction,Local institutional reproduction costs,3.519050498941634,-54.20969208956422
1997,medical_care,BLS CPI-U,CUUR0000SAM,234.5833333333333,106.85833333333332,219.52741168213365,Medical care,local_reproduction,Local institutional reproduction costs,2.7859933545112403,-52.93397715416924
1998,medical_care,BLS CPI-U,CUUR0000SAM,242.13333333333333,106.85833333333332,226.5928409888482,Medical care,local_reproduction,Local institutional reproduction costs,3.2184724689165334,-51.41917016666221
1999,medical_care,BLS CPI-U,CUUR0000SAM,250.5833333333333,106.85833333333332,234.5005069016611,Medical care,local_reproduction,Local institutional reproduction costs,3.489812775330403,-49.72379016077687
2000,medical_care,BLS CPI-U,CUUR0000SAM,260.75,106.85833333333332,244.0146611557358,Medical care,local_reproduction,Local institutional reproduction costs,4.057199866977057,-47.68398384205881
2001,medical_care,BLS CPI-U,CUUR0000SAM,272.7583333333333,106.85833333333332,255.25228105747487,Medical care,local_reproduction,Local institutional reproduction costs,4.605305209332067,-45.274671624622144
2002,medical_care,BLS CPI-U,CUUR0000SAM,285.6,106.85833333333332,267.2697496685644,Medical care,local_reproduction,Local institutional reproduction costs,4.708074913690408,-42.69816216794627
2003,medical_care,BLS CPI-U,CUUR0000SAM,297.075,106.85833333333332,278.0082663963192,Medical care,local_reproduction,Local institutional reproduction costs,4.01785714285714,-40.39585618362269
2004,medical_care,BLS CPI-U,CUUR0000SAM,310.1333333333333,106.85833333333332,290.2284956718397,Medical care,local_reproduction,Local institutional reproduction costs,4.395635221184313,-37.775875444744656
2005,medical_care,BLS CPI-U,CUUR0000SAM,323.225,106.85833333333332,302.4799188957343,Medical care,local_reproduction,Local institutional reproduction costs,4.22130266552021,-35.14920681629705
2006,medical_care,BLS CPI-U,CUUR0000SAM,336.18333333333334,106.85833333333332,314.6065663261328,Medical care,local_reproduction,Local institutional reproduction costs,4.009075205610135,-32.549289746127705
2007,medical_care,BLS CPI-U,CUUR0000SAM,351.05358333333334,106.85833333333332,328.5224206503939,Medical care,local_reproduction,Local institutional reproduction costs,4.423256159833433,-29.565772049971915
2008,medical_care,BLS CPI-U,CUUR0000SAM,364.06483333333335,106.85833333333332,340.69858847383614,Medical care,local_reproduction,Local institutional reproduction costs,3.706343025032033,-26.95523795511089
2009,medical_care,BLS CPI-U,CUUR0000SAM,375.6132500000001,106.85833333333332,351.5058098728848,Medical care,local_reproduction,Local institutional reproduction costs,3.172076951495395,-24.638201894010315
2010,medical_care,BLS CPI-U,CUUR0000SAM,388.4356666666667,106.85833333333332,363.50526397878815,Medical care,local_reproduction,Local institutional reproduction costs,3.413728527059834,-22.065554693560905
2011,medical_care,BLS CPI-U,CUUR0000SAM,400.2575,106.85833333333332,374.5683537393746,Medical care,local_reproduction,Local institutional reproduction costs,3.0434469199961844,-19.69366121826598
2012,medical_care,BLS CPI-U,CUUR0000SAM,414.9239166666666,106.85833333333332,388.29345706932855,Medical care,local_reproduction,Local institutional reproduction costs,3.664245308749159,-16.751039966828085
2013,medical_care,BLS CPI-U,CUUR0000SAM,425.1345,106.85833333333332,397.8487093503861,Medical care,local_reproduction,Local institutional reproduction costs,2.4608326787622037,-14.702422353602095
2014,medical_care,BLS CPI-U,CUUR0000SAM,435.29225,106.85833333333332,407.3545192232707,Medical care,local_reproduction,Local institutional reproduction costs,2.3893026795049455,-12.664405045343907
2015,medical_care,BLS CPI-U,CUUR0000SAM,446.7520833333333,106.85833333333332,418.07884270451535,Medical care,local_reproduction,Local institutional reproduction costs,2.6326757100162856,-10.365142050774468
2016,medical_care,BLS CPI-U,CUUR0000SAM,463.6746666666667,106.85833333333332,433.9153084301646,Medical care,local_reproduction,Local institutional reproduction costs,3.7879136918779643,-6.969850993820403
2017,medical_care,BLS CPI-U,CUUR0000SAM,475.32183333333336,106.85833333333332,444.81494190127125,Medical care,local_reproduction,Local institutional reproduction costs,2.5119264656828566,-4.633002059869984
2018,medical_care,BLS CPI-U,CUUR0000SAM,484.7070000000001,106.85833333333332,453.5977540357172,Medical care,local_reproduction,Local institutional reproduction costs,1.9744867600232974,-2.7499933121104325
2019,medical_care,BLS CPI-U,CUUR0000SAM,498.41333333333336,106.85833333333332,466.4243936676286,Medical care,local_reproduction,Local institutional reproduction costs,2.827756424671679,0.0
2020,medical_care,BLS CPI-U,CUUR0000SAM,518.8755,106.85833333333332,485.5732667862436,Medical care,local_reproduction,Local institutional reproduction costs,4.105461330622506,4.105461330622506
2021,medical_care,BLS CPI-U,CUUR0000SAM,525.2764166666667,106.85833333333332,491.5633627076348,Medical care,local_reproduction,Local institutional reproduction costs,1.2336132013684553,5.389720044942603
2022,medical_care,BLS CPI-U,CUUR0000SAM,546.5535,106.85833333333332,511.4748498791234,Medical care,local_reproduction,Local institutional reproduction costs,4.0506450809946415,9.658683555817094
2023,medical_care,BLS CPI-U,CUUR0000SAM,549.0843333333333,106.85833333333332,513.8432504094206,Medical care,local_reproduction,Local institutional reproduction costs,0.46305317472736807,10.16646157138652
2024,medical_care,BLS CPI-U,CUUR0000SAM,563.841,106.85833333333332,527.6528113545972,Medical care,local_reproduction,Local institutional reproduction costs,2.687504590976597,13.127190283834022
2025,medical_care,BLS CPI-U,CUUR0000SAM,580.1018181818182,106.85833333333332,542.869985041084,Medical care,local_reproduction,Local institutional reproduction costs,2.8839368158431578,16.389706973158468
1984,new_vehicles,BLS CPI-U,CUUR0000SETA01,102.63333333333333,102.63333333333333,100.0,New vehicles,low_price_global,Low-price tradable/global goods,,-30.10247399557777
1985,new_vehicles,BLS CPI-U,CUUR0000SETA01,106.05,102.63333333333333,103.32900292302696,New vehicles,low_price_global,Low-price tradable/global goods,3.329002923026958,-27.775583311767026
1986,new_vehicles,BLS CPI-U,CUUR0000SETA01,110.6,102.63333333333333,107.76226047417994,New vehicles,low_price_global,Low-price tradable/global goods,4.290429042904287,-24.676845962106864
1987,new_vehicles,BLS CPI-U,CUUR0000SETA01,114.38333333333333,102.63333333333333,111.44852224748294,New vehicles,low_price_global,Low-price tradable/global goods,3.420735382760687,-22.100240180521325
1988,new_vehicles,BLS CPI-U,CUUR0000SETA01,116.51666666666668,102.63333333333333,113.5271191945437,New vehicles,low_price_global,Low-price tradable/global goods,1.8650735829812248,-20.6473523389224
1989,new_vehicles,BLS CPI-U,CUUR0000SETA01,119.15833333333336,102.63333333333333,116.10100682039626,New vehicles,low_price_global,Low-price tradable/global goods,2.2672006865970706,-18.848268566317504
1990,new_vehicles,BLS CPI-U,CUUR0000SETA01,121.4,102.63333333333333,118.2851575186749,New vehicles,low_price_global,Low-price tradable/global goods,1.8812504370934846,-17.321601264012433
1991,new_vehicles,BLS CPI-U,CUUR0000SETA01,125.98333333333332,102.63333333333333,122.75089314712568,New vehicles,low_price_global,Low-price tradable/global goods,3.7753981328940034,-14.200162541827288
1992,new_vehicles,BLS CPI-U,CUUR0000SETA01,129.20833333333334,102.63333333333333,125.89314712569018,New vehicles,low_price_global,Low-price tradable/global goods,2.559862415663461,-12.003804750035174
1993,new_vehicles,BLS CPI-U,CUUR0000SETA01,132.74166666666667,102.63333333333333,129.33582331925953,New vehicles,low_price_global,Low-price tradable/global goods,2.7346017413737655,-9.597459262386987
1994,new_vehicles,BLS CPI-U,CUUR0000SETA01,137.58333333333334,102.63333333333333,134.05326404676845,New vehicles,low_price_global,Low-price tradable/global goods,3.6474354950090992,-6.300084903133241
1995,new_vehicles,BLS CPI-U,CUUR0000SETA01,140.95000000000002,102.63333333333333,137.33354985384867,New vehicles,low_price_global,Low-price tradable/global goods,2.447001817080552,-4.007246278109966
1996,new_vehicles,BLS CPI-U,CUUR0000SETA01,143.66666666666666,102.63333333333333,139.9805131536213,New vehicles,low_price_global,Low-price tradable/global goods,1.9273974222537404,-2.1570844173238735
1997,new_vehicles,BLS CPI-U,CUUR0000SETA01,144.25,102.63333333333333,140.54887950633324,New vehicles,low_price_global,Low-price tradable/global goods,0.40603248259862834,-1.759810398136663
1998,new_vehicles,BLS CPI-U,CUUR0000SETA01,143.44166666666666,102.63333333333333,139.761286131861,New vehicles,low_price_global,Low-price tradable/global goods,-0.5603697284806475,-2.310318681867507
