source_page,url,text,url_lower,is_machine_readable,is_pdf
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/200-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/Request_for_Comments_Concerning_the_Extension_of_Particular_Exclusions_May_2020.pdf,Request for Comments Concerning the Extension of Particular Exclusions,https://ustr.gov/sites/default/files/enforcement/301investigations/request_for_comments_concerning_the_extension_of_particular_exclusions_may_2020.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/200-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/Request_for_Comments_Concerning_the_Extensions_of_Particular_Exclusions_May_2020.pdf,Request for Comments Concerning the Extension of Particular Exclusions,https://ustr.gov/sites/default/files/enforcement/301investigations/request_for_comments_concerning_the_extensions_of_particular_exclusions_may_2020.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/200-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/Notice_of_Extensions_for_Exclusions_Expiring_August__7_2020.pdf,Notice of Extensions for Exclusions Under the $200 Billion Action,https://ustr.gov/sites/default/files/enforcement/301investigations/notice_of_extensions_for_exclusions_expiring_august__7_2020.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/200-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/Notice_of_Product_Exclusion_%20Extension_%20Amendment_Sept_16.pdf,Notice of Product Exclusion Extension Amendment,https://ustr.gov/sites/default/files/enforcement/301investigations/notice_of_product_exclusion_%20extension_%20amendment_sept_16.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/200-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/%24200_Billion_Exclusion_Extensions_Amendment_October_2020.pdf,Notice of Product Exclusion Extension Amendments,https://ustr.gov/sites/default/files/enforcement/301investigations/%24200_billion_exclusion_extensions_amendment_october_2020.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/84_FR_22564.pdf,Request for Comments Concerning Proposed Modification of Action,https://ustr.gov/sites/default/files/enforcement/301investigations/84_fr_22564.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/Notice_of_Modification_%28List_4A_and_List_4B%29.pdf,Notice of Modification (List 4),https://ustr.gov/sites/default/files/enforcement/301investigations/notice_of_modification_%28list_4a_and_list_4b%29.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/Notice_of_Modification%E2%80%93August_2019.pdf,Notice of Modification,https://ustr.gov/sites/default/files/enforcement/301investigations/notice_of_modification%e2%80%93august_2019.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/Procedures_for_Requests_to_Exclude_Particular_Products_from_the_August_2019_Action.pdf,Exclusion Request Procedures,https://ustr.gov/sites/default/files/enforcement/301investigations/procedures_for_requests_to_exclude_particular_products_from_the_august_2019_action.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/Notice_of_Modification%E2%80%93December_2019.pdf,Notice of Modification,https://ustr.gov/sites/default/files/enforcement/301investigations/notice_of_modification%e2%80%93december_2019.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/Notice_of_Modification-January_2020.pdf,Notice of Modification,https://ustr.gov/sites/default/files/enforcement/301investigations/notice_of_modification-january_2020.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/%24300_Billion_Trade_Action_Exclusion_Process_FAQs.pdf,FAQs,https://ustr.gov/sites/default/files/enforcement/301investigations/%24300_billion_trade_action_exclusion_process_faqs.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/%24300_Billion_Exclusions_Granted_March.pdf,"Exclusions Granted March 10, 2020",https://ustr.gov/sites/default/files/enforcement/301investigations/%24300_billion_exclusions_granted_march.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/%24300_Billion_Exclusions_Granted_March_2020.pdf,"Exclusions Granted March 17, 2020",https://ustr.gov/sites/default/files/enforcement/301investigations/%24300_billion_exclusions_granted_march_2020.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/%24300_Billion_Exclusions_Granted_March_25_2020.pdf,"Exclusions Granted March 31, 2020",https://ustr.gov/sites/default/files/enforcement/301investigations/%24300_billion_exclusions_granted_march_25_2020.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/%24300_Billion_Exclusions_Granted_May.pdf,"Exclusions Granted May 13, 2020",https://ustr.gov/sites/default/files/enforcement/301investigations/%24300_billion_exclusions_granted_may.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/Amendments_to_Exclusions_May_2020.pdf,"Amendments to Exclusions May 26, 2020",https://ustr.gov/sites/default/files/enforcement/301investigations/amendments_to_exclusions_may_2020.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/%24300_Billion_Exclusions_Granted_June.pdf,"Exclusions Granted June 8, 2020",https://ustr.gov/sites/default/files/enforcement/301investigations/%24300_billion_exclusions_granted_june.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/%24300_Billion_Exclusions_Granted_July.pdf,"Exclusions Granted July 7, 2020",https://ustr.gov/sites/default/files/enforcement/301investigations/%24300_billion_exclusions_granted_july.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/%24300_Billion_Exclusions_Granted_July_20_2020.pdf,"Exclusions Granted July 20, 2020",https://ustr.gov/sites/default/files/enforcement/301investigations/%24300_billion_exclusions_granted_july_20_2020.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/%24300_Billion_Exclusions_Granted_August_2020.pdf,"Exclusions Granted August 5, 2020",https://ustr.gov/sites/default/files/enforcement/301investigations/%24300_billion_exclusions_granted_august_2020.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/%24300_Billion_Exclusion_Amendment_October_2020_0.pdf,"Amendment to Exclusion Granted October 7, 2020",https://ustr.gov/sites/default/files/enforcement/301investigations/%24300_billion_exclusion_amendment_october_2020_0.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/%24300B_Exclusion_Extension_Request_Procedures_FRN_June_23_2020.pdf,Request for Comments Concerning the Extension of Particular Exclusions,https://ustr.gov/sites/default/files/enforcement/301investigations/%24300b_exclusion_extension_request_procedures_frn_june_23_2020.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/%24300_Billion_Request_For_Comments_Concerning_The_Extension_of_Particular_Exclusions_July_2020.pdf,Request for Comments Concerning the Extension of Particular Exclusions,https://ustr.gov/sites/default/files/enforcement/301investigations/%24300_billion_request_for_comments_concerning_the_extension_of_particular_exclusions_july_2020.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/%24300_Billion_Request_For_Comments_Concerning_The_Extension_of_Particular_Exclusions_August_2020.pdf,Request for Comments Concerning the Extension of Particular Exclusions,https://ustr.gov/sites/default/files/enforcement/301investigations/%24300_billion_request_for_comments_concerning_the_extension_of_particular_exclusions_august_2020.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/%24300_Billion_Exclusion_Extensions_August_2020.pdf,Notice of Extensions for Exclusions Under the $300 Billion Action,https://ustr.gov/sites/default/files/enforcement/301investigations/%24300_billion_exclusion_extensions_august_2020.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china/300-billion-trade-action,https://ustr.gov/sites/default/files/enforcement/301Investigations/%24300_Billion_Exclusion_Extensions_Amendment_October_2020.pdf,Notice of Product Exclusion Extension Amendment,https://ustr.gov/sites/default/files/enforcement/301investigations/%24300_billion_exclusion_extensions_amendment_october_2020.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://www.govinfo.gov/content/pkg/FR-2026-05-06/pdf/2026-08806.pdf,Initiation of Second Four-Year Review Process,https://www.govinfo.gov/content/pkg/fr-2026-05-06/pdf/2026-08806.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/301/2022-09688.pdf,Initiation of Four-Year Review Process,https://ustr.gov/sites/default/files/301/2022-09688.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/2022-09/2022-19365.pdf,Continuation of Actions,https://ustr.gov/sites/default/files/2022-09/2022-19365.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/2022-10/Request%20for%20comments%20in%20four-year%20review%20of%20actions%20.pdf,Request for Comments in Four-Year Review of Actions Taken in the Section 301 Investigation,https://ustr.gov/sites/default/files/2022-10/request%20for%20comments%20in%20four-year%20review%20of%20actions%20.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/enforcement/301Investigations/REVISED%20Four-Year%20Review%20Docket%20Preview%20of%20Questions%2012.6.22%20(rev).pdf,Preview of Questions for Four-Year Review Docket Opening,https://ustr.gov/sites/default/files/enforcement/301investigations/revised%20four-year%20review%20docket%20preview%20of%20questions%2012.6.22%20(rev).pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/2023-01/FAQs%20For%20Request%20for%20Comments%20on%20Four%20Year%20Review%201.09.2023.pdf,Four-Year Review FAQ,https://ustr.gov/sites/default/files/2023-01/faqs%20for%20request%20for%20comments%20on%20four%20year%20review%201.09.2023.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/05.14.2024%20Four%20Year%20Review%20of%20China%20Tech%20Transfer%20Section%20301%20(Final)_0.pdf,"Four-Year Review of Actions Taken in the Section 301 Investigation: China’s Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation",https://ustr.gov/sites/default/files/05.14.2024%20four%20year%20review%20of%20china%20tech%20transfer%20section%20301%20(final)_0.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/05.13.2024%20Executive%20Summary%20of%20Four%20Year%20Review%20of%20China%20Tech%20Transfer%20Section%20301%20(Final)_0.pdf,Executive Summary (English),https://ustr.gov/sites/default/files/05.13.2024%20executive%20summary%20of%20four%20year%20review%20of%20china%20tech%20transfer%20section%20301%20(final)_0.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/2024.05.22_CHI-FINAL_Executive%20Summary%204YR_0_0.pdf,Mandarin,https://ustr.gov/sites/default/files/2024.05.22_chi-final_executive%20summary%204yr_0_0.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/2024.05.17_FRE-FINAL_Executive%20Summary%20of%20Four%20Year%20Review_0.pdf,French,https://ustr.gov/sites/default/files/2024.05.17_fre-final_executive%20summary%20of%20four%20year%20review_0.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/2024.05.17_GER-FINAL_Executive%20Summary%20of%20Four%20Year%20Review_0.pdf,German,https://ustr.gov/sites/default/files/2024.05.17_ger-final_executive%20summary%20of%20four%20year%20review_0.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/2024.05.17_ITA-FINAL_Executive%20Summary%20of%20Four%20Year%20Review_0.pdf,Italian,https://ustr.gov/sites/default/files/2024.05.17_ita-final_executive%20summary%20of%20four%20year%20review_0.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/2024.05.17_JAP-FINAL_Executive%20Summary%20of%20Four%20Year%20Review_0.pdf,Japanese,https://ustr.gov/sites/default/files/2024.05.17_jap-final_executive%20summary%20of%20four%20year%20review_0.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/2024.05.17_SPA-FINAL_Executive%20Summary%20of%20Four%20Year%20Review_0.pdf,Spanish,https://ustr.gov/sites/default/files/2024.05.17_spa-final_executive%20summary%20of%20four%20year%20review_0.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/89%20FR%2046252%20(May%2028%202024).pdf,Federal Register Notice on Section 301 Proposed Tariff Modifications and Machinery Exclusion Process,https://ustr.gov/sites/default/files/89%20fr%2046252%20(may%2028%202024).pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/Preview%20of%20Questions%20for%20Proposed%20Modifications%20to%20Section%20301%20Action%20%20Proposed%20Exclusion%20Process%20Docket%20FINAL%2005242024.pdf,Docket Questions: Proposed Modifications to Section 301 Action Proposed Exclusion Process,https://ustr.gov/sites/default/files/preview%20of%20questions%20for%20proposed%20modifications%20to%20section%20301%20action%20%20proposed%20exclusion%20process%20docket%20final%2005242024.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/89%20FR%2047198.pdf,Agency Information Collection Activities; Request for Comments,https://ustr.gov/sites/default/files/89%20fr%2047198.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/89%20FR%2066484.pdf,Agency Information Collection Activities; Request for the Office of Management and Budget To Approve Renewal of the Collection of Information Titled ‘301 Exclusion Requests’,https://ustr.gov/sites/default/files/89%20fr%2066484.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/89%20FR%2076581%20(September%2018%2C%202024).pdf,Notice of Final Modifications,https://ustr.gov/sites/default/files/89%20fr%2076581%20(september%2018%2c%202024).pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/89%20FR%2077958%20(September%2024%2C%202024).pdf,Additional Request for Comments on Section 301 Proposed Tariff Modifications,https://ustr.gov/sites/default/files/89%20fr%2077958%20(september%2024%2c%202024).pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/Section%20301%20Tungsten.pdf,Notice of Modification of Actions,https://ustr.gov/sites/default/files/section%20301%20tungsten.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/files/Issue_Areas/Enforcement/Section%20301/90%20FR%2023987.pdf,"Notice of Product Exclusion Extensions: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation",https://ustr.gov/sites/default/files/files/issue_areas/enforcement/section%20301/90%20fr%2023987.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://www.govinfo.gov/content/pkg/FR-2025-09-02/pdf/2025-16733.pdf,"Notice of Product Exclusion Extensions: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation",https://www.govinfo.gov/content/pkg/fr-2025-09-02/pdf/2025-16733.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/files/Issue_Areas/Enforcement/Section%20301/Index%20of%20Exclusions%20for%20Possible%20Extension%20Beyond%20November%2029%20FINAL_0.pdf,"List of Exclusions Extended Through November 29, 2025",https://ustr.gov/sites/default/files/files/issue_areas/enforcement/section%20301/index%20of%20exclusions%20for%20possible%20extension%20beyond%20november%2029%20final_0.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/files/Issue_Areas/Enforcement/Section%20301/FRN%20for%20Section%20301%20Investigation.pdf,Request for Comments on Whether Particular Exclusions Warrant Further Extension,https://ustr.gov/sites/default/files/files/issue_areas/enforcement/section%20301/frn%20for%20section%20301%20investigation.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://www.govinfo.gov/content/pkg/FR-2025-12-01/pdf/2025-21671.pdf,"Notice of Product Exclusion Extensions through November 9, 2026",https://www.govinfo.gov/content/pkg/fr-2025-12-01/pdf/2025-21671.pdf,0,1
https://ustr.gov/issue-areas/enforcement/section-301-investigations/section-301-china-technology-transfer/china-section-301-tariff-actions-and-exclusion-process/four-year-review,https://ustr.gov/sites/default/files/05.14.2024%20Four%20Year%20Review%20of%20China%20Tech%20Transfer%20Section%20301%20(Final).pdf,,https://ustr.gov/sites/default/files/05.14.2024%20four%20year%20review%20of%20china%20tech%20transfer%20section%20301%20(final).pdf,0,1
