list_id,hts8,year,active_301_rate
list3,2620.60.10,2020,0.25
list3,2620.60.10,2021,0.25
list3,2620.60.10,2022,0.25
list3,2620.60.10,2023,0.25
list3,2620.60.10,2024,0.25
list3,2620.60.10,2025,0.25
list3,2620.60.90,2016,0.0
list3,2620.60.90,2017,0.0
list3,2620.60.90,2018,0.03333333333333333
list3,2620.60.90,2019,0.19999999999999998
list3,2620.60.90,2020,0.25
list3,2620.60.90,2021,0.25
list3,2620.60.90,2022,0.25
list3,2620.60.90,2023,0.25
list3,2620.60.90,2024,0.25
list3,2620.60.90,2025,0.25
list3,2620.91.00,2016,0.0
list3,2620.91.00,2017,0.0
list3,2620.91.00,2018,0.03333333333333333
list3,2620.91.00,2019,0.19999999999999998
list3,2620.91.00,2020,0.25
list3,2620.91.00,2021,0.25
list3,2620.91.00,2022,0.25
list3,2620.91.00,2023,0.25
list3,2620.91.00,2024,0.25
list3,2620.91.00,2025,0.25
list3,2620.99.10,2016,0.0
list3,2620.99.10,2017,0.0
list3,2620.99.10,2018,0.03333333333333333
list3,2620.99.10,2019,0.19999999999999998
list3,2620.99.10,2020,0.25
list3,2620.99.10,2021,0.25
list3,2620.99.10,2022,0.25
list3,2620.99.10,2023,0.25
list3,2620.99.10,2024,0.25
list3,2620.99.10,2025,0.25
list3,2620.99.20,2016,0.0
list3,2620.99.20,2017,0.0
list3,2620.99.20,2018,0.03333333333333333
list3,2620.99.20,2019,0.19999999999999998
list3,2620.99.20,2020,0.25
list3,2620.99.20,2021,0.25
list3,2620.99.20,2022,0.25
list3,2620.99.20,2023,0.25
list3,2620.99.20,2024,0.25
list3,2620.99.20,2025,0.25
list3,2620.99.30,2016,0.0
list3,2620.99.30,2017,0.0
list3,2620.99.30,2018,0.03333333333333333
list3,2620.99.30,2019,0.19999999999999998
list3,2620.99.30,2020,0.25
list3,2620.99.30,2021,0.25
list3,2620.99.30,2022,0.25
list3,2620.99.30,2023,0.25
list3,2620.99.30,2024,0.25
list3,2620.99.30,2025,0.25
list3,2620.99.50,2016,0.0
list3,2620.99.50,2017,0.0
list3,2620.99.50,2018,0.03333333333333333
list3,2620.99.50,2019,0.19999999999999998
list3,2620.99.50,2020,0.25
list3,2620.99.50,2021,0.25
list3,2620.99.50,2022,0.25
list3,2620.99.50,2023,0.25
list3,2620.99.50,2024,0.25
list3,2620.99.50,2025,0.25
list3,2620.99.75,2016,0.0
list3,2620.99.75,2017,0.0
list3,2620.99.75,2018,0.03333333333333333
list3,2620.99.75,2019,0.19999999999999998
list3,2620.99.75,2020,0.25
list3,2620.99.75,2021,0.25
list3,2620.99.75,2022,0.25
list3,2620.99.75,2023,0.25
list3,2620.99.75,2024,0.25
list3,2620.99.75,2025,0.25
list3,2620.99.85,2016,0.0
list3,2620.99.85,2017,0.0
list3,2620.99.85,2018,0.03333333333333333
list3,2620.99.85,2019,0.19999999999999998
list3,2620.99.85,2020,0.25
list3,2620.99.85,2021,0.25
list3,2620.99.85,2022,0.25
list3,2620.99.85,2023,0.25
list3,2620.99.85,2024,0.25
list3,2620.99.85,2025,0.25
list3,2621.90.00,2016,0.0
list3,2621.90.00,2017,0.0
list3,2621.90.00,2018,0.03333333333333333
list3,2621.90.00,2019,0.19999999999999998
list3,2621.90.00,2020,0.25
list3,2621.90.00,2021,0.25
list3,2621.90.00,2022,0.25
list3,2621.90.00,2023,0.25
list3,2621.90.00,2024,0.25
list3,2621.90.00,2025,0.25
list3,2701.11.00,2016,0.0
list3,2701.11.00,2017,0.0
list3,2701.11.00,2018,0.03333333333333333
list3,2701.11.00,2019,0.19999999999999998
list3,2701.11.00,2020,0.25
list3,2701.11.00,2021,0.25
list3,2701.11.00,2022,0.25
list3,2701.11.00,2023,0.25
list3,2701.11.00,2024,0.25
list3,2701.11.00,2025,0.25
list3,2701.12.00,2016,0.0
list3,2701.12.00,2017,0.0
list3,2701.12.00,2018,0.03333333333333333
list3,2701.12.00,2019,0.19999999999999998
list3,2701.12.00,2020,0.25
list3,2701.12.00,2021,0.25
list3,2701.12.00,2022,0.25
list3,2701.12.00,2023,0.25
list3,2701.12.00,2024,0.25
list3,2701.12.00,2025,0.25
list3,2701.19.00,2016,0.0
list3,2701.19.00,2017,0.0
list3,2701.19.00,2018,0.03333333333333333
list3,2701.19.00,2019,0.19999999999999998
list3,2701.19.00,2020,0.25
list3,2701.19.00,2021,0.25
list3,2701.19.00,2022,0.25
list3,2701.19.00,2023,0.25
list3,2701.19.00,2024,0.25
list3,2701.19.00,2025,0.25
list3,2701.20.00,2016,0.0
list3,2701.20.00,2017,0.0
list3,2701.20.00,2018,0.03333333333333333
list3,2701.20.00,2019,0.19999999999999998
list3,2701.20.00,2020,0.25
list3,2701.20.00,2021,0.25
list3,2701.20.00,2022,0.25
list3,2701.20.00,2023,0.25
list3,2701.20.00,2024,0.25
list3,2701.20.00,2025,0.25
list3,2702.10.00,2016,0.0
list3,2702.10.00,2017,0.0
list3,2702.10.00,2018,0.03333333333333333
list3,2702.10.00,2019,0.19999999999999998
list3,2702.10.00,2020,0.25
list3,2702.10.00,2021,0.25
list3,2702.10.00,2022,0.25
list3,2702.10.00,2023,0.25
list3,2702.10.00,2024,0.25
list3,2702.10.00,2025,0.25
list3,2702.20.00,2016,0.0
list3,2702.20.00,2017,0.0
list3,2702.20.00,2018,0.03333333333333333
list3,2702.20.00,2019,0.19999999999999998
list3,2702.20.00,2020,0.25
list3,2702.20.00,2021,0.25
list3,2702.20.00,2022,0.25
list3,2702.20.00,2023,0.25
list3,2702.20.00,2024,0.25
list3,2702.20.00,2025,0.25
list3,2703.00.00,2016,0.0
list3,2703.00.00,2017,0.0
list3,2703.00.00,2018,0.03333333333333333
list3,2703.00.00,2019,0.19999999999999998
list3,2703.00.00,2020,0.25
list3,2703.00.00,2021,0.25
list3,2703.00.00,2022,0.25
list3,2703.00.00,2023,0.25
list3,2703.00.00,2024,0.25
list3,2703.00.00,2025,0.25
list3,2705.00.00,2016,0.0
list3,2705.00.00,2017,0.0
list3,2705.00.00,2018,0.03333333333333333
list3,2705.00.00,2019,0.19999999999999998
list3,2705.00.00,2020,0.25
list3,2705.00.00,2021,0.25
list3,2705.00.00,2022,0.25
list3,2705.00.00,2023,0.25
list3,2705.00.00,2024,0.25
list3,2705.00.00,2025,0.25
list3,2706.00.00,2016,0.0
list3,2706.00.00,2017,0.0
list3,2706.00.00,2018,0.03333333333333333
list3,2706.00.00,2019,0.19999999999999998
list3,2706.00.00,2020,0.25
list3,2706.00.00,2021,0.25
list3,2706.00.00,2022,0.25
list3,2706.00.00,2023,0.25
list3,2706.00.00,2024,0.25
list3,2706.00.00,2025,0.25
list3,2707.10.00,2016,0.0
list3,2707.10.00,2017,0.0
list3,2707.10.00,2018,0.03333333333333333
list3,2707.10.00,2019,0.19999999999999998
list3,2707.10.00,2020,0.25
list3,2707.10.00,2021,0.25
list3,2707.10.00,2022,0.25
list3,2707.10.00,2023,0.25
list3,2707.10.00,2024,0.25
list3,2707.10.00,2025,0.25
list3,2707.20.00,2016,0.0
list3,2707.20.00,2017,0.0
list3,2707.20.00,2018,0.03333333333333333
list3,2707.20.00,2019,0.19999999999999998
list3,2707.20.00,2020,0.25
list3,2707.20.00,2021,0.25
list3,2707.20.00,2022,0.25
list3,2707.20.00,2023,0.25
list3,2707.20.00,2024,0.25
list3,2707.20.00,2025,0.25
list3,2707.30.00,2016,0.0
list3,2707.30.00,2017,0.0
list3,2707.30.00,2018,0.03333333333333333
list3,2707.30.00,2019,0.19999999999999998
list3,2707.30.00,2020,0.25
list3,2707.30.00,2021,0.25
list3,2707.30.00,2022,0.25
list3,2707.30.00,2023,0.25
list3,2707.30.00,2024,0.25
list3,2707.30.00,2025,0.25
list3,2707.40.00,2016,0.0
list3,2707.40.00,2017,0.0
list3,2707.40.00,2018,0.03333333333333333
list3,2707.40.00,2019,0.19999999999999998
list3,2707.40.00,2020,0.25
list3,2707.40.00,2021,0.25
list3,2707.40.00,2022,0.25
list3,2707.40.00,2023,0.25
list3,2707.40.00,2024,0.25
list3,2707.40.00,2025,0.25
list3,2707.50.00,2016,0.0
list3,2707.50.00,2017,0.0
list3,2707.50.00,2018,0.03333333333333333
list3,2707.50.00,2019,0.19999999999999998
list3,2707.50.00,2020,0.25
list3,2707.50.00,2021,0.25
list3,2707.50.00,2022,0.25
list3,2707.50.00,2023,0.25
list3,2707.50.00,2024,0.25
list3,2707.50.00,2025,0.25
list3,2707.91.00,2016,0.0
list3,2707.91.00,2017,0.0
list3,2707.91.00,2018,0.03333333333333333
list3,2707.91.00,2019,0.19999999999999998
list3,2707.91.00,2020,0.25
list3,2707.91.00,2021,0.25
list3,2707.91.00,2022,0.25
list3,2707.91.00,2023,0.25
list3,2707.91.00,2024,0.25
list3,2707.91.00,2025,0.25
list3,2707.99.10,2016,0.0
list3,2707.99.10,2017,0.0
list3,2707.99.10,2018,0.03333333333333333
list3,2707.99.10,2019,0.19999999999999998
list3,2707.99.10,2020,0.25
list3,2707.99.10,2021,0.25
list3,2707.99.10,2022,0.25
list3,2707.99.10,2023,0.25
list3,2707.99.10,2024,0.25
list3,2707.99.10,2025,0.25
list3,2707.99.20,2016,0.0
list3,2707.99.20,2017,0.0
list3,2707.99.20,2018,0.03333333333333333
list3,2707.99.20,2019,0.19999999999999998
list3,2707.99.20,2020,0.25
list3,2707.99.20,2021,0.25
list3,2707.99.20,2022,0.25
list3,2707.99.20,2023,0.25
list3,2707.99.20,2024,0.25
list3,2707.99.20,2025,0.25
list3,2707.99.40,2016,0.0
list3,2707.99.40,2017,0.0
list3,2707.99.40,2018,0.03333333333333333
list3,2707.99.40,2019,0.19999999999999998
list3,2707.99.40,2020,0.25
list3,2707.99.40,2021,0.25
list3,2707.99.40,2022,0.25
list3,2707.99.40,2023,0.25
list3,2707.99.40,2024,0.25
list3,2707.99.40,2025,0.25
list3,2707.99.55,2016,0.0
list3,2707.99.55,2017,0.0
list3,2707.99.55,2018,0.03333333333333333
list3,2707.99.55,2019,0.19999999999999998
list3,2707.99.55,2020,0.25
list3,2707.99.55,2021,0.25
list3,2707.99.55,2022,0.25
list3,2707.99.55,2023,0.25
list3,2707.99.55,2024,0.25
list3,2707.99.55,2025,0.25
list3,2707.99.59,2016,0.0
list3,2707.99.59,2017,0.0
list3,2707.99.59,2018,0.03333333333333333
list3,2707.99.59,2019,0.19999999999999998
list3,2707.99.59,2020,0.25
list3,2707.99.59,2021,0.25
list3,2707.99.59,2022,0.25
list3,2707.99.59,2023,0.25
list3,2707.99.59,2024,0.25
list3,2707.99.59,2025,0.25
list3,2707.99.90,2016,0.0
list3,2707.99.90,2017,0.0
list3,2707.99.90,2018,0.03333333333333333
list3,2707.99.90,2019,0.19999999999999998
list3,2707.99.90,2020,0.25
list3,2707.99.90,2021,0.25
list3,2707.99.90,2022,0.25
list3,2707.99.90,2023,0.25
list3,2707.99.90,2024,0.25
list3,2707.99.90,2025,0.25
list3,2708.10.00,2016,0.0
list3,2708.10.00,2017,0.0
list3,2708.10.00,2018,0.03333333333333333
list3,2708.10.00,2019,0.19999999999999998
list3,2708.10.00,2020,0.25
list3,2708.10.00,2021,0.25
list3,2708.10.00,2022,0.25
list3,2708.10.00,2023,0.25
list3,2708.10.00,2024,0.25
list3,2708.10.00,2025,0.25
list3,2708.20.00,2016,0.0
list3,2708.20.00,2017,0.0
list3,2708.20.00,2018,0.03333333333333333
list3,2708.20.00,2019,0.19999999999999998
list3,2708.20.00,2020,0.25
list3,2708.20.00,2021,0.25
list3,2708.20.00,2022,0.25
list3,2708.20.00,2023,0.25
list3,2708.20.00,2024,0.25
list3,2708.20.00,2025,0.25
list3,2709.00.10,2016,0.0
list3,2709.00.10,2017,0.0
list3,2709.00.10,2018,0.03333333333333333
list3,2709.00.10,2019,0.19999999999999998
list3,2709.00.10,2020,0.25
list3,2709.00.10,2021,0.25
list3,2709.00.10,2022,0.25
list3,2709.00.10,2023,0.25
list3,2709.00.10,2024,0.25
list3,2709.00.10,2025,0.25
list3,2709.00.20,2016,0.0
list3,2709.00.20,2017,0.0
list3,2709.00.20,2018,0.03333333333333333
list3,2709.00.20,2019,0.19999999999999998
list3,2709.00.20,2020,0.25
list3,2709.00.20,2021,0.25
list3,2709.00.20,2022,0.25
list3,2709.00.20,2023,0.25
list3,2709.00.20,2024,0.25
list3,2709.00.20,2025,0.25
list3,2710.12.15,2016,0.0
list3,2710.12.15,2017,0.0
list3,2710.12.15,2018,0.03333333333333333
list3,2710.12.15,2019,0.19999999999999998
list3,2710.12.15,2020,0.25
list3,2710.12.15,2021,0.25
list3,2710.12.15,2022,0.25
list3,2710.12.15,2023,0.25
list3,2710.12.15,2024,0.25
list3,2710.12.15,2025,0.25
list3,2710.12.18,2016,0.0
list3,2710.12.18,2017,0.0
list3,2710.12.18,2018,0.03333333333333333
list3,2710.12.18,2019,0.19999999999999998
list3,2710.12.18,2020,0.25
list3,2710.12.18,2021,0.25
list3,2710.12.18,2022,0.25
list3,2710.12.18,2023,0.25
list3,2710.12.18,2024,0.25
list3,2710.12.18,2025,0.25
list3,2710.12.25,2016,0.0
list3,2710.12.25,2017,0.0
list3,2710.12.25,2018,0.03333333333333333
list3,2710.12.25,2019,0.19999999999999998
list3,2710.12.25,2020,0.25
list3,2710.12.25,2021,0.25
list3,2710.12.25,2022,0.25
list3,2710.12.25,2023,0.25
list3,2710.12.25,2024,0.25
list3,2710.12.25,2025,0.25
list3,2710.12.45,2016,0.0
list3,2710.12.45,2017,0.0
list3,2710.12.45,2018,0.03333333333333333
list3,2710.12.45,2019,0.19999999999999998
list3,2710.12.45,2020,0.25
list3,2710.12.45,2021,0.25
list3,2710.12.45,2022,0.25
list3,2710.12.45,2023,0.25
list3,2710.12.45,2024,0.25
list3,2710.12.45,2025,0.25
list3,2710.12.90,2016,0.0
list3,2710.12.90,2017,0.0
list3,2710.12.90,2018,0.03333333333333333
list3,2710.12.90,2019,0.19999999999999998
list3,2710.12.90,2020,0.25
list3,2710.12.90,2021,0.25
list3,2710.12.90,2022,0.25
list3,2710.12.90,2023,0.25
list3,2710.12.90,2024,0.25
list3,2710.12.90,2025,0.25
list3,2710.19.06,2016,0.0
list3,2710.19.06,2017,0.0
list3,2710.19.06,2018,0.03333333333333333
list3,2710.19.06,2019,0.19999999999999998
list3,2710.19.06,2020,0.25
list3,2710.19.06,2021,0.25
list3,2710.19.06,2022,0.25
list3,2710.19.06,2023,0.25
list3,2710.19.06,2024,0.25
list3,2710.19.06,2025,0.25
list3,2710.19.11,2016,0.0
list3,2710.19.11,2017,0.0
list3,2710.19.11,2018,0.03333333333333333
list3,2710.19.11,2019,0.19999999999999998
list3,2710.19.11,2020,0.25
list3,2710.19.11,2021,0.25
list3,2710.19.11,2022,0.25
list3,2710.19.11,2023,0.25
list3,2710.19.11,2024,0.25
list3,2710.19.11,2025,0.25
list3,2710.19.16,2016,0.0
list3,2710.19.16,2017,0.0
list3,2710.19.16,2018,0.03333333333333333
list3,2710.19.16,2019,0.19999999999999998
list3,2710.19.16,2020,0.25
list3,2710.19.16,2021,0.25
list3,2710.19.16,2022,0.25
list3,2710.19.16,2023,0.25
list3,2710.19.16,2024,0.25
list3,2710.19.16,2025,0.25
list3,2710.19.24,2016,0.0
list3,2710.19.24,2017,0.0
list3,2710.19.24,2018,0.03333333333333333
list3,2710.19.24,2019,0.19999999999999998
list3,2710.19.24,2020,0.25
list3,2710.19.24,2021,0.25
list3,2710.19.24,2022,0.25
list3,2710.19.24,2023,0.25
list3,2710.19.24,2024,0.25
list3,2710.19.24,2025,0.25
list3,2710.19.25,2016,0.0
list3,2710.19.25,2017,0.0
list3,2710.19.25,2018,0.03333333333333333
list3,2710.19.25,2019,0.19999999999999998
list3,2710.19.25,2020,0.25
list3,2710.19.25,2021,0.25
list3,2710.19.25,2022,0.25
list3,2710.19.25,2023,0.25
list3,2710.19.25,2024,0.25
list3,2710.19.25,2025,0.25
list3,2710.19.26,2016,0.0
list3,2710.19.26,2017,0.0
list3,2710.19.26,2018,0.03333333333333333
list3,2710.19.26,2019,0.19999999999999998
list3,2710.19.26,2020,0.25
list3,2710.19.26,2021,0.25
list3,2710.19.26,2022,0.25
list3,2710.19.26,2023,0.25
list3,2710.19.26,2024,0.25
list3,2710.19.26,2025,0.25
list3,2710.19.45,2016,0.0
list3,2710.19.45,2017,0.0
list3,2710.19.45,2018,0.03333333333333333
list3,2710.19.45,2019,0.19999999999999998
list3,2710.19.45,2020,0.25
list3,2710.19.45,2021,0.25
list3,2710.19.45,2022,0.25
list3,2710.19.45,2023,0.25
list3,2710.19.45,2024,0.25
list3,2710.19.45,2025,0.25
list3,2710.19.90,2016,0.0
list3,2710.19.90,2017,0.0
list3,2710.19.90,2018,0.03333333333333333
list3,2710.19.90,2019,0.19999999999999998
list3,2710.19.90,2020,0.25
list3,2710.19.90,2021,0.25
list3,2710.19.90,2022,0.25
list3,2710.19.90,2023,0.25
list3,2710.19.90,2024,0.25
list3,2710.19.90,2025,0.25
list3,2710.20.05,2016,0.0
list3,2710.20.05,2017,0.0
list3,2710.20.05,2018,0.03333333333333333
list3,2710.20.05,2019,0.19999999999999998
list3,2710.20.05,2020,0.25
list3,2710.20.05,2021,0.25
list3,2710.20.05,2022,0.25
list3,2710.20.05,2023,0.25
list3,2710.20.05,2024,0.25
list3,2710.20.05,2025,0.25
list3,2710.20.10,2016,0.0
list3,2710.20.10,2017,0.0
list3,2710.20.10,2018,0.03333333333333333
list3,2710.20.10,2019,0.19999999999999998
list3,2710.20.10,2020,0.25
list3,2710.20.10,2021,0.25
list3,2710.20.10,2022,0.25
list3,2710.20.10,2023,0.25
list3,2710.20.10,2024,0.25
list3,2710.20.10,2025,0.25
list3,2710.20.15,2016,0.0
list3,2710.20.15,2017,0.0
list3,2710.20.15,2018,0.03333333333333333
list3,2710.20.15,2019,0.19999999999999998
list3,2710.20.15,2020,0.25
list3,2710.20.15,2021,0.25
list3,2710.20.15,2022,0.25
list3,2710.20.15,2023,0.25
list3,2710.20.15,2024,0.25
list3,2710.20.15,2025,0.25
list3,2710.20.25,2016,0.0
list3,2710.20.25,2017,0.0
list3,2710.20.25,2018,0.03333333333333333
list3,2710.20.25,2019,0.19999999999999998
list3,2710.20.25,2020,0.25
list3,2710.20.25,2021,0.25
list3,2710.20.25,2022,0.25
list3,2710.20.25,2023,0.25
list3,2710.20.25,2024,0.25
list3,2710.20.25,2025,0.25
list3,2711.11.00,2016,0.0
list3,2711.11.00,2017,0.0
list3,2711.11.00,2018,0.03333333333333333
list3,2711.11.00,2019,0.19999999999999998
list3,2711.11.00,2020,0.25
list3,2711.11.00,2021,0.25
list3,2711.11.00,2022,0.25
list3,2711.11.00,2023,0.25
list3,2711.11.00,2024,0.25
list3,2711.11.00,2025,0.25
list3,2711.12.00,2016,0.0
list3,2711.12.00,2017,0.0
list3,2711.12.00,2018,0.03333333333333333
list3,2711.12.00,2019,0.19999999999999998
list3,2711.12.00,2020,0.25
list3,2711.12.00,2021,0.25
list3,2711.12.00,2022,0.25
list3,2711.12.00,2023,0.25
list3,2711.12.00,2024,0.25
list3,2711.12.00,2025,0.25
list3,2711.13.00,2016,0.0
list3,2711.13.00,2017,0.0
list3,2711.13.00,2018,0.03333333333333333
list3,2711.13.00,2019,0.19999999999999998
list3,2711.13.00,2020,0.25
list3,2711.13.00,2021,0.25
list3,2711.13.00,2022,0.25
list3,2711.13.00,2023,0.25
list3,2711.13.00,2024,0.25
list3,2711.13.00,2025,0.25
list3,2711.14.00,2016,0.0
list3,2711.14.00,2017,0.0
list3,2711.14.00,2018,0.03333333333333333
list3,2711.14.00,2019,0.19999999999999998
list3,2711.14.00,2020,0.25
list3,2711.14.00,2021,0.25
list3,2711.14.00,2022,0.25
list3,2711.14.00,2023,0.25
list3,2711.14.00,2024,0.25
list3,2711.14.00,2025,0.25
list3,2711.19.00,2016,0.0
list3,2711.19.00,2017,0.0
list3,2711.19.00,2018,0.03333333333333333
list3,2711.19.00,2019,0.19999999999999998
list3,2711.19.00,2020,0.25
list3,2711.19.00,2021,0.25
list3,2711.19.00,2022,0.25
list3,2711.19.00,2023,0.25
list3,2711.19.00,2024,0.25
list3,2711.19.00,2025,0.25
list3,2711.21.00,2016,0.0
list3,2711.21.00,2017,0.0
list3,2711.21.00,2018,0.03333333333333333
list3,2711.21.00,2019,0.19999999999999998
list3,2711.21.00,2020,0.25
list3,2711.21.00,2021,0.25
list3,2711.21.00,2022,0.25
list3,2711.21.00,2023,0.25
list3,2711.21.00,2024,0.25
list3,2711.21.00,2025,0.25
list3,2711.29.00,2016,0.0
list3,2711.29.00,2017,0.0
list3,2711.29.00,2018,0.03333333333333333
list3,2711.29.00,2019,0.19999999999999998
list3,2711.29.00,2020,0.25
list3,2711.29.00,2021,0.25
list3,2711.29.00,2022,0.25
list3,2711.29.00,2023,0.25
list3,2711.29.00,2024,0.25
list3,2711.29.00,2025,0.25
list3,2712.10.00,2016,0.0
list3,2712.10.00,2017,0.0
list3,2712.10.00,2018,0.03333333333333333
list3,2712.10.00,2019,0.19999999999999998
list3,2712.10.00,2020,0.25
list3,2712.10.00,2021,0.25
list3,2712.10.00,2022,0.25
list3,2712.10.00,2023,0.25
list3,2712.10.00,2024,0.25
list3,2712.10.00,2025,0.25
list3,2712.90.10,2016,0.0
list3,2712.90.10,2017,0.0
list3,2712.90.10,2018,0.03333333333333333
list3,2712.90.10,2019,0.19999999999999998
list3,2712.90.10,2020,0.25
list3,2712.90.10,2021,0.25
list3,2712.90.10,2022,0.25
list3,2712.90.10,2023,0.25
list3,2712.90.10,2024,0.25
list3,2712.90.10,2025,0.25
list3,2712.90.20,2016,0.0
list3,2712.90.20,2017,0.0
list3,2712.90.20,2018,0.03333333333333333
list3,2712.90.20,2019,0.19999999999999998
list3,2712.90.20,2020,0.25
list3,2712.90.20,2021,0.25
list3,2712.90.20,2022,0.25
list3,2712.90.20,2023,0.25
list3,2712.90.20,2024,0.25
list3,2712.90.20,2025,0.25
list3,2713.11.00,2016,0.0
list3,2713.11.00,2017,0.0
list3,2713.11.00,2018,0.03333333333333333
list3,2713.11.00,2019,0.19999999999999998
list3,2713.11.00,2020,0.25
list3,2713.11.00,2021,0.25
list3,2713.11.00,2022,0.25
list3,2713.11.00,2023,0.25
list3,2713.11.00,2024,0.25
list3,2713.11.00,2025,0.25
list3,2713.12.00,2016,0.0
list3,2713.12.00,2017,0.0
list3,2713.12.00,2018,0.03333333333333333
list3,2713.12.00,2019,0.19999999999999998
list3,2713.12.00,2020,0.25
list3,2713.12.00,2021,0.25
list3,2713.12.00,2022,0.25
list3,2713.12.00,2023,0.25
list3,2713.12.00,2024,0.25
list3,2713.12.00,2025,0.25
list3,2713.20.00,2016,0.0
list3,2713.20.00,2017,0.0
list3,2713.20.00,2018,0.03333333333333333
list3,2713.20.00,2019,0.19999999999999998
list3,2713.20.00,2020,0.25
list3,2713.20.00,2021,0.25
list3,2713.20.00,2022,0.25
list3,2713.20.00,2023,0.25
list3,2713.20.00,2024,0.25
list3,2713.20.00,2025,0.25
list3,2713.90.00,2016,0.0
list3,2713.90.00,2017,0.0
list3,2713.90.00,2018,0.03333333333333333
list3,2713.90.00,2019,0.19999999999999998
list3,2713.90.00,2020,0.25
list3,2713.90.00,2021,0.25
list3,2713.90.00,2022,0.25
list3,2713.90.00,2023,0.25
list3,2713.90.00,2024,0.25
list3,2713.90.00,2025,0.25
list3,2714.10.00,2016,0.0
list3,2714.10.00,2017,0.0
list3,2714.10.00,2018,0.03333333333333333
list3,2714.10.00,2019,0.19999999999999998
list3,2714.10.00,2020,0.25
list3,2714.10.00,2021,0.25
list3,2714.10.00,2022,0.25
list3,2714.10.00,2023,0.25
list3,2714.10.00,2024,0.25
list3,2714.10.00,2025,0.25
list3,2714.90.00,2016,0.0
list3,2714.90.00,2017,0.0
list3,2714.90.00,2018,0.03333333333333333
list3,2714.90.00,2019,0.19999999999999998
list3,2714.90.00,2020,0.25
list3,2714.90.00,2021,0.25
list3,2714.90.00,2022,0.25
list3,2714.90.00,2023,0.25
list3,2714.90.00,2024,0.25
list3,2714.90.00,2025,0.25
list3,2715.00.00,2016,0.0
list3,2715.00.00,2017,0.0
list3,2715.00.00,2018,0.03333333333333333
list3,2715.00.00,2019,0.19999999999999998
list3,2715.00.00,2020,0.25
list3,2715.00.00,2021,0.25
list3,2715.00.00,2022,0.25
list3,2715.00.00,2023,0.25
list3,2715.00.00,2024,0.25
list3,2715.00.00,2025,0.25
list3,2801.10.00,2016,0.0
list3,2801.10.00,2017,0.0
list3,2801.10.00,2018,0.03333333333333333
list3,2801.10.00,2019,0.19999999999999998
list3,2801.10.00,2020,0.25
list3,2801.10.00,2021,0.25
list3,2801.10.00,2022,0.25
list3,2801.10.00,2023,0.25
list3,2801.10.00,2024,0.25
list3,2801.10.00,2025,0.25
list3,2801.20.00,2016,0.0
list3,2801.20.00,2017,0.0
list3,2801.20.00,2018,0.03333333333333333
list3,2801.20.00,2019,0.19999999999999998
list3,2801.20.00,2020,0.25
list3,2801.20.00,2021,0.25
list3,2801.20.00,2022,0.25
list3,2801.20.00,2023,0.25
list3,2801.20.00,2024,0.25
list3,2801.20.00,2025,0.25
list3,2801.30.10,2016,0.0
list3,2801.30.10,2017,0.0
list3,2801.30.10,2018,0.03333333333333333
list3,2801.30.10,2019,0.19999999999999998
list3,2801.30.10,2020,0.25
list3,2801.30.10,2021,0.25
list3,2801.30.10,2022,0.25
list3,2801.30.10,2023,0.25
list3,2801.30.10,2024,0.25
list3,2801.30.10,2025,0.25
list3,2801.30.20,2016,0.0
list3,2801.30.20,2017,0.0
list3,2801.30.20,2018,0.03333333333333333
list3,2801.30.20,2019,0.19999999999999998
list3,2801.30.20,2020,0.25
list3,2801.30.20,2021,0.25
list3,2801.30.20,2022,0.25
list3,2801.30.20,2023,0.25
list3,2801.30.20,2024,0.25
list3,2801.30.20,2025,0.25
list3,2802.00.00,2016,0.0
list3,2802.00.00,2017,0.0
list3,2802.00.00,2018,0.03333333333333333
list3,2802.00.00,2019,0.19999999999999998
list3,2802.00.00,2020,0.25
list3,2802.00.00,2021,0.25
list3,2802.00.00,2022,0.25
list3,2802.00.00,2023,0.25
list3,2802.00.00,2024,0.25
list3,2802.00.00,2025,0.25
list3,2803.00.00,2016,0.0
list3,2803.00.00,2017,0.0
list3,2803.00.00,2018,0.03333333333333333
list3,2803.00.00,2019,0.19999999999999998
list3,2803.00.00,2020,0.25
list3,2803.00.00,2021,0.25
list3,2803.00.00,2022,0.25
list3,2803.00.00,2023,0.25
list3,2803.00.00,2024,0.25
list3,2803.00.00,2025,0.25
list3,2804.10.00,2016,0.0
list3,2804.10.00,2017,0.0
list3,2804.10.00,2018,0.03333333333333333
list3,2804.10.00,2019,0.19999999999999998
list3,2804.10.00,2020,0.25
list3,2804.10.00,2021,0.25
list3,2804.10.00,2022,0.25
list3,2804.10.00,2023,0.25
list3,2804.10.00,2024,0.25
list3,2804.10.00,2025,0.25
list3,2804.21.00,2016,0.0
list3,2804.21.00,2017,0.0
list3,2804.21.00,2018,0.03333333333333333
list3,2804.21.00,2019,0.19999999999999998
list3,2804.21.00,2020,0.25
list3,2804.21.00,2021,0.25
list3,2804.21.00,2022,0.25
list3,2804.21.00,2023,0.25
list3,2804.21.00,2024,0.25
list3,2804.21.00,2025,0.25
list3,2804.29.00,2016,0.0
list3,2804.29.00,2017,0.0
list3,2804.29.00,2018,0.03333333333333333
list3,2804.29.00,2019,0.19999999999999998
list3,2804.29.00,2020,0.25
list3,2804.29.00,2021,0.25
list3,2804.29.00,2022,0.25
list3,2804.29.00,2023,0.25
list3,2804.29.00,2024,0.25
list3,2804.29.00,2025,0.25
list3,2804.30.00,2016,0.0
