year,industry_code,industry_name,commodity_code,commodity_name,value_musd,total_intermediate_musd,input_share,link_5pct
2019,521CI,"Federal Reserve banks, credit intermediation, and related activities",212,"Mining, except oil and gas",0.0,379812.0,0.0,0
2019,523,"Securities, commodity contracts, and investments",212,"Mining, except oil and gas",0.0,328963.0,0.0,0
2019,524,Insurance carriers and related activities,212,"Mining, except oil and gas",0.0,501241.0,0.0,0
2019,525,"Funds, trusts, and other financial vehicles",212,"Mining, except oil and gas",0.0,145633.0,0.0,0
2019,HS,Housing,212,"Mining, except oil and gas",6.0,247528.0,2.423968197537248e-05,0
2019,ORE,Other real estate,212,"Mining, except oil and gas",0.0,843501.0,0.0,0
2019,532RL,Rental and leasing services and lessors of intangible assets,212,"Mining, except oil and gas",0.0,160936.0,0.0,0
2019,5411,Legal services,212,"Mining, except oil and gas",0.0,80838.0,0.0,0
2019,5415,Computer systems design and related services,212,"Mining, except oil and gas",0.0,153186.0,0.0,0
2019,5412OP,"Miscellaneous professional, scientific, and technical services",212,"Mining, except oil and gas",1651.0,588693.0,0.002804517804696166,0
2019,55,Management of companies and enterprises,212,"Mining, except oil and gas",49.0,226135.0,0.00021668472372697725,0
2019,561,Administrative and support services,212,"Mining, except oil and gas",988.0,473915.0,0.0020847620353860925,0
2019,562,Waste management and remediation services,212,"Mining, except oil and gas",59.0,69330.0,0.0008510024520409635,0
2019,61,Educational services,212,"Mining, except oil and gas",468.0,112881.0,0.004145959018789699,0
2019,621,Ambulatory health care services,212,"Mining, except oil and gas",0.0,378847.0,0.0,0
2019,622,Hospitals,212,"Mining, except oil and gas",26.0,406220.0,6.400472650288021e-05,0
2019,623,Nursing and residential care facilities,212,"Mining, except oil and gas",37.0,102645.0,0.0003604656826927761,0
2019,624,Social assistance,212,"Mining, except oil and gas",306.0,100948.0,0.0030312636208741136,0
2019,711AS,"Performing arts, spectator sports, museums, and related activities",212,"Mining, except oil and gas",299.0,83875.0,0.0035648286140089417,0
2019,713,"Amusements, gambling, and recreation industries",212,"Mining, except oil and gas",749.0,75717.0,0.009892098207800099,0
2019,721,Accommodation,212,"Mining, except oil and gas",164.0,111615.0,0.0014693365587062671,0
2019,722,Food services and drinking places,212,"Mining, except oil and gas",1007.0,418838.0,0.0024042708636752156,0
2019,81,"Other services, except government",212,"Mining, except oil and gas",1349.0,298895.0,0.0045132906204519985,0
2019,GFGD,Federal general government (defense),212,"Mining, except oil and gas",0.0,270064.0,0.0,0
2019,GFGN,Federal general government (nondefense),212,"Mining, except oil and gas",3279.0,121485.0,0.02699098654154834,0
2019,GFE,Federal government enterprises,212,"Mining, except oil and gas",0.0,33264.0,0.0,0
2019,GSLG,State and local general government,212,"Mining, except oil and gas",3003.0,842146.0,0.0035658900000712463,0
2019,GSLE,State and local government enterprises,212,"Mining, except oil and gas",7015.0,231285.0,0.030330544566227816,0
2019,111CA,Farms,213,Support activities for mining,0.0,265426.0,0.0,0
2019,113FF,"Forestry, fishing, and related activities",213,Support activities for mining,0.0,9409.0,0.0,0
2019,211,Oil and gas extraction,213,Support activities for mining,21268.0,143210.0,0.14850918231967042,1
2019,212,"Mining, except oil and gas",213,Support activities for mining,1160.0,53016.0,0.02188018711332428,0
2019,213,Support activities for mining,213,Support activities for mining,3760.0,67484.0,0.055716910675122994,1
2019,22,Utilities,213,Support activities for mining,0.0,186372.0,0.0,0
2019,23,Construction,213,Support activities for mining,0.0,779205.0,0.0,0
