hts8,naics_str,import_value_2017_china,naics_import_total_2017_china,hs8_naics_weight
3103.90.01,325312,0.307581,109.6485,0.0028051546532784307
3104.20.00,325312,0.264034,109.6485,0.0024080037574613425
3104.30.00,325312,0.268536,109.6485,0.00244906223067347
3104.90.01,325312,0.372638,109.6485,0.003398477863354264
3105.10.00,325312,5.072611,109.6485,0.04626247509085852
3105.20.00,325312,1.126176,109.6485,0.010270783458050043
3105.30.00,325312,41.590607999999996,109.6485,0.37930849943227674
3105.40.00,325312,9.299546000000001,109.6485,0.08481234125409834
3105.51.00,325312,2.456821,109.6485,0.022406334787981597
3105.60.00,325312,0.210347,109.6485,0.0019183755363730466
3105.90.00,325312,5.655573,109.6485,0.051579118729394385
3201.90.10,325194,0.701835,412.235201,0.001702511086626006
3201.90.25,325194,0.15637600000000001,412.235201,0.00037933684367725797
3201.90.50,325194,0.03894,412.235201,9.44606377755693e-05
3202.10.10,325613,0.032605,166.602811,0.00019570498123227945
3202.10.50,325613,0.12818100000000002,166.602811,0.0007693807759342068
3202.90.10,325613,0.058064000000000004,166.602811,0.0003485175289149233
3202.90.50,325613,0.046131,166.602811,0.0002768920867727736
3203.00.10,325194,0.957358,412.235201,0.002322358686685759
3203.00.80,325194,19.707579,412.235201,0.047806637939199176
3204.11.10,325130,3.96129,597.782555,0.006626640350854668
3204.11.15,325130,0.42732000000000003,597.782555,0.0007148418708873163
3204.11.35,325130,4.557742,597.782555,0.007624414533140734
3204.11.50,325130,6.638788,597.782555,0.01110569042952416
3204.12.05,325130,0.003054,597.782555,5.10888110476894e-06
3204.12.17,325130,0.57071,597.782555,0.0009547117011469163
3204.12.20,325130,2.204089,597.782555,0.003687108266316002
3204.12.45,325130,2.81862,597.782555,0.004715125887204922
3204.12.50,325130,4.492872,597.782555,0.007515896813014224
3204.13.10,325130,1.123036,597.782555,0.0018786697447201349
3204.13.20,325130,0.056832,597.782555,9.507135918344088e-05
3204.13.25,325130,0.139192,597.782555,0.00023284720980189865
3204.13.45,325130,0.35489499999999996,597.782555,0.0005936857759256624
3204.13.60,325130,1.767464,597.782555,0.002956700534695262
3204.13.80,325130,1.68011,597.782555,0.002810570475747657
3204.14.10,325130,0.088374,597.782555,0.0001478363650140309
3204.14.20,325130,0.114302,597.782555,0.00019120999608294022
3204.14.30,325130,0.915145,597.782555,0.0015308994756462909
3204.14.50,325130,0.73185,597.782555,0.0012242746026604942
3204.15.10,325130,0.592445,597.782555,0.000991071076003548
3204.15.20,325130,1.280275,597.782555,0.0021417068619541766
3204.15.25,325130,0.003339,597.782555,5.585643093917319e-06
3204.15.30,325130,1.33826,597.782555,0.0022387070161323124
3204.15.40,325130,0.535965,597.782555,0.0008965885596979323
3204.15.80,325130,6.107316,597.782555,0.010216617980763926
3204.16.10,325130,0.30748200000000003,597.782555,0.0005143709822713043
3204.16.20,325130,0.666167,597.782555,0.0011143968562280977
3204.16.30,325130,0.877901,597.782555,0.0014685958843345638
3204.16.50,325130,0.973989,597.782555,0.0016293366071882108
3204.17.04,325130,18.11506,597.782555,0.030303761540849915
3204.17.08,325130,1.48152,597.782555,0.002478359376010897
3204.17.20,325130,1.70608,597.782555,0.0028540143664781254
3204.17.40,325130,16.297992,597.782555,0.027264081000155652
3204.17.60,325130,10.701172,597.782555,0.01790144578575064
3204.17.90,325130,82.757181,597.782555,0.13844027449078036
3204.19.06,325130,0.234462,597.782555,0.00039221954210423555
3204.19.11,325130,5.318446,597.782555,0.00889695752329206
3204.19.20,325130,4.267248,597.782555,0.007138461911120843
3204.19.25,325130,7.970564,597.782555,0.013333550692191077
3204.19.30,325130,0.175545,597.782555,0.00029366029257913025
3204.19.35,325130,5.232855,597.782555,0.008753776697280837
3204.19.40,325130,5.113766,597.782555,0.008554558772629289
3204.19.50,325130,1.682824,597.782555,0.0028151105881636176
3204.20.10,325130,0.789157,597.782555,0.0013201405651591823
3204.20.40,325130,0.304123,597.782555,0.0005087518821956924
3204.20.80,325130,6.353986,597.782555,0.010629259664494559
3204.90.00,325130,1.715318,597.782555,0.0028694681463228714
3205.00.05,325130,0.021,597.782555,3.512983077935421e-05
3205.00.15,325130,0.00865,597.782555,1.447014458292447e-05
3205.00.50,325130,0.076918,597.782555,0.00012867220589935082
3206.11.00,325130,89.585933,597.782555,0.14986374602383637
3206.19.00,325130,5.645572,597.782555,0.009444189952983822
3206.20.00,325130,0.601525,597.782555,0.0010062605456929066
3206.41.00,325130,0.574274,597.782555,0.000960673735284898
3206.42.00,325130,0.973201,597.782555,0.0016280184021094425
3206.49.10,325130,1.943082,597.782555,0.003250482945257578
3206.49.20,325130,1.121291,597.782555,0.001875750623067279
3206.49.30,325130,0.16553299999999999,597.782555,0.0002769117275428019
3206.49.40,325130,4.034413,597.782555,0.006748964094477464
3206.49.55,325130,0.486023,597.782555,0.0008130431307082891
3206.49.60,325130,27.398975,597.782555,0.04583435025132174
3206.50.00,325130,9.33249,597.782555,0.015611847354762636
3207.10.00,325130,8.349063000000001,597.782555,0.013966722397912735
3207.20.00,325510,0.247477,48.193090000000005,0.005135113768384637
3207.30.00,325998,0.030066000000000002,681.2336789999999,4.413463533414061e-05
3207.40.10,325510,0.413089,48.193090000000005,0.008571540027833864
3207.40.50,325510,0.156713,48.193090000000005,0.003251773231390641
3208.10.00,325510,0.08993000000000001,48.193090000000005,0.001866035151512385
3208.20.00,325510,16.816007,48.193090000000005,0.34892983620680884
3208.90.00,325510,1.565873,48.193090000000005,0.032491649736507866
3209.10.00,325510,1.374333,48.193090000000005,0.028517221037289785
3209.90.00,325510,0.338806,48.193090000000005,0.0070301779777972315
3210.00.00,325510,0.516409,48.193090000000005,0.010715415840735673
3212.10.00,332999,5.954944,4995.784777,0.0011919937038552693
3212.90.00,325130,4.1577470000000005,597.782555,0.006955283263493697
3212.90.00,325510,24.869334000000002,48.193090000000005,0.5160352656366296
3213.10.00,339940,53.887153,1044.794805,0.05157678114603565
3213.90.00,339940,43.189395,1044.794805,0.04133768161299385
3214.10.00,325520,2.813906,142.404991,0.01975988327543941
3214.90.10,325520,0.425512,142.404991,0.002988041339084808
3214.90.50,325520,0.331453,142.404991,0.002327537803783858
3215.11.10,325910,0.026082,2598.900322,1.0035783126891314e-05
3215.11.30,325910,0.287269,2598.900322,0.00011053482796867344
3215.11.90,325910,0.614741,2598.900322,0.00023653889100560895
3215.19.10,325910,0.088765,2598.900322,3.415483050603893e-05
3215.19.30,325910,0.328943,2598.900322,0.0001265700716627946
3215.19.90,325910,5.041735,2598.900322,0.0019399493537020694
3215.90.10,325998,0.979606,681.2336789999999,0.0014379882119715341
3215.90.50,325998,3.702308,681.2336789999999,0.005434710752167613
3301.12.00,325998,0.264143,681.2336789999999,0.00038774213334217736
3301.13.00,325998,1.1083079999999998,681.2336789999999,0.0016269131050991388
3301.19.10,325998,0.039758,681.2336789999999,5.8361765170450424e-05
3301.19.51,325998,0.083803,681.2336789999999,0.00012301652514158803
3301.24.00,325998,0.330018,681.2336789999999,0.0004844416977217593
3301.25.00,325998,6.8220979999999996,681.2336789999999,0.010014328724930818
3301.29.10,325998,16.561274,681.2336789999999,0.024310709394624635
3301.29.51,325998,63.836661,681.2336789999999,0.09370743544815259
3301.30.00,325211,0.022627,867.340537,2.608779255062075e-05
3301.90.10,325998,3.412387,681.2336789999999,0.005009128446217058
3301.90.50,325998,0.639798,681.2336789999999,0.0009391755277560199
3302.10.10,325199,2.223675,6513.497747,0.0003413949135123574
3302.10.20,325199,1.903398,6513.497747,0.000292223636812751
3302.10.50,325199,0.01944,6513.497747,2.984571539761983e-06
3302.10.90,325199,0.308518,6513.497747,4.736594867820409e-05
3302.90.10,325199,5.6069770000000005,6513.497747,0.0008608242787191372
3302.90.10,325620,2.224689,1343.4780489999998,0.00165591763978274
3302.90.20,325199,0.22892099999999999,6513.497747,3.514563279083606e-05
3302.90.20,325620,1.481906,1343.4780489999998,0.0011030370024303986
3303.00.10,325620,0.258118,1343.4780489999998,0.00019212669696548206
3303.00.20,325620,6.015104,1343.4780489999998,0.004477262583097106
3303.00.30,325620,51.789190000000005,1343.4780489999998,0.038548594105090594
3304.10.00,325620,246.915581,1343.4780489999998,0.18378832552105215
3304.20.00,325620,296.430775,1343.4780489999998,0.2206443009773359
3304.30.00,325620,72.345924,1343.4780489999998,0.05384972538542757
3304.91.00,325620,165.184262,1343.4780489999998,0.12295270631548667
3304.99.10,325620,1.276126,1343.4780489999998,0.0009498673989871793
3304.99.50,325620,269.947325,1343.4780489999998,0.20093169754498907
3305.10.00,325620,25.445276,1343.4780489999998,0.018939852436695825
3305.20.00,325620,0.050883,1343.4780489999998,3.787408364273171e-05
3305.30.00,325620,6.377699,1343.4780489999998,0.004747155344106408
3305.90.00,325620,36.215428,1343.4780489999998,0.026956471694462355
3306.10.00,325611,3.887993,245.46193499999998,0.015839494624696086
3306.20.00,325620,61.346544,1343.4780489999998,0.04566248331758192
3306.90.00,325620,4.090774,1343.4780489999998,0.003044913166273847
3307.10.10,325620,7.539097,1343.4780489999998,0.005611626483671711
3307.10.20,325620,0.735803,1343.4780489999998,0.0005476851672773405
3307.20.00,325620,5.521826,1343.4780489999998,0.004110097670825436
3307.30.10,325620,24.805004,1343.4780489999998,0.018463274497460734
3307.30.50,325620,25.41182,1343.4780489999998,0.018914949908496795
3307.41.00,325998,5.187082,681.2336789999999,0.007614247738917207
3307.49.00,325611,100.024153,245.46193499999998,0.4074935406990905
3307.90.00,325620,32.068895,1343.4780489999998,0.02387005505886014
3401.11.10,325611,0.293952,245.46193499999998,0.001197546169429488
3401.11.50,325611,48.726419,245.46193499999998,0.1985090641447115
3401.19.00,325611,69.800896,245.46193499999998,0.28436545976059385
3401.20.00,325611,16.666218999999998,245.46193499999998,0.0678973666527969
3401.30.10,325613,3.2763240000000002,166.602811,0.019665478513444773
3401.30.50,325613,57.721958,166.602811,0.3464644903260366
3402.11.20,325613,0.79996,166.602811,0.004801599656082634
3402.11.40,325613,0.464973,166.602811,0.002790907291474212
3402.11.50,325613,8.384902,166.602811,0.05032869463408994
3402.12.10,325613,1.373297,166.602811,0.008242940150631673
3402.12.50,325613,8.302737,166.602811,0.04983551568046472
3402.13.10,325613,0.342831,166.602811,0.0020577744033382487
3402.13.20,325613,4.352151,166.602811,0.02612291457675345
3402.13.50,325613,6.083637,166.602811,0.03651581244928695
3402.19.10,325613,0.255947,166.602811,0.001536270597499102
3402.19.50,325613,1.157677,166.602811,0.006948724292533096
3402.20.11,325613,13.638492,166.602811,0.08186231623666901
3402.20.51,325613,45.018099,166.602811,0.27021212145094
3402.90.10,325611,1.365231,245.46193499999998,0.005561884778591027
3402.90.30,325613,0.637563,166.602811,0.003826844194123471
3402.90.50,325611,4.546842,245.46193499999998,0.01852361344743738
3402.90.50,325613,5.453265,166.602811,0.03273213079219894
3403.11.40,325613,0.038115,166.602811,0.00022877765249711184
3403.19.10,325613,0.863647,166.602811,0.005183868116126805
3403.19.50,325613,0.31252,166.602811,0.00187583869758356
3403.91.10,325613,0.607973,166.602811,0.003649236146441731
3403.91.50,325613,0.066604,166.602811,0.00039977716822557093
3403.99.00,325613,3.383961,166.602811,0.02031154804464854
3404.20.00,325612,0.728573,39.266766000000004,0.018554443724751866
3404.90.10,325612,0.580978,39.266766000000004,0.014795667155273239
3404.90.51,325612,9.597628,39.266766000000004,0.24442114738962714
3405.10.00,325612,4.13413,39.266766000000004,0.10528318018346608
3405.20.00,325612,2.818689,39.266766000000004,0.07178306968289672
3405.30.00,325612,0.252814,39.266766000000004,0.006438370809554317
3405.40.00,325611,0.129595,245.46193499999998,0.0005279637349880746
3405.90.00,325612,1.745753,39.266766000000004,0.04445879245568632
3406.00.00,339999,42.162847,6629.381365,0.006359997212198396
3407.00.20,339940,132.485346,1044.794805,0.1268051347173381
3407.00.40,339114,0.967749,120.654285,0.00802084235963936
3501.10.10,311514,0.31015,35.288298,0.008789032556911642
3502.90.00,325199,0.221662,6513.497747,3.4031177811045307e-05
3503.00.40,325520,4.074097,142.404991,0.02860922901220506
3503.00.55,325998,16.084372,681.2336789999999,0.023610652990043963
3504.00.10,311224,41.993303,146.566824,0.2865130174342865
3504.00.50,325199,15.953712,6513.497747,0.002449331007652224
3505.10.00,311221,20.422959,35.000639,0.5835024611979227
3505.20.00,325520,0.211388,142.404991,0.0014844142646657657
3506.10.10,325520,0.00727,142.404991,5.1051581471607276e-05
3506.10.50,325520,116.332741,142.404991,0.8169147737244687
3506.91.10,325520,0.644106,142.404991,0.0045230577627718115
3506.91.50,325520,7.756918,142.404991,0.05447082960736959
3506.99.00,325520,9.8076,142.404991,0.06887118162873941
3507.90.70,325199,138.054885,6513.497747,0.021195199624285677
3601.00.00,325920,1.438967,14.065959,0.10230137881107147
3602.00.00,325920,11.810988,14.065959,0.8396859396504711
3603.00.30,325920,0.268827,14.065959,0.01911188565244645
3603.00.90,325920,0.547177,14.065959,0.038900795886011044
3604.10.10,325998,40.269372,681.2336789999999,0.059112420952399804
3604.10.90,325998,292.580531,681.2336789999999,0.4294862981957767
3604.90.00,325998,12.573323,681.2336789999999,0.018456696119981467
3605.00.00,325998,1.853623,681.2336789999999,0.0027209796830963786
3606.10.00,325998,4.332261,681.2336789999999,0.0063594345575507
3606.90.30,325998,1.61759,681.2336789999999,0.002374500923639743
3606.90.80,325998,1.4044159999999999,681.2336789999999,0.0020615774634947254
3701.20.00,325992,0.911432,27.440345999999998,0.03321503307574912
3701.30.00,325992,1.312532,27.440345999999998,0.047832195701905514
3701.91.00,325992,0.218279,27.440345999999998,0.007954673749376194
3701.99.60,325992,2.041348,27.440345999999998,0.07439221065215433
3702.31.01,325992,0.020073,27.440345999999998,0.0007315140997128826
3702.39.01,325992,0.260476,27.440345999999998,0.009492445904289982
3702.42.01,325992,4.270917,27.440345999999998,0.15564370070260777
3702.44.01,325992,5.722062,27.440345999999998,0.20852732687845849
3702.53.00,325992,0.002656,27.440345999999998,9.67917824359795e-05
3702.54.00,325992,0.009967,27.440345999999998,0.0003632242829591143
3702.56.00,325992,0.100775,27.440345999999998,0.0036725120011241843
3702.96.00,325992,0.01444,27.440345999999998,0.0005262324316172982
3702.98.00,325992,0.344978,27.440345999999998,0.012571926024547942
3703.10.60,325992,0.171036,27.440345999999998,0.006233011784909709
3703.90.60,325992,0.028252,27.440345999999998,0.0010295788544357276
3704.00.00,990000,11.7824,360.554918,0.03267851695202782
3705.00.00,990000,0.193493,360.554918,0.0005366533372316946
3707.10.00,325992,0.318634,27.440345999999998,0.011611879821048903
3707.90.32,325992,11.11962,27.440345999999998,0.4052288553504391
3707.90.60,325992,0.255741,27.440345999999998,0.009319889771069213
3801.10.10,327999,4.488605,93.734719,0.04788625866579917
3801.10.50,327999,47.475616,93.734719,0.5064891270437372
3801.20.00,335991,0.48790700000000004,114.15722,0.00427399160561198
3801.30.00,335991,0.40193900000000005,114.15722,0.0035209249139038254
3801.90.00,335991,2.059119,114.15722,0.018037571342399545
3802.10.00,325998,19.741146999999998,681.2336789999999,0.028978524709727393
3802.90.20,327992,0.279047,117.51043399999999,0.0023746572155456426
3802.90.50,325130,0.168285,597.782555,0.00028151540822398205
3803.00.00,325194,0.005254,412.235201,1.2745151280761197e-05
3804.00.10,322110,0.500257,8.43389,0.05931509659243836
3804.00.50,322110,0.04206,8.43389,0.004987022595741704
3805.10.00,325194,0.02345,412.235201,5.688500143392655e-05
3805.90.10,325194,0.011437000000000001,412.235201,2.7743870422167077e-05
3805.90.50,325194,0.089748,412.235201,0.00021771066561586521
3806.10.00,325194,13.097635,412.235201,0.03177223819855209
3806.20.00,325194,0.079547,412.235201,0.00019296508354219854
3806.30.00,325211,4.549298,867.340537,0.005245111701725986
3806.90.00,325194,5.212789,412.235201,0.012645181652015204
3807.00.00,325194,0.003451,412.235201,8.371434539380832e-06
3808.59.10,325320,1.2420609999999999,266.569787,0.0046594215120110355
3808.59.40,325612,0.202974,39.266766000000004,0.0051691040713666096
3808.59.50,325320,6.509685,266.569787,0.02442019057471055
3808.61.50,325320,0.002768,266.569787,1.0383772411537395e-05
3808.69.50,325320,0.015209,266.569787,5.705447782047408e-05
3808.91.10,325320,1.66518,266.569787,0.006246694416273064
3808.91.15,325320,0.8903129999999999,266.569787,0.003339887126818314
3808.91.25,325320,12.567741000000002,266.569787,0.04714615688986539
3808.91.30,325320,1.8783539999999999,266.569787,0.007046387443750329
3808.91.50,325320,57.177483,266.569787,0.21449348646551605
3808.92.15,325320,2.937159,266.569787,0.011018349202492327
3808.92.30,325320,1.327664,266.569787,0.0049805494273812805
3808.92.50,325320,4.759492,266.569787,0.017854581547157855
3808.93.05,325320,2.084938,266.569787,0.007821358989944347
3808.93.15,325320,75.036857,266.569787,0.28149047888911727
3808.93.20,325320,8.981589,266.569787,0.03369319944724268
3808.93.50,325320,63.744257,266.569787,0.23912783859485168
3808.94.10,325612,0.953836,39.266766000000004,0.024291177939125413
3808.94.50,325612,4.6419880000000004,39.266766000000004,0.1182167128303869
3808.99.08,325320,3.267181,266.569787,0.012256381478070505
3808.99.30,325320,14.070018000000001,266.569787,0.052781743041269716
3808.99.70,325320,0.674229,266.569787,0.002529277633402618
3808.99.95,325320,7.737609,266.569787,0.029026579069892866
3809.10.00,325613,0.0053,166.602811,3.1812188330963996e-05
3809.91.00,325613,3.342648,166.602811,0.020063575037758515
3809.92.50,325998,1.617451,681.2336789999999,0.002374296882054183
3809.93.10,325613,0.066854,166.602811,0.0004012777431468428
3809.93.50,325613,0.38639500000000004,166.602811,0.002319258586819403
3810.10.00,325998,0.420635,681.2336789999999,0.000617460664331013
3810.90.10,325998,0.120454,681.2336789999999,0.00017681744710099692
3810.90.20,325998,3.416793,681.2336789999999,0.005015596124101787
3810.90.50,325998,0.049995000000000005,681.2336789999999,7.338891417316437e-05
3811.19.00,325998,0.012106,681.2336789999999,1.7770700969703527e-05
3811.21.00,325998,3.942584,681.2336789999999,0.005787417917721594
3811.29.00,325998,3.195551,681.2336789999999,0.0046908294444438356
3811.90.00,325998,2.007165,681.2336789999999,0.0029463678351111
3812.10.10,325998,4.08892,681.2336789999999,0.006002228201638869
3812.10.50,325998,4.308939,681.2336789999999,0.0063251996089289065
3812.20.10,325998,0.106615,681.2336789999999,0.00015650283197463585
3812.20.50,325998,1.912562,681.2336789999999,0.0028074977191490267
3812.31.00,325998,3.490584,681.2336789999999,0.005123915783382754
3812.39.20,325998,0.310663,681.2336789999999,0.0004560300078763429
3812.39.30,325998,0.635131,681.2336789999999,0.0009323247214264638
3812.39.60,325998,2.185662,681.2336789999999,0.0032083880573966755
3812.39.70,325998,1.8956279999999999,681.2336789999999,0.0027826398759125356
3812.39.90,325998,16.458075,681.2336789999999,0.024159220994709515
3813.00.10,325998,0.325419,681.2336789999999,0.0004776907102973693
3813.00.50,325998,0.542468,681.2336789999999,0.0007963023801117737
3814.00.20,325510,0.011866999999999999,48.193090000000005,0.0002462386205159287
3814.00.50,325510,1.793252,48.193090000000005,0.037209732764593426
3815.11.00,325180,0.134547,1088.983151,0.00012355287579651452
3815.12.00,325180,23.546883,1088.983151,0.02162281664172415
3815.19.00,325180,65.415652,1088.983151,0.060070398646599445
3815.90.10,325180,0.023547,1088.983151,2.162292408140298e-05
3815.90.30,325180,12.468798,1088.983151,0.01144994574851783
3815.90.50,325180,1.952035,1088.983151,0.001792530029695565
3816.00.00,327120,0.748234,730.877631,0.0010237472981301297
3817.00.10,325194,0.45826199999999995,412.235201,0.0011116517922010254
3818.00.00,334413,112.841912,5124.872027,0.02201848385784092
3819.00.00,324191,0.014484,0.014484,1.0
3820.00.00,325998,0.304596,681.2336789999999,0.00044712410644042746
3821.00.00,325413,0.120308,422.616261,0.00028467432775853364
3822.00.10,325413,104.798422,422.616261,0.24797536600230344
3822.00.50,325413,50.213479,422.616261,0.11881577599779106
3822.00.60,325413,5.413852,422.616261,0.012810325819431733
3823.11.00,325199,0.060856,6513.497747,9.343059960069714e-06
3823.12.00,325199,0.029762,6513.497747,4.569280769876345e-06
3823.13.00,325199,0.907807,6513.497747,0.00013937319628583883
3823.19.20,325199,11.970429,6513.497747,0.0018377881539167436
3823.19.40,325199,2.693378,6513.497747,0.00041350716690437506
3823.70.20,325199,0.003432,6513.497747,5.269058397357576e-07
3823.70.40,325199,0.85221,6513.497747,0.00013083753662039918
3823.70.60,325199,0.12798900000000002,6513.497747,1.9649811049516282e-05
3824.10.00,325998,0.249562,681.2336789999999,0.0003663383178094459
3824.30.00,327910,38.853963,401.50095799999997,0.09677178155076782
3824.40.10,325998,0.789666,681.2336789999999,0.0011591705230416243
3824.40.20,325998,0.42578499999999997,681.2336789999999,0.000625020478472263
3824.40.50,325998,2.511486,681.2336789999999,0.003686673277349813
3824.50.00,327999,0.236424,93.734719,0.0025222671228149734
3824.60.00,325199,0.054268,6513.497747,8.331621827150376e-06
3824.78.00,325199,32.203415,6513.497747,0.004944104726962147
3824.79.10,325199,0.369967,6513.497747,5.680005035242395e-05
3824.79.90,325199,3.704068,6513.497747,0.0005686757167769079
3824.81.00,325199,0.086957,6513.497747,1.3350277128759403e-05
3824.87.00,325199,0.12943,6513.497747,1.987104395017456e-05
3824.88.00,325194,0.137347,412.235201,0.00033317630242837994
3824.91.00,325411,2.393705,1277.786819,0.0018733210926947278
3824.99.11,327999,0.48613500000000004,93.734719,0.005186285350682067
3824.99.19,327999,0.239819,93.734719,0.0025584863597873484
3824.99.21,325194,0.769234,412.235201,0.0018660075562057592
3824.99.25,325194,0.777755,412.235201,0.0018866777948931147
3824.99.26,325194,2.198808,412.235201,0.005333867643195274
3824.99.28,325194,57.454559,412.235201,0.13937324823456793
3824.99.35,325998,0.004659,681.2336789999999,6.8390629289483504e-06
3824.99.36,325998,0.525101,681.2336789999999,0.0007708089253173875
3824.99.39,325998,116.744458,681.2336789999999,0.1713721173788297
3824.99.41,325199,5.8970400000000005,6513.497747,0.000905356880290021
3824.99.48,325199,0.81082,6513.497747,0.00012448303991099852
3824.99.50,325199,1.602441,6513.497747,0.00024601850837179694
3824.99.55,325199,1.629688,6513.497747,0.0002502016678750837
3824.99.70,325199,2.243321,6513.497747,0.00034441111168469093
3824.99.75,325199,0.46036299999999997,6513.497747,7.067830801231717e-05
3824.99.92,325199,119.572272,6513.497747,0.018357613166454664
3824.99.92,325411,2.093001,1277.786819,0.0016379891926244703
3825.10.00,325199,0.010629,6513.497747,1.6318421242865287e-06
3825.49.00,325199,0.017151,6513.497747,2.6331474525955645e-06
3825.61.00,325199,0.330183,6513.497747,5.0692118555207354e-05
3825.90.00,325199,7.006815,6513.497747,0.0010757376869021276
3826.00.10,325199,0.037603,6513.497747,5.773088663048861e-06
3901.10.10,325211,0.028463,867.340537,3.281640691953499e-05
3901.10.50,325211,1.6408129999999999,867.340537,0.0018917748335334635
3901.20.10,325211,0.143777,867.340537,0.00016576764703896225
3901.20.50,325211,6.013764,867.340537,0.006933567316939552
3901.30.20,325211,0.98898,867.340537,0.001140244180700619
3901.30.60,325211,1.458374,867.340537,0.001681431845724974
3901.40.00,325211,0.045285,867.340537,5.2211326541515025e-05
3901.90.10,325212,41.514775,289.428591,0.1434370213964107
3901.90.55,325211,0.006312,867.340537,7.277418419565924e-06
3901.90.90,325211,1.585271,867.340537,0.001827737702060154
3902.10.00,325211,6.643874,867.340537,0.00766005244373814
3902.20.10,325212,1.160513,289.428591,0.0040096695215573915
3902.20.50,325211,1.747607,867.340537,0.0020149029423261002
3902.30.00,325211,0.815895,867.340537,0.0009406858842572464
3902.90.00,325211,0.826926,867.340537,0.0009534040722461932
3903.11.00,325211,14.233589,867.340537,0.01641061197166206
3903.19.00,325211,9.174282999999999,867.340537,0.010577486706354644
3903.20.00,325211,2.819471,867.340537,0.0032507082048212855
3903.30.00,325211,3.377104,867.340537,0.003893630997210038
3903.90.10,325211,2.505011,867.340537,0.0028881516464853065
3903.90.50,325211,7.2862979999999995,867.340537,0.008400734992973122
3904.10.00,325211,0.11787,867.340537,0.00013589817951746442
3904.21.00,325211,3.212081,867.340537,0.0037033677811371566
3904.22.00,325211,3.5213780000000003,867.340537,0.004059971660243063
3904.30.20,325211,2.225723,867.340537,0.0025661466345138664
3904.30.60,325211,0.814632,867.340537,0.0009392297088035215
3904.40.00,325211,0.014331,867.340537,1.6522921953548677e-05
3904.50.00,325211,0.26320299999999996,867.340537,0.0003034598162682208
3904.61.00,325211,28.392412,867.340537,0.032735022507082476
3904.69.10,325212,18.178508,289.428591,0.06280826623655851
3904.69.50,325211,14.014445,867.340537,0.01615794996562002
3904.90.10,325212,0.001791,289.428591,6.188054862900536e-06
3904.90.50,325211,0.013032,867.340537,1.5025240311118999e-05
3905.12.00,325211,0.23575100000000002,867.340537,0.0002718090414814775
3905.19.00,325211,4.173034,867.340537,0.004811298240981443
3905.21.00,325211,0.021,867.340537,2.421194341110336e-05
3905.29.00,325211,0.540851,867.340537,0.000623573990754222
3905.30.00,325211,9.670641,867.340537,0.011149762506718857
3905.91.10,325211,1.795559,867.340537,0.0020701891856808254
3905.91.50,325211,0.001318,867.340537,1.5195876864682964e-06
3905.99.30,325211,0.036307,867.340537,4.186014425842522e-05
3905.99.80,325211,3.312208,867.340537,0.003818809174371611
3906.10.00,325211,11.669502,867.340537,0.01345434866951226
3906.90.10,325212,9.535387,289.428591,0.03294555996370103
3906.90.20,325211,3.0014019999999997,867.340537,0.003460465494189164
3906.90.50,325211,61.926970000000004,867.340537,0.07139868063148073
3907.10.00,325211,2.3988240000000003,867.340537,0.0027657233781522195
3907.20.00,325211,50.558681,867.340537,0.05829161539581079
3907.30.00,325211,15.580033,867.340537,0.017962994159005853
3907.40.00,325211,68.504994,867.340537,0.07898281133837977
3907.50.00,325211,0.344517,867.340537,0.0003972107670553855
3907.61.00,325211,0.082731,867.340537,9.538468049257105e-05
3907.69.00,325211,2.05686,867.340537,0.002371456091645812
3907.70.00,325211,0.700055,867.340537,0.0008071281926028553
3907.91.20,325211,0.370378,867.340537,0.00042702719889131614
3907.91.40,325211,0.027455,867.340537,3.1654233635802035e-05
3907.91.50,325211,0.183923,867.340537,0.00021205396514287444
3907.99.20,325211,0.656004,867.340537,0.0007563396059741643
3907.99.50,325211,49.813884,867.340537,0.057432901928346054
3908.10.00,325211,10.064619,867.340537,0.011603999318205509
3908.90.20,325211,0.004608,867.340537,5.312792154207823e-06
3908.90.70,325211,9.66454,867.340537,0.011142728360683089
3909.10.00,325211,0.7751020000000001,867.340537,0.0008936536077063351
3909.20.00,325211,0.619115,867.340537,0.0007138084449983455
3909.31.00,325211,259.649474,867.340537,0.2993627795814644
3909.39.00,325211,2.250189,867.340537,0.002594354701537489
3909.40.00,325211,3.314817,867.340537,0.0038218172201030195
3909.50.10,325212,4.406525,289.428591,0.015224912593379556
3909.50.20,325211,14.366331,867.340537,0.01656365681891333
3909.50.50,325211,8.298352,867.340537,0.009567582334734114
3910.00.00,325212,72.454503,289.428591,0.25033637053500357
3911.10.00,325211,29.444972,867.340537,0.03394857122883442
3911.90.10,325212,3.36447,289.428591,0.011624525373859834
3911.90.15,325211,1.2792,867.340537,0.0014748532386420674
3911.90.25,325211,18.733186,867.340537,0.02159842092103208
3911.90.35,325211,0.078654,867.340537,9.068410462175827e-05
3911.90.45,325211,0.969504,867.340537,0.00111778933261135
3911.90.70,325212,0.000847,289.428591,2.9264558731863504e-06
3911.90.90,325211,28.728319,867.340537,0.0331223063773393
3912.11.00,325199,2.5958040000000002,6513.497747,0.0003985268899794401
3912.12.00,325211,0.155698,867.340537,0.0001795119602486653
3912.20.00,325211,7.551475,867.340537,0.008706470731921987
3912.31.00,325199,17.477892,6513.497747,0.00268333431266634
3912.39.00,325199,13.774071,6513.497747,0.0021146965171430494
3912.90.00,325199,0.427639,6513.497747,6.565427925371784e-05
