hts8,naics_str,import_value_2017_china,naics_import_total_2017_china,hs8_naics_weight
0303.41.00,114111,0.387199,1503.5266410000002,0.00025752719602126423
0303.42.00,114111,0.028602000000000002,1503.5266410000002,1.902327449347803e-05
0303.53.00,114111,0.10766,1503.5266410000002,7.160498328675774e-05
0303.54.00,114111,0.51333,1503.5266410000002,0.0003414172958442443
0303.55.00,114111,1.122549,1503.5266410000002,0.0007466106481847167
0303.59.00,114111,0.808169,1503.5266410000002,0.000537515583669661
0303.63.00,114111,16.087061,1503.5266410000002,0.010699551681572097
0303.64.00,114111,0.200013,1503.5266410000002,0.00013302923576197543
0303.67.00,114111,0.40564,1503.5266410000002,0.00026979235946907303
0303.69.00,114111,1.945314,1503.5266410000002,0.0012938340744705168
0303.89.00,114111,75.280468,1503.5266410000002,0.05006926112724596
0303.91.40,114111,0.548436,1503.5266410000002,0.0003647663999057799
0303.99.00,114111,0.019609,1503.5266410000002,1.3042003690043029e-05
0304.32.00,114111,2.164017,1503.5266410000002,0.0014392940843141334
0304.33.00,114111,0.141376,1503.5266410000002,9.402959425179881e-05
0304.39.00,114111,0.491873,1503.5266410000002,0.00032714618190792666
0304.41.00,112511,0.11234,2.312622,0.048576896699936256
0304.41.00,114111,7.175356,1503.5266410000002,0.00477235042222308
0304.43.00,114111,3.311197,1503.5266410000002,0.0022022868831893215
0304.44.00,114111,1.137985,1503.5266410000002,0.000756877177276435
0304.49.01,114111,0.163273,1503.5266410000002,0.00010859335348484855
0304.51.01,114111,0.01804,1503.5266410000002,1.1998457166014393e-05
0304.53.00,114111,0.446945,1503.5266410000002,0.000297264436699795
0304.59.00,114111,2.685015,1503.5266410000002,0.0017858113895568809
0304.61.00,114111,407.749955,1503.5266410000002,0.2711956967578601
0304.62.00,114111,37.212086,1503.5266410000002,0.02474986806702017
0304.63.00,114111,0.0792,1503.5266410000002,5.2676153411770505e-05
0304.69.00,114111,6.599142,1503.5266410000002,0.004389108792652248
0304.71.10,114111,11.277560000000001,1503.5266410000002,0.007500738392303618
0304.71.50,114111,288.860265,1503.5266410000002,0.1921218135568773
0304.72.10,114111,7.671764,1503.5266410000002,0.005102512845996188
0304.72.50,114111,61.237068,1503.5266410000002,0.04072895439968462
0304.73.50,114111,2.18742,1503.5266410000002,0.0014548594885855433
0304.74.50,114111,3.745432,1503.5266410000002,0.0024910978614312426
0304.75.10,114111,17.205076,1503.5266410000002,0.01144314675299458
0304.75.50,114111,30.935245000000002,1503.5266410000002,0.0205751226193271
0304.79.10,114111,15.903295,1503.5266410000002,0.010577328373391953
0304.79.50,114111,31.630458,1503.5266410000002,0.021037510834502067
0304.81.10,114111,13.846904,1503.5266410000002,0.009209616658864377
0304.81.50,114111,221.87045,1503.5266410000002,0.14756669017346663
0304.82.10,114111,0.076801,1503.5266410000002,5.108057144163366e-05
0304.83.10,114111,6.822245000000001,1503.5266410000002,0.004537495255463185
0304.83.50,114111,90.694888,1503.5266410000002,0.06032143729736545
0304.87.00,114111,14.162255,1503.5266410000002,0.009419357538341083
0304.88.00,114111,0.016521,1503.5266410000002,1.0988165789341672e-05
0304.89.10,114111,3.002142,1503.5266410000002,0.001996733491867671
0304.89.50,114111,31.800881,1503.5266410000002,0.02115085967405881
0304.93.10,114111,0.422432,1503.5266410000002,0.00028096076815708375
0304.94.10,114111,1.526065,1503.5266410000002,0.0010149903289941105
0304.95.10,114111,2.5972,1503.5266410000002,0.0017274053742556861
0304.95.90,114111,0.031383,1503.5266410000002,2.0872925789414063e-05
0304.99.11,114111,2.131469,1503.5266410000002,0.0014176463135913266
0304.99.91,114111,0.034894,1503.5266410000002,2.3208102236746465e-05
0305.10.20,311710,0.548975,575.520626,0.0009538754567590423
0305.20.40,311710,0.392818,575.520626,0.0006825437391013681
0305.31.01,311710,2.472309,575.520626,0.0042957782715506015
0305.32.00,311710,32.241882000000004,575.520626,0.05602211379301635
0305.39.40,311710,0.015189,575.520626,2.6391756114054545e-05
0305.39.61,311710,4.97339,575.520626,0.008641549538486915
0305.41.00,311710,0.8881720000000001,575.520626,0.0015432496419337716
0305.49.20,311710,0.276143,575.520626,0.0004798142543026773
0305.49.40,311710,0.181358,575.520626,0.0003151198963284419
0305.51.00,311710,2.0388479999999998,575.520626,0.003542614995696088
0305.54.00,311710,0.046438,575.520626,8.068868065208145e-05
0305.59.00,311710,2.6283250000000002,575.520626,0.004566864993644903
0305.64.10,311710,0.255386,575.520626,0.00044374777977114585
0305.69.10,311710,7.819391,575.520626,0.013586639030379426
0305.69.20,311710,1.154801,575.520626,0.002006532777158885
0305.69.30,311710,0.27418,575.520626,0.00047640342954450427
0305.69.50,311710,0.583512,575.520626,0.0010138854693280794
0305.69.60,311710,0.034519,575.520626,5.997873653967009e-05
0305.72.00,311710,0.536894,575.520626,0.0009328840283823294
