sector_code,sector_name,summary_code,summary_name,underlying_summary_code,underlying_summary_name,detail_code,detail_name,go_detail_code,go_detail_name,notes,naics_2017
33DG,Durable goods,335,"Electrical equipment, appliances, and components",335,"Electrical equipment, appliances, and components",335312,Motor and generator manufacturing,335312,Motor and generator manufacturing,,335312
33DG,Durable goods,335,"Electrical equipment, appliances, and components",335,"Electrical equipment, appliances, and components",335313,Switchgear and switchboard apparatus manufacturing,335313,Switchgear and switchboard apparatus manufacturing,,335313
33DG,Durable goods,335,"Electrical equipment, appliances, and components",335,"Electrical equipment, appliances, and components",335314,Relay and industrial control manufacturing,335314,Relay and industrial control manufacturing,,335314
33DG,Durable goods,335,"Electrical equipment, appliances, and components",335,"Electrical equipment, appliances, and components",335911,Storage battery manufacturing,335911,Storage battery manufacturing,,335911
33DG,Durable goods,335,"Electrical equipment, appliances, and components",335,"Electrical equipment, appliances, and components",335912,Primary battery manufacturing,335912,Primary battery manufacturing,,335912
33DG,Durable goods,335,"Electrical equipment, appliances, and components",335,"Electrical equipment, appliances, and components",335920,Communication and energy wire and cable manufacturing,335920,Communication and energy wire and cable manufacturing,,33592
33DG,Durable goods,335,"Electrical equipment, appliances, and components",335,"Electrical equipment, appliances, and components",335930,Wiring device manufacturing,335930,Wiring device manufacturing,,33593
33DG,Durable goods,335,"Electrical equipment, appliances, and components",335,"Electrical equipment, appliances, and components",335991,Carbon and graphite product manufacturing,335991,Carbon and graphite product manufacturing,,335991
33DG,Durable goods,335,"Electrical equipment, appliances, and components",335,"Electrical equipment, appliances, and components",335999,All other miscellaneous electrical equipment and component manufacturing,335999,All other miscellaneous electrical equipment and component manufacturing,,335999
33DG,Durable goods,3361MV,"Motor vehicles, bodies and trailers, and parts",336111,Automobile manufacturing,336111,Automobile manufacturing,336111,Automobile manufacturing,,336111
33DG,Durable goods,3361MV,"Motor vehicles, bodies and trailers, and parts",336112,Light truck and utility vehicle manufacturing,336112,Light truck and utility vehicle manufacturing,336112,Light truck and utility vehicle manufacturing,,336112
33DG,Durable goods,3361MV,"Motor vehicles, bodies and trailers, and parts",33612,Heavy duty truck manufacturing,336120,Heavy duty truck manufacturing,336120,Heavy duty truck manufacturing,,33612
33DG,Durable goods,3361MV,"Motor vehicles, bodies and trailers, and parts",3362BP,"Motor vehicle body, trailer, and parts manufacturing",336211,Motor vehicle body manufacturing,336211,Motor vehicle body manufacturing,,336211
33DG,Durable goods,3361MV,"Motor vehicles, bodies and trailers, and parts",3362BP,"Motor vehicle body, trailer, and parts manufacturing",336212,Truck trailer manufacturing,336212,Truck trailer manufacturing,,336212
33DG,Durable goods,3361MV,"Motor vehicles, bodies and trailers, and parts",3362BP,"Motor vehicle body, trailer, and parts manufacturing",336213,Motor home manufacturing,336213,Motor home manufacturing,,336213
33DG,Durable goods,3361MV,"Motor vehicles, bodies and trailers, and parts",3362BP,"Motor vehicle body, trailer, and parts manufacturing",336214,Travel trailer and camper manufacturing,336214,Travel trailer and camper manufacturing,,336214
33DG,Durable goods,3361MV,"Motor vehicles, bodies and trailers, and parts",3362BP,"Motor vehicle body, trailer, and parts manufacturing",336310,Motor vehicle gasoline engine and engine parts manufacturing,336310,Motor vehicle gasoline engine and engine parts manufacturing,,33631
33DG,Durable goods,3361MV,"Motor vehicles, bodies and trailers, and parts",3362BP,"Motor vehicle body, trailer, and parts manufacturing",336320,Motor vehicle electrical and electronic equipment manufacturing,336320,Motor vehicle electrical and electronic equipment manufacturing,,33632
33DG,Durable goods,3361MV,"Motor vehicles, bodies and trailers, and parts",3362BP,"Motor vehicle body, trailer, and parts manufacturing",3363A0,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",3363A0,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",,33633
33DG,Durable goods,3361MV,"Motor vehicles, bodies and trailers, and parts",3362BP,"Motor vehicle body, trailer, and parts manufacturing",3363A0,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",3363A0,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",,33634
33DG,Durable goods,3361MV,"Motor vehicles, bodies and trailers, and parts",3362BP,"Motor vehicle body, trailer, and parts manufacturing",336350,Motor vehicle transmission and power train parts manufacturing,336350,Motor vehicle transmission and power train parts manufacturing,,33635
33DG,Durable goods,3361MV,"Motor vehicles, bodies and trailers, and parts",3362BP,"Motor vehicle body, trailer, and parts manufacturing",336360,Motor vehicle seating and interior trim manufacturing,336360,Motor vehicle seating and interior trim manufacturing,,33636
33DG,Durable goods,3361MV,"Motor vehicles, bodies and trailers, and parts",3362BP,"Motor vehicle body, trailer, and parts manufacturing",336370,Motor vehicle metal stamping,336370,Motor vehicle metal stamping,,33637
33DG,Durable goods,3361MV,"Motor vehicles, bodies and trailers, and parts",3362BP,"Motor vehicle body, trailer, and parts manufacturing",336390,Other motor vehicle parts manufacturing,336390,Other motor vehicle parts manufacturing,,33639
33DG,Durable goods,3364OT,Other transportation equipment,3364,Aerospace product and parts manufacturing,336411,Aircraft manufacturing,336411,Aircraft manufacturing,,336411
33DG,Durable goods,3364OT,Other transportation equipment,3364,Aerospace product and parts manufacturing,336412,Aircraft engine and engine parts manufacturing,336412,Aircraft engine and engine parts manufacturing,,336412
33DG,Durable goods,3364OT,Other transportation equipment,3364,Aerospace product and parts manufacturing,336413,Other aircraft parts and auxiliary equipment manufacturing,336413,Other aircraft parts and auxiliary equipment manufacturing,,336413
33DG,Durable goods,3364OT,Other transportation equipment,3364,Aerospace product and parts manufacturing,336414,Guided missile and space vehicle manufacturing,336414,Guided missile and space vehicle manufacturing,,336414
33DG,Durable goods,3364OT,Other transportation equipment,3364,Aerospace product and parts manufacturing,33641A,Propulsion units and parts for space vehicles and guided missiles,33641A,Propulsion units and parts for space vehicles and guided missiles,,336415
33DG,Durable goods,3364OT,Other transportation equipment,3364,Aerospace product and parts manufacturing,33641A,Propulsion units and parts for space vehicles and guided missiles,33641A,Propulsion units and parts for space vehicles and guided missiles,,336419
33DG,Durable goods,3364OT,Other transportation equipment,3365AO,All other transportation equipment manufacturing,336500,Railroad rolling stock manufacturing,336500,Railroad rolling stock manufacturing,,3365
33DG,Durable goods,3364OT,Other transportation equipment,3365AO,All other transportation equipment manufacturing,336611,Ship building and repairing,336611,Ship building and repairing,,336611
33DG,Durable goods,3364OT,Other transportation equipment,3365AO,All other transportation equipment manufacturing,336612,Boat building,336612,Boat building,,336612
33DG,Durable goods,3364OT,Other transportation equipment,3365AO,All other transportation equipment manufacturing,336991,"Motorcycle, bicycle, and parts manufacturing",336991,"Motorcycle, bicycle, and parts manufacturing",,336991
33DG,Durable goods,3364OT,Other transportation equipment,3365AO,All other transportation equipment manufacturing,336992,"Military armored vehicle, tank, and tank component manufacturing",336992,"Military armored vehicle, tank, and tank component manufacturing",,336992
33DG,Durable goods,3364OT,Other transportation equipment,3365AO,All other transportation equipment manufacturing,336999,All other transportation equipment manufacturing,336999,All other transportation equipment manufacturing,,336999
33DG,Durable goods,337,Furniture and related products,337,Furniture and related products,337110,Wood kitchen cabinet and countertop manufacturing,337110,Wood kitchen cabinet and countertop manufacturing,,33711
33DG,Durable goods,337,Furniture and related products,337,Furniture and related products,337121,Upholstered household furniture manufacturing,337121,Upholstered household furniture manufacturing,,337121
33DG,Durable goods,337,Furniture and related products,337,Furniture and related products,337122,Nonupholstered wood household furniture manufacturing,337122,Nonupholstered wood household furniture manufacturing,,337122
33DG,Durable goods,337,Furniture and related products,337,Furniture and related products,33712N,Other household nonupholstered furniture,33712N,Other household nonupholstered furniture,,337124
33DG,Durable goods,337,Furniture and related products,337,Furniture and related products,33712N,Other household nonupholstered furniture,33712N,Other household nonupholstered furniture,,337125
33DG,Durable goods,337,Furniture and related products,337,Furniture and related products,337127,Institutional furniture manufacturing,337127,Institutional furniture manufacturing,,337127
33DG,Durable goods,337,Furniture and related products,337,Furniture and related products,33721A,Office furniture and custom architectural woodwork and millwork manufacturing,33721A,Office furniture and custom architectural woodwork and millwork manufacturing,,337211
33DG,Durable goods,337,Furniture and related products,337,Furniture and related products,33721A,Office furniture and custom architectural woodwork and millwork manufacturing,33721A,Office furniture and custom architectural woodwork and millwork manufacturing,,337212
33DG,Durable goods,337,Furniture and related products,337,Furniture and related products,33721A,Office furniture and custom architectural woodwork and millwork manufacturing,33721A,Office furniture and custom architectural woodwork and millwork manufacturing,,337214
33DG,Durable goods,337,Furniture and related products,337,Furniture and related products,337215,"Showcase, partition, shelving, and locker manufacturing",337215,"Showcase, partition, shelving, and locker manufacturing",,337215
33DG,Durable goods,337,Furniture and related products,337,Furniture and related products,337900,Other furniture related product manufacturing,337900,Other furniture related product manufacturing,,3379
33DG,Durable goods,339,Miscellaneous manufacturing,3391,Medical equipment and supplies manufacturing,339112,Surgical and medical instrument manufacturing,339112,Surgical and medical instrument manufacturing,,339112
33DG,Durable goods,339,Miscellaneous manufacturing,3391,Medical equipment and supplies manufacturing,339113,Surgical appliance and supplies manufacturing,339113,Surgical appliance and supplies manufacturing,,339113
33DG,Durable goods,339,Miscellaneous manufacturing,3391,Medical equipment and supplies manufacturing,339114,Dental equipment and supplies manufacturing,339114,Dental equipment and supplies manufacturing,,339114
33DG,Durable goods,339,Miscellaneous manufacturing,3391,Medical equipment and supplies manufacturing,339115,Ophthalmic goods manufacturing,339115,Ophthalmic goods manufacturing,,339115
33DG,Durable goods,339,Miscellaneous manufacturing,3391,Medical equipment and supplies manufacturing,339116,Dental laboratories,339116,Dental laboratories,,339116
33DG,Durable goods,339,Miscellaneous manufacturing,3399,Other miscellaneous manufacturing,339910,Jewelry and silverware manufacturing,339910,Jewelry and silverware manufacturing,,33991
33DG,Durable goods,339,Miscellaneous manufacturing,3399,Other miscellaneous manufacturing,339920,Sporting and athletic goods manufacturing,339920,Sporting and athletic goods manufacturing,,33992
33DG,Durable goods,339,Miscellaneous manufacturing,3399,Other miscellaneous manufacturing,339930,"Doll, toy, and game manufacturing",339930,"Doll, toy, and game manufacturing",,33993
33DG,Durable goods,339,Miscellaneous manufacturing,3399,Other miscellaneous manufacturing,339940,Office supplies (except paper) manufacturing,339940,Office supplies (except paper) manufacturing,,33994
33DG,Durable goods,339,Miscellaneous manufacturing,3399,Other miscellaneous manufacturing,339950,Sign manufacturing,339950,Sign manufacturing,,33995
33DG,Durable goods,339,Miscellaneous manufacturing,3399,Other miscellaneous manufacturing,339990,All other miscellaneous manufacturing,339990,All other miscellaneous manufacturing,,33999
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311111,Dog and cat food manufacturing,311111,Dog and cat food manufacturing,,311111
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311119,Other animal food manufacturing,311119,Other animal food manufacturing,,311119
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311210,Flour milling and malt manufacturing,311210,Flour milling and malt manufacturing,,31121
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311221,Wet corn milling,311221,Wet corn milling,,311221
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311224,Soybean and other oilseed processing,311224,Soybean and other oilseed processing,,311224
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311225,Fats and oils refining and blending,311225,Fats and oils refining and blending,,311225
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311230,Breakfast cereal manufacturing,311230,Breakfast cereal manufacturing,,31123
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311300,Sugar and confectionery product manufacturing,311300,Sugar and confectionery product manufacturing,,3113
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311410,Frozen food manufacturing,311410,Frozen food manufacturing,,31141
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311420,"Fruit and vegetable canning, pickling, and drying",311420,"Fruit and vegetable canning, pickling, and drying",,31142
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,31151A,Fluid milk and butter manufacturing,31151A,Fluid milk and butter manufacturing,,311511
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,31151A,Fluid milk and butter manufacturing,31151A,Fluid milk and butter manufacturing,,311512
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311513,Cheese manufacturing,311513,Cheese manufacturing,,311513
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311514,"Dry, condensed, and evaporated dairy product manufacturing",311514,"Dry, condensed, and evaporated dairy product manufacturing",,311514
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311520,Ice cream and frozen dessert manufacturing,311520,Ice cream and frozen dessert manufacturing,,31152
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,31161A,"Animal (except poultry) slaughtering, rendering, and processing",31161A,"Animal (except poultry) slaughtering, rendering, and processing",,311611
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,31161A,"Animal (except poultry) slaughtering, rendering, and processing",31161A,"Animal (except poultry) slaughtering, rendering, and processing",,311612
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,31161A,"Animal (except poultry) slaughtering, rendering, and processing",31161A,"Animal (except poultry) slaughtering, rendering, and processing",,311613
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311615,Poultry processing,311615,Poultry processing,,311615
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311700,Seafood product preparation and packaging,311700,Seafood product preparation and packaging,,3117
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311810,Bread and bakery product manufacturing,311810,Bread and bakery product manufacturing,,31181
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,3118A0,"Cookie, cracker, pasta, and tortilla manufacturing",3118A0,"Cookie, cracker, pasta, and tortilla manufacturing",,31182
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,3118A0,"Cookie, cracker, pasta, and tortilla manufacturing",3118A0,"Cookie, cracker, pasta, and tortilla manufacturing",,31183
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311910,Snack food manufacturing,311910,Snack food manufacturing,,31191
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311920,Coffee and tea manufacturing,311920,Coffee and tea manufacturing,,31192
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311930,Flavoring syrup and concentrate manufacturing,311930,Flavoring syrup and concentrate manufacturing,,31193
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311940,Seasoning and dressing manufacturing,311940,Seasoning and dressing manufacturing,,31194
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,311,Food manufacturing,311990,All other food manufacturing,311990,All other food manufacturing,,31199
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,3121,Beverage manufacturing,312110,Soft drink and ice manufacturing,312110,Soft drink and ice manufacturing,,31211
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,3121,Beverage manufacturing,312120,Breweries,312120,Breweries,,31212
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,3121,Beverage manufacturing,312130,Wineries,312130,Wineries,,31213
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,3121,Beverage manufacturing,312140,Distilleries,312140,Distilleries,,31214
31ND,Nondurable goods,311FT,Food and beverage and tobacco products,3122,Tobacco manufacturing,312200,Tobacco manufacturing,312200,Tobacco manufacturing,,3122
31ND,Nondurable goods,313TT,Textile mills and textile product mills,313TT,Textile mills and textile product mills,313100,"Fiber, yarn, and thread mills",313100,"Fiber, yarn, and thread mills",,3131
31ND,Nondurable goods,313TT,Textile mills and textile product mills,313TT,Textile mills and textile product mills,313200,Fabric mills,313200,Fabric mills,,3132
31ND,Nondurable goods,313TT,Textile mills and textile product mills,313TT,Textile mills and textile product mills,313300,Textile and fabric finishing and fabric coating mills,313300,Textile and fabric finishing and fabric coating mills,,3133
31ND,Nondurable goods,313TT,Textile mills and textile product mills,313TT,Textile mills and textile product mills,314110,Carpet and rug mills,314110,Carpet and rug mills,,31411
31ND,Nondurable goods,313TT,Textile mills and textile product mills,313TT,Textile mills and textile product mills,314120,Curtain and linen mills,314120,Curtain and linen mills,,31412
31ND,Nondurable goods,313TT,Textile mills and textile product mills,313TT,Textile mills and textile product mills,314900,Other textile product mills,314900,Other textile product mills,,3149
31ND,Nondurable goods,315AL,Apparel and leather and allied products,315AL,Apparel and leather and allied products,315000,Apparel manufacturing,315000,Apparel manufacturing,,315
31ND,Nondurable goods,315AL,Apparel and leather and allied products,315AL,Apparel and leather and allied products,316000,Leather and allied product manufacturing,316000,Leather and allied product manufacturing,,316
31ND,Nondurable goods,322,Paper products,322,Paper products,322110,Pulp mills,322110,Pulp mills,,32211
31ND,Nondurable goods,322,Paper products,322,Paper products,322120,Paper mills,322120,Paper mills,,32212
31ND,Nondurable goods,322,Paper products,322,Paper products,322130,Paperboard mills,322130,Paperboard mills,,32213
31ND,Nondurable goods,322,Paper products,322,Paper products,322210,Paperboard container manufacturing,322210,Paperboard container manufacturing,,32221
31ND,Nondurable goods,322,Paper products,322,Paper products,322220,Paper bag and coated and treated paper manufacturing,322220,Paper bag and coated and treated paper manufacturing,,32222
31ND,Nondurable goods,322,Paper products,322,Paper products,322230,Stationery product manufacturing,322230,Stationery product manufacturing,,32223
31ND,Nondurable goods,322,Paper products,322,Paper products,322291,Sanitary paper product manufacturing,322291,Sanitary paper product manufacturing,,322291
31ND,Nondurable goods,322,Paper products,322,Paper products,322299,All other converted paper product manufacturing,322299,All other converted paper product manufacturing,,322299
31ND,Nondurable goods,323,Printing and related support activities,323,Printing and related support activities,323110,Printing,323110,Printing,,32311
31ND,Nondurable goods,323,Printing and related support activities,323,Printing and related support activities,323120,Support activities for printing,323120,Support activities for printing,,32312
31ND,Nondurable goods,324,Petroleum and coal products,324,Petroleum and coal products,324110,Petroleum refineries,324110,Petroleum refineries,,32411
31ND,Nondurable goods,324,Petroleum and coal products,324,Petroleum and coal products,324121,Asphalt paving mixture and block manufacturing,324121,Asphalt paving mixture and block manufacturing,,324121
31ND,Nondurable goods,324,Petroleum and coal products,324,Petroleum and coal products,324122,Asphalt shingle and coating materials manufacturing,324122,Asphalt shingle and coating materials manufacturing,,324122
31ND,Nondurable goods,324,Petroleum and coal products,324,Petroleum and coal products,324190,Other petroleum and coal products manufacturing,324190,Other petroleum and coal products manufacturing,,32419
31ND,Nondurable goods,325,Chemical products,3251,Basic chemical manufacturing,325110,Petrochemical manufacturing,325110,Petrochemical manufacturing,,32511
31ND,Nondurable goods,325,Chemical products,3251,Basic chemical manufacturing,325120,Industrial gas manufacturing,325120,Industrial gas manufacturing,,32512
31ND,Nondurable goods,325,Chemical products,3251,Basic chemical manufacturing,325130,Synthetic dye and pigment manufacturing,325130,Synthetic dye and pigment manufacturing,,32513
31ND,Nondurable goods,325,Chemical products,3251,Basic chemical manufacturing,325180,Other basic inorganic chemical manufacturing,325180,Other basic inorganic chemical manufacturing,,32518
31ND,Nondurable goods,325,Chemical products,3251,Basic chemical manufacturing,325190,Other basic organic chemical manufacturing,325190,Other basic organic chemical manufacturing,,32519
31ND,Nondurable goods,325,Chemical products,3252,"Resin, rubber, and artificial fibers manufacturing",325211,Plastics material and resin manufacturing,325211,Plastics material and resin manufacturing,,325211
31ND,Nondurable goods,325,Chemical products,3252,"Resin, rubber, and artificial fibers manufacturing",3252A0,Synthetic rubber and artificial and synthetic fibers and filaments manufacturing,3252A0,Synthetic rubber and artificial and synthetic fibers and filaments manufacturing,,325212
31ND,Nondurable goods,325,Chemical products,3252,"Resin, rubber, and artificial fibers manufacturing",3252A0,Synthetic rubber and artificial and synthetic fibers and filaments manufacturing,3252A0,Synthetic rubber and artificial and synthetic fibers and filaments manufacturing,,32522
31ND,Nondurable goods,325,Chemical products,3254,Pharmaceutical and medicine manufacturing,325411,Medicinal and botanical manufacturing,325411,Medicinal and botanical manufacturing,,325411
31ND,Nondurable goods,325,Chemical products,3254,Pharmaceutical and medicine manufacturing,325412,Pharmaceutical preparation manufacturing,325412,Pharmaceutical preparation manufacturing,,325412
31ND,Nondurable goods,325,Chemical products,3254,Pharmaceutical and medicine manufacturing,325413,In-vitro diagnostic substance manufacturing,325413,In-vitro diagnostic substance manufacturing,,325413
31ND,Nondurable goods,325,Chemical products,3254,Pharmaceutical and medicine manufacturing,325414,Biological product (except diagnostic) manufacturing,325414,Biological product (except diagnostic) manufacturing,,325414
31ND,Nondurable goods,325,Chemical products,325X,Other chemical manufacturing,325310,Fertilizer manufacturing,325310,Fertilizer manufacturing,,32531
31ND,Nondurable goods,325,Chemical products,325X,Other chemical manufacturing,325320,Pesticide and other agricultural chemical manufacturing,325320,Pesticide and other agricultural chemical manufacturing,,32532
31ND,Nondurable goods,325,Chemical products,325X,Other chemical manufacturing,325510,Paint and coating manufacturing,325510,Paint and coating manufacturing,,32551
31ND,Nondurable goods,325,Chemical products,325X,Other chemical manufacturing,325520,Adhesive manufacturing,325520,Adhesive manufacturing,,32552
31ND,Nondurable goods,325,Chemical products,325X,Other chemical manufacturing,325610,Soap and cleaning compound manufacturing,325610,Soap and cleaning compound manufacturing,,32561
31ND,Nondurable goods,325,Chemical products,325X,Other chemical manufacturing,325620,Toilet preparation manufacturing,325620,Toilet preparation manufacturing,,32562
31ND,Nondurable goods,325,Chemical products,325X,Other chemical manufacturing,325910,Printing ink manufacturing,325910,Printing ink manufacturing,,32591
31ND,Nondurable goods,325,Chemical products,325X,Other chemical manufacturing,3259A0,All other chemical product and preparation manufacturing,3259A0,All other chemical product and preparation manufacturing,,32592
31ND,Nondurable goods,325,Chemical products,325X,Other chemical manufacturing,3259A0,All other chemical product and preparation manufacturing,3259A0,All other chemical product and preparation manufacturing,,32599
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326110,Plastics packaging materials and unlaminated film and sheet manufacturing,326110,Plastics packaging materials and unlaminated film and sheet manufacturing,,32611
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326120,"Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing",326120,"Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing",,32612
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326130,"Laminated plastics plate, sheet (except packaging), and shape manufacturing",326130,"Laminated plastics plate, sheet (except packaging), and shape manufacturing",,32613
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326140,Polystyrene foam product manufacturing,326140,Polystyrene foam product manufacturing,,32614
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326150,Urethane and other foam product (except polystyrene) manufacturing,326150,Urethane and other foam product (except polystyrene) manufacturing,,32615
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326160,Plastics bottle manufacturing,326160,Plastics bottle manufacturing,,32616
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326190,Other plastics product manufacturing,326190,Other plastics product manufacturing,,32619
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326210,Tire manufacturing,326210,Tire manufacturing,,32621
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326220,Rubber and plastics hoses and belting manufacturing,326220,Rubber and plastics hoses and belting manufacturing,,32622
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326290,Other rubber product manufacturing,326290,Other rubber product manufacturing,,32629
42,Wholesale trade,42,Wholesale trade,4231,Motor vehicle and motor vehicle parts and supplies merchant wholesalers,423100,Motor vehicle and motor vehicle parts and supplies,423100,Motor vehicle and motor vehicle parts and supplies,,4231
42,Wholesale trade,42,Wholesale trade,4234,Professional and commercial equipment and supplies merchant wholesalers,423400,Professional and commercial equipment and supplies,423400,Professional and commercial equipment and supplies,,4234
42,Wholesale trade,42,Wholesale trade,4236,Household appliances and electrical and electronic goods merchant wholesalers,423600,Household appliances and electrical and electronic goods,423600,Household appliances and electrical and electronic goods,,4236
42,Wholesale trade,42,Wholesale trade,4238,"Machinery, equipment, and supplies merchant wholesalers",423800,"Machinery, equipment, and supplies",423800,"Machinery, equipment, and supplies",,4238
42,Wholesale trade,42,Wholesale trade,423X,Other durable goods merchant wholesalers,423A00,Other durable goods merchant wholesalers,423A00,Other durable goods merchant wholesalers,,4232
42,Wholesale trade,42,Wholesale trade,423X,Other durable goods merchant wholesalers,423A00,Other durable goods merchant wholesalers,423A00,Other durable goods merchant wholesalers,,4233
42,Wholesale trade,42,Wholesale trade,423X,Other durable goods merchant wholesalers,423A00,Other durable goods merchant wholesalers,423A00,Other durable goods merchant wholesalers,,4235
42,Wholesale trade,42,Wholesale trade,423X,Other durable goods merchant wholesalers,423A00,Other durable goods merchant wholesalers,423A00,Other durable goods merchant wholesalers,,4237
42,Wholesale trade,42,Wholesale trade,423X,Other durable goods merchant wholesalers,423A00,Other durable goods merchant wholesalers,423A00,Other durable goods merchant wholesalers,,4239
42,Wholesale trade,42,Wholesale trade,4242,Drugs and druggists sundries merchant wholesalers,424200,Drugs and druggists' sundries,424200,Drugs and druggists' sundries,,4242
42,Wholesale trade,42,Wholesale trade,4244,Grocery and related products merchant wholesalers,424400,Grocery and related product wholesalers,424400,Grocery and related product wholesalers,,4244
42,Wholesale trade,42,Wholesale trade,4247,Petroleum and petroleum products merchant wholesalers,424700,Petroleum and petroleum products,424700,Petroleum and petroleum products,,4247
42,Wholesale trade,42,Wholesale trade,424X,Other nondurable goods merchant wholesalers,424A00,Other nondurable goods merchant wholesalers,424A00,Other nondurable goods merchant wholesalers,,4241
42,Wholesale trade,42,Wholesale trade,424X,Other nondurable goods merchant wholesalers,424A00,Other nondurable goods merchant wholesalers,424A00,Other nondurable goods merchant wholesalers,,4243
42,Wholesale trade,42,Wholesale trade,424X,Other nondurable goods merchant wholesalers,424A00,Other nondurable goods merchant wholesalers,424A00,Other nondurable goods merchant wholesalers,,4245
42,Wholesale trade,42,Wholesale trade,424X,Other nondurable goods merchant wholesalers,424A00,Other nondurable goods merchant wholesalers,424A00,Other nondurable goods merchant wholesalers,,4246
42,Wholesale trade,42,Wholesale trade,424X,Other nondurable goods merchant wholesalers,424A00,Other nondurable goods merchant wholesalers,424A00,Other nondurable goods merchant wholesalers,,4248
42,Wholesale trade,42,Wholesale trade,424X,Other nondurable goods merchant wholesalers,424A00,Other nondurable goods merchant wholesalers,424A00,Other nondurable goods merchant wholesalers,,4249
42,Wholesale trade,42,Wholesale trade,425,Wholesale electronic markets and agents and brokers,425000,Wholesale electronic markets and agents and brokers,425000,Wholesale electronic markets and agents and brokers,,425
42,Wholesale trade,42,Wholesale trade,42ID,Customs duties,4200ID,Customs duties,4200ID,Customs duties,,n.a.
44RT,Retail trade,441,Motor vehicle and parts dealers,441,Motor vehicle and parts dealers,441000,Motor vehicle and parts dealers,441000,Motor vehicle and parts dealers,,441
44RT,Retail trade,445,Food and beverage stores,445,Food and beverage stores,445000,Food and beverage stores,445000,Food and beverage stores,,445
44RT,Retail trade,452,General merchandise stores,452,General merchandise stores,452000,General merchandise stores,452000,General merchandise stores,,452
44RT,Retail trade,4A0,Other retail,444,Building material and garden equipment and supplies dealers,444000,Building material and garden equipment and supplies dealers,444000,Building material and garden equipment and supplies dealers,,444
44RT,Retail trade,4A0,Other retail,446,Health and personal care stores,446000,Health and personal care stores,446000,Health and personal care stores,,446
44RT,Retail trade,4A0,Other retail,447,Gasoline stations,447000,Gasoline stations,447000,Gasoline stations,,447
