model_set,model,term,estimate,std_error,t_value,p_value
robustness_price,Direct shock,tariff_direct_prelim_cum01,0.006046585298208621,0.03307093795256547,0.1828368250964457,0.8554951425950186
robustness_price,Full IO network,network_tariff_shock_cum01,0.06424762529917824,0.027738328461365553,2.316203926587123,0.023711054041598546
robustness_price,Excluding own industry,network_tariff_shock_excl_own_cum01,0.08949094838098891,0.0552942944294607,1.618448147397072,0.11040874789136856
robustness_price,Only IO links > 5%,network_tariff_shock_5pct_cum01,0.06366742234736114,0.026887113988739348,2.3679530043286103,0.020871506085368457
robustness_realwage,Direct shock,tariff_direct_prelim_cum01,-0.0048770003275885,0.031946296130696106,-0.1526624653961796,0.879160205635528
robustness_realwage,Full IO network,network_tariff_shock_cum01,-0.057463042275430386,0.03456706218778477,-1.6623640725747457,0.10148797862228848
robustness_realwage,Excluding own industry,network_tariff_shock_excl_own_cum01,-0.07152111671349874,0.07305226592408046,-0.9790403597860611,0.3313649313443867
robustness_realwage,Only IO links > 5%,network_tariff_shock_5pct_cum01,-0.06258954387761476,0.033853374931532995,-1.848842072738669,0.06924987986249402
