year,category,source,series_id,value,base_value,price_index_1984_100,label
2003,new_vehicles,BLS CPI-U,CUUR0000SETA01,137.85,102.63333333333333,134.31308866515104,New vehicles
2003,recreation,BLS CPI-U,CUUR0000SAR,107.525,,,Recreation goods/services
2003,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,205.51666666666665,105.29166666666669,195.18796992481197,Rent
2003,shelter,BLS CPI-U,CUUR0000SAH1,213.11666666666667,103.99166666666667,204.93629297219326,Shelter
2003,transportation,BLS CPI-U,CUUR0000SAT,157.55833333333334,103.71666666666664,151.9122609673791,Transportation
2003,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,142.91666666666666,112.51666666666668,127.01821952303361,Used cars and trucks
2004,apparel,BLS CPI-U,CUUR0000SAA,120.43333333333334,102.03333333333336,118.03332244364584,Apparel
2004,cpi_all,BLS CPI-U,CUUR0000SA0,188.88333333333333,103.88333333333333,181.82255735600833,CPI All Items
2004,durables,BLS CPI-U,CUUR0000SAD,114.76666666666668,105.1,109.19758959720902,Durable goods
2004,education_communication,BLS CPI-U,CUUR0000SAE,111.58333333333331,,,Education and communication
2004,energy,BLS CPI-U,CUUR0000SA0E,151.39166666666668,100.925,150.00412847824293,Energy
2004,food,BLS CPI-U,CUUR0000SAF1,186.175,103.23333333333332,180.343881175331,Food
2004,household_furnishings,BLS CPI-U,CUUR0000SAH3,125.475,101.85833333333332,123.18579726744663,Household furnishings
2004,medical_care,BLS CPI-U,CUUR0000SAM,310.1333333333333,106.85833333333332,290.2284956718397,Medical care
2004,new_vehicles,BLS CPI-U,CUUR0000SETA01,137.05833333333334,102.63333333333333,133.5417343293277,New vehicles
2004,recreation,BLS CPI-U,CUUR0000SAR,108.625,,,Recreation goods/services
2004,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,211.025,105.29166666666669,200.41946972694893,Rent
2004,shelter,BLS CPI-U,CUUR0000SAH1,218.84166666666667,103.99166666666667,210.44154179020757,Shelter
2004,transportation,BLS CPI-U,CUUR0000SAT,163.1,103.71666666666664,157.25534308211476,Transportation
2004,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,133.32500000000002,112.51666666666668,118.49355651014663,Used cars and trucks
2005,apparel,BLS CPI-U,CUUR0000SAA,119.54166666666669,102.03333333333336,117.15942502450179,Apparel
2005,cpi_all,BLS CPI-U,CUUR0000SA0,195.29166666666663,103.88333333333333,187.99133643510345,CPI All Items
2005,durables,BLS CPI-U,CUUR0000SAD,115.25,105.1,109.65746907706946,Durable goods
2005,education_communication,BLS CPI-U,CUUR0000SAE,113.68333333333334,,,Education and communication
2005,energy,BLS CPI-U,CUUR0000SA0E,177.04999999999998,100.925,175.42729749814217,Energy
2005,food,BLS CPI-U,CUUR0000SAF1,190.725,103.23333333333332,184.75137229577012,Food
2005,household_furnishings,BLS CPI-U,CUUR0000SAH3,126.09166666666664,101.85833333333332,123.79121328642722,Household furnishings
2005,medical_care,BLS CPI-U,CUUR0000SAM,323.225,106.85833333333332,302.4799188957343,Medical care
2005,new_vehicles,BLS CPI-U,CUUR0000SETA01,137.90833333333333,102.63333333333333,134.3699253004222,New vehicles
2005,recreation,BLS CPI-U,CUUR0000SAR,109.35,,,Recreation goods/services
2005,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,217.34166666666667,105.29166666666669,206.41867827463392,Rent
2005,shelter,BLS CPI-U,CUUR0000SAH1,224.425,103.99166666666667,215.81056174372947,Shelter
2005,transportation,BLS CPI-U,CUUR0000SAT,173.90833333333333,103.71666666666664,167.67636188333606,Transportation
2005,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,139.44166666666666,112.51666666666668,123.92978817952893,Used cars and trucks
2006,apparel,BLS CPI-U,CUUR0000SAA,119.45,102.03333333333336,117.06958510290752,Apparel
2006,cpi_all,BLS CPI-U,CUUR0000SA0,201.59166666666667,103.88333333333333,194.05583186266645,CPI All Items
2006,durables,BLS CPI-U,CUUR0000SAD,114.46666666666664,105.1,108.91214716143354,Durable goods
2006,education_communication,BLS CPI-U,CUUR0000SAE,116.76666666666668,,,Education and communication
2006,energy,BLS CPI-U,CUUR0000SA0E,196.85833333333332,100.925,195.05408306498225,Energy
2006,food,BLS CPI-U,CUUR0000SAF1,195.175,103.23333333333332,189.06199547949632,Food
2006,household_furnishings,BLS CPI-U,CUUR0000SAH3,127.025,101.85833333333332,124.70751861245195,Household furnishings
2006,medical_care,BLS CPI-U,CUUR0000SAM,336.18333333333334,106.85833333333332,314.6065663261328,Medical care
2006,new_vehicles,BLS CPI-U,CUUR0000SETA01,137.58333333333334,102.63333333333333,134.05326404676845,New vehicles
2006,recreation,BLS CPI-U,CUUR0000SAR,110.925,,,Recreation goods/services
2006,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,225.09166666666667,105.29166666666669,213.77918480411552,Rent
2006,shelter,BLS CPI-U,CUUR0000SAH1,232.13333333333333,103.99166666666667,223.22301466463657,Shelter
2006,transportation,BLS CPI-U,CUUR0000SAT,180.85833333333332,103.71666666666664,174.37730997910978,Transportation
2006,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,139.99166666666667,112.51666666666668,124.4186046511628,Used cars and trucks
2007,apparel,BLS CPI-U,CUUR0000SAA,118.99825,102.03333333333336,116.62683763475985,Apparel
2007,cpi_all,BLS CPI-U,CUUR0000SA0,207.34241666666665,103.88333333333333,199.59160917696133,CPI All Items
2007,durables,BLS CPI-U,CUUR0000SAD,112.47341666666668,105.1,107.01562004440217,Durable goods
2007,education_communication,BLS CPI-U,CUUR0000SAE,119.57666666666668,,,Education and communication
2007,energy,BLS CPI-U,CUUR0000SA0E,207.72325,100.925,205.8194203616547,Energy
2007,food,BLS CPI-U,CUUR0000SAF1,202.91591666666667,103.23333333333332,196.56046173716504,Food
2007,household_furnishings,BLS CPI-U,CUUR0000SAH3,126.8745,101.85833333333332,124.55976437863046,Household furnishings
2007,medical_care,BLS CPI-U,CUUR0000SAM,351.05358333333334,106.85833333333332,328.5224206503939,Medical care
2007,new_vehicles,BLS CPI-U,CUUR0000SETA01,136.25441666666666,102.63333333333333,132.75844430009744,New vehicles
2007,recreation,BLS CPI-U,CUUR0000SAR,111.44325,,,Recreation goods/services
2007,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,234.67891666666665,105.29166666666669,222.88460625247325,Rent
2007,shelter,BLS CPI-U,CUUR0000SAH1,240.61058333333332,103.99166666666667,231.37486978123243,Shelter
2007,transportation,BLS CPI-U,CUUR0000SAT,184.68158333333332,103.71666666666664,178.06355455568058,Transportation
2007,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,135.74666666666667,112.51666666666668,120.64583024737074,Used cars and trucks
2008,apparel,BLS CPI-U,CUUR0000SAA,118.90691666666667,102.03333333333336,116.53732440378958,Apparel
2008,cpi_all,BLS CPI-U,CUUR0000SA0,215.3025,103.88333333333333,207.25413123696458,CPI All Items
2008,durables,BLS CPI-U,CUUR0000SAD,110.87733333333334,105.1,105.49698699651127,Durable goods
2008,education_communication,BLS CPI-U,CUUR0000SAE,123.63141666666668,,,Education and communication
2008,energy,BLS CPI-U,CUUR0000SA0E,236.66625,100.925,234.4971513500124,Energy
2008,food,BLS CPI-U,CUUR0000SAF1,214.10641666666663,103.23333333333332,207.40046819502743,Food
2008,household_furnishings,BLS CPI-U,CUUR0000SAH3,127.80041666666666,101.85833333333332,125.46878834983231,Household furnishings
2008,medical_care,BLS CPI-U,CUUR0000SAM,364.06483333333335,106.85833333333332,340.69858847383614,Medical care
2008,new_vehicles,BLS CPI-U,CUUR0000SETA01,134.19366666666667,102.63333333333333,130.75056836635272,New vehicles
2008,recreation,BLS CPI-U,CUUR0000SAR,113.25391666666668,,,Recreation goods/services
2008,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,243.27116666666663,105.29166666666669,231.0450336367233,Rent
2008,shelter,BLS CPI-U,CUUR0000SAH1,246.66641666666663,103.99166666666667,237.1982530651494,Shelter
2008,transportation,BLS CPI-U,CUUR0000SAT,195.54933333333332,103.71666666666664,188.54186083882377,Transportation
2008,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,133.9511666666667,112.51666666666668,119.05006665679159,Used cars and trucks
2009,apparel,BLS CPI-U,CUUR0000SAA,120.07816666666668,102.03333333333336,117.68523358379612,Apparel
2009,cpi_all,BLS CPI-U,CUUR0000SA0,214.537,103.88333333333333,206.51724691159959,CPI All Items
2009,durables,BLS CPI-U,CUUR0000SAD,109.85891666666669,105.1,104.52798921661912,Durable goods
2009,education_communication,BLS CPI-U,CUUR0000SAE,127.39333333333332,,,Education and communication
2009,energy,BLS CPI-U,CUUR0000SA0E,193.12625,100.925,191.35620510279912,Energy
2009,food,BLS CPI-U,CUUR0000SAF1,217.95508333333336,103.23333333333332,211.1285921859865,Food
2009,household_furnishings,BLS CPI-U,CUUR0000SAH3,128.70141666666666,101.85833333333332,126.35335024134828,Household furnishings
2009,medical_care,BLS CPI-U,CUUR0000SAM,375.6132500000001,106.85833333333332,351.5058098728848,Medical care
2009,new_vehicles,BLS CPI-U,CUUR0000SETA01,135.62341666666666,102.63333333333333,132.14363429684963,New vehicles
2009,recreation,BLS CPI-U,CUUR0000SAR,114.27233333333334,,,Recreation goods/services
2009,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,248.81158333333332,105.29166666666669,236.30700435298766,Rent
2009,shelter,BLS CPI-U,CUUR0000SAH1,249.35425,103.99166666666667,239.7829152977001,Shelter
2009,transportation,BLS CPI-U,CUUR0000SAT,179.25241666666668,103.71666666666664,172.82894102522903,Transportation
2009,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,126.97275,112.51666666666668,112.84794845208117,Used cars and trucks
2010,apparel,BLS CPI-U,CUUR0000SAA,119.50308333333334,102.03333333333336,117.12161058477619,Apparel
2010,cpi_all,BLS CPI-U,CUUR0000SA0,218.0555,103.88333333333333,209.9042194769774,CPI All Items
2010,durables,BLS CPI-U,CUUR0000SAD,111.32433333333334,105.1,105.92229622581671,Durable goods
2010,education_communication,BLS CPI-U,CUUR0000SAE,129.91916666666663,,,Education and communication
2010,energy,BLS CPI-U,CUUR0000SA0E,211.449,100.925,209.5110230369086,Energy
2010,food,BLS CPI-U,CUUR0000SAF1,219.62508333333332,103.23333333333332,212.7462867290927,Food
2010,household_furnishings,BLS CPI-U,CUUR0000SAH3,125.4895,101.85833333333332,123.20003272519024,Household furnishings
2010,medical_care,BLS CPI-U,CUUR0000SAM,388.4356666666667,106.85833333333332,363.50526397878815,Medical care
2010,new_vehicles,BLS CPI-U,CUUR0000SETA01,138.0055,102.63333333333333,134.4645988957454,New vehicles
2010,recreation,BLS CPI-U,CUUR0000SAR,113.31325,,,Recreation goods/services
2010,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,249.38541666666663,105.29166666666669,236.85199841709527,Rent
2010,shelter,BLS CPI-U,CUUR0000SAH1,248.39616666666663,103.99166666666667,238.86160750060097,Shelter
2010,transportation,BLS CPI-U,CUUR0000SAT,193.3959166666667,103.71666666666664,186.46561144142703,Transportation
2010,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,143.12808333333334,112.51666666666668,127.20611761220559,Used cars and trucks
2011,apparel,BLS CPI-U,CUUR0000SAA,122.11066666666666,102.03333333333336,119.67722966350863,Apparel
2011,cpi_all,BLS CPI-U,CUUR0000SA0,224.9391666666667,103.88333333333333,216.5305631317183,CPI All Items
2011,durables,BLS CPI-U,CUUR0000SAD,112.55658333333334,105.1,107.09475103076436,Durable goods
2011,education_communication,BLS CPI-U,CUUR0000SAE,131.46641666666667,,,Education and communication
2011,energy,BLS CPI-U,CUUR0000SA0E,243.9090833333333,100.925,241.67360251011476,Energy
2011,food,BLS CPI-U,CUUR0000SAF1,227.8415,103.23333333333332,220.70536002583148,Food
2011,household_furnishings,BLS CPI-U,CUUR0000SAH3,124.94258333333332,101.85833333333332,122.66309416673484,Household furnishings
2011,medical_care,BLS CPI-U,CUUR0000SAM,400.2575,106.85833333333332,374.56835373937463,Medical care
2011,new_vehicles,BLS CPI-U,CUUR0000SETA01,141.88341666666668,102.63333333333333,138.243017213381,New vehicles
2011,recreation,BLS CPI-U,CUUR0000SAR,113.35733333333332,,,Recreation goods/services
2011,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,253.63816666666665,105.29166666666669,240.8910170162247,Rent
2011,shelter,BLS CPI-U,CUUR0000SAH1,251.64575,103.99166666666667,241.98645724817692,Shelter
2011,transportation,BLS CPI-U,CUUR0000SAT,212.366,103.71666666666664,204.7559055118111,Transportation
2011,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,149.0105,112.51666666666668,132.43415790253295,Used cars and trucks
2012,apparel,BLS CPI-U,CUUR0000SAA,126.26458333333332,102.03333333333336,123.74836654688006,Apparel
2012,cpi_all,BLS CPI-U,CUUR0000SA0,229.59391666666667,103.88333333333333,221.01131076528156,CPI All Items
2012,durables,BLS CPI-U,CUUR0000SAD,112.79025,105.1,107.31707897240723,Durable goods
2012,education_communication,BLS CPI-U,CUUR0000SAE,133.84433333333334,,,Education and communication
2012,energy,BLS CPI-U,CUUR0000SA0E,246.08041666666668,100.925,243.8250350920651,Energy
2012,food,BLS CPI-U,CUUR0000SAF1,233.77733333333333,103.23333333333332,226.4552793025509,Food
2012,household_furnishings,BLS CPI-U,CUUR0000SAH3,125.749,101.85833333333332,123.45479833101531,Household furnishings
2012,medical_care,BLS CPI-U,CUUR0000SAM,414.9239166666666,106.85833333333332,388.29345706932855,Medical care
2012,new_vehicles,BLS CPI-U,CUUR0000SETA01,144.23208333333332,102.63333333333333,140.53142253978564,New vehicles
2012,recreation,BLS CPI-U,CUUR0000SAR,114.70258333333334,,,Recreation goods/services
2012,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,260.3668333333333,105.29166666666669,247.28151958844475,Rent
2012,shelter,BLS CPI-U,CUUR0000SAH1,257.0835,103.99166666666667,247.21548200977642,Shelter
2012,transportation,BLS CPI-U,CUUR0000SAT,217.33741666666663,103.71666666666664,209.54917242487548,Transportation
2012,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,150.33016666666666,112.51666666666668,133.60702118204708,Used cars and trucks
2013,apparel,BLS CPI-U,CUUR0000SAA,127.41133333333332,102.03333333333336,124.87226396602414,Apparel
2013,cpi_all,BLS CPI-U,CUUR0000SA0,232.95708333333332,103.88333333333333,224.24875661800095,CPI All Items
2013,durables,BLS CPI-U,CUUR0000SAD,111.88875,105.1,106.45932445290201,Durable goods
2013,education_communication,BLS CPI-U,CUUR0000SAE,135.88633333333334,,,Education and communication
2013,energy,BLS CPI-U,CUUR0000SA0E,244.4095,100.925,242.16943274708945,Energy
2013,food,BLS CPI-U,CUUR0000SAF1,237.03691666666668,103.23333333333332,229.61277042299005,Food
2013,household_furnishings,BLS CPI-U,CUUR0000SAH3,124.7645,101.85833333333332,122.48825983801032,Household furnishings
2013,medical_care,BLS CPI-U,CUUR0000SAM,425.1345,106.85833333333332,397.8487093503861,Medical care
2013,new_vehicles,BLS CPI-U,CUUR0000SETA01,145.78333333333333,102.63333333333333,142.04287106203313,New vehicles
2013,recreation,BLS CPI-U,CUUR0000SAR,115.26608333333331,,,Recreation goods/services
2013,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,267.7245833333333,105.29166666666669,254.26948951325676,Rent
2013,shelter,BLS CPI-U,CUUR0000SAH1,263.05575,103.99166666666667,252.9584902636429,Shelter
2013,transportation,BLS CPI-U,CUUR0000SAT,217.4115833333333,103.71666666666664,209.62068134340353,Transportation
2013,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,149.88683333333333,112.51666666666668,133.2130054806695,Used cars and trucks
2014,apparel,BLS CPI-U,CUUR0000SAA,127.51425,102.03333333333336,124.9731296961777,Apparel
2014,cpi_all,BLS CPI-U,CUUR0000SA0,236.73616666666663,103.88333333333333,227.88657147441035,CPI All Items
2014,durables,BLS CPI-U,CUUR0000SAD,110.34933333333332,105.1,104.99460830954645,Durable goods
2014,education_communication,BLS CPI-U,CUUR0000SAE,137.51791666666665,,,Education and communication
2014,energy,BLS CPI-U,CUUR0000SA0E,243.5834166666667,100.925,241.3509206506482,Energy
2014,food,BLS CPI-U,CUUR0000SAF1,242.7245,103.23333333333332,235.12221504681955,Food
2014,household_furnishings,BLS CPI-U,CUUR0000SAH3,123.14725,101.85833333333332,120.90051542174591,Household furnishings
2014,medical_care,BLS CPI-U,CUUR0000SAM,435.29225,106.85833333333332,407.3545192232707,Medical care
2014,new_vehicles,BLS CPI-U,CUUR0000SETA01,146.27483333333333,102.63333333333333,142.52176031178956,New vehicles
2014,recreation,BLS CPI-U,CUUR0000SAR,115.54341666666666,,,Recreation goods/services
2014,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,276.1619166666667,105.29166666666669,262.28278591214877,Rent
2014,shelter,BLS CPI-U,CUUR0000SAH1,270.513,103.99166666666667,260.12949755589386,Shelter
2014,transportation,BLS CPI-U,CUUR0000SAT,215.93925,103.71666666666664,208.20110878997272,Transportation
2014,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,149.09375,112.51666666666668,132.50814694119387,Used cars and trucks
2015,apparel,BLS CPI-U,CUUR0000SAA,125.9025,102.03333333333336,123.3934988565828,Apparel
2015,cpi_all,BLS CPI-U,CUUR0000SA0,237.017,103.88333333333333,228.1569067864592,CPI All Items
2015,durables,BLS CPI-U,CUUR0000SAD,109.11608333333334,105.1,103.82120202981288,Durable goods
2015,education_communication,BLS CPI-U,CUUR0000SAE,138.2085,,,Education and communication
2015,energy,BLS CPI-U,CUUR0000SA0E,202.895,100.925,201.03542234332426,Energy
2015,food,BLS CPI-U,CUUR0000SAF1,247.2348333333333,103.23333333333332,239.49128188569583,Food
2015,household_furnishings,BLS CPI-U,CUUR0000SAH3,122.60433333333332,101.85833333333332,120.36750388611634,Household furnishings
2015,medical_care,BLS CPI-U,CUUR0000SAM,446.7520833333333,106.85833333333332,418.07884270451535,Medical care
2015,new_vehicles,BLS CPI-U,CUUR0000SETA01,147.135,102.63333333333333,143.35985709645988,New vehicles
2015,recreation,BLS CPI-U,CUUR0000SAR,115.94141666666668,,,Recreation goods/services
2015,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,286.03191666666663,105.29166666666669,271.6567471309853,Rent
2015,shelter,BLS CPI-U,CUUR0000SAH1,278.80266666666665,103.99166666666667,268.1009696289766,Shelter
2015,transportation,BLS CPI-U,CUUR0000SAT,199.0665833333333,103.71666666666664,191.93307086614175,Transportation
2015,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,147.1195,112.51666666666668,130.7535179973337,Used cars and trucks
2016,apparel,BLS CPI-U,CUUR0000SAA,126.04533333333332,102.03333333333336,123.53348578895782,Apparel
2016,cpi_all,BLS CPI-U,CUUR0000SA0,240.00716666666665,103.88333333333333,231.03529600513397,CPI All Items
2016,durables,BLS CPI-U,CUUR0000SAD,107.27908333333332,105.1,102.07334284808118,Durable goods
2016,education_communication,BLS CPI-U,CUUR0000SAE,139.13325,,,Education and communication
2016,energy,BLS CPI-U,CUUR0000SA0E,189.53491666666665,100.925,187.79778713566176,Energy
2016,food,BLS CPI-U,CUUR0000SAF1,247.93125,103.23333333333332,240.16588634162096,Food
2016,household_furnishings,BLS CPI-U,CUUR0000SAH3,121.61483333333332,101.85833333333332,119.39605661457908,Household furnishings
2016,medical_care,BLS CPI-U,CUUR0000SAM,463.6746666666667,106.85833333333332,433.9153084301646,Medical care
2016,new_vehicles,BLS CPI-U,CUUR0000SETA01,147.3575,102.63333333333333,143.57664826242288,New vehicles
2016,recreation,BLS CPI-U,CUUR0000SAR,116.98441666666666,,,Recreation goods/services
2016,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,296.82041666666663,105.29166666666669,281.90304709141265,Rent
2016,shelter,BLS CPI-U,CUUR0000SAH1,288.23,103.99166666666667,277.1664396185592,Shelter
2016,transportation,BLS CPI-U,CUUR0000SAT,194.8935833333333,103.71666666666664,187.9096095130966,Transportation
2016,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,143.48833333333332,112.51666666666668,127.52629240112572,Used cars and trucks
2017,apparel,BLS CPI-U,CUUR0000SAA,125.612,102.03333333333336,123.108787977785,Apparel
2017,cpi_all,BLS CPI-U,CUUR0000SA0,245.1195833333333,103.88333333333333,235.9566019573239,CPI All Items
2017,durables,BLS CPI-U,CUUR0000SAD,105.28291666666668,105.1,100.17404059625754,Durable goods
2017,education_communication,BLS CPI-U,CUUR0000SAE,136.50675,,,Education and communication
2017,energy,BLS CPI-U,CUUR0000SA0E,204.53975,100.925,202.66509784493434,Energy
2017,food,BLS CPI-U,CUUR0000SAF1,250.06491666666668,103.23333333333332,242.2327252179529,Food
2017,household_furnishings,BLS CPI-U,CUUR0000SAH3,120.71591666666666,101.85833333333332,118.51354004745154,Household furnishings
2017,medical_care,BLS CPI-U,CUUR0000SAM,475.32183333333336,106.85833333333332,444.81494190127125,Medical care
2017,new_vehicles,BLS CPI-U,CUUR0000SETA01,146.99224999999998,102.63333333333333,143.22076973043195,New vehicles
2017,recreation,BLS CPI-U,CUUR0000SAR,118.50383333333332,,,Recreation goods/services
2017,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,308.14258333333333,105.29166666666669,292.6561931143648,Rent
2017,shelter,BLS CPI-U,CUUR0000SAH1,297.80325,103.99166666666667,286.37222533856874,Shelter
2017,transportation,BLS CPI-U,CUUR0000SAT,201.5650833333333,103.71666666666664,194.34203760244256,Transportation
2017,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,138.259,112.51666666666668,122.87868463931267,Used cars and trucks
2018,apparel,BLS CPI-U,CUUR0000SAA,125.65441666666668,102.03333333333336,123.15035935968635,Apparel
2018,cpi_all,BLS CPI-U,CUUR0000SA0,251.10683333333336,103.88333333333333,241.72003850473288,CPI All Items
2018,durables,BLS CPI-U,CUUR0000SAD,104.42033333333336,105.1,99.35331430383765,Durable goods
2018,education_communication,BLS CPI-U,CUUR0000SAE,136.78641666666667,,,Education and communication
2018,energy,BLS CPI-U,CUUR0000SA0E,219.9413333333333,100.925,217.9255222524977,Energy
2018,food,BLS CPI-U,CUUR0000SAF1,253.55816666666664,103.23333333333332,245.6165644171779,Food
2018,household_furnishings,BLS CPI-U,CUUR0000SAH3,121.56608333333334,101.85833333333332,119.34819602388941,Household furnishings
2018,medical_care,BLS CPI-U,CUUR0000SAM,484.7070000000001,106.85833333333332,453.59775403571723,Medical care
2018,new_vehicles,BLS CPI-U,CUUR0000SETA01,146.28666666666666,102.63333333333333,142.53329002923027,New vehicles
2018,recreation,BLS CPI-U,CUUR0000SAR,119.091,,,Recreation goods/services
2018,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,319.28875,105.29166666666669,303.24218440838933,Rent
2018,shelter,BLS CPI-U,CUUR0000SAH1,307.66275,103.99166666666667,295.85327349947914,Shelter
2018,transportation,BLS CPI-U,CUUR0000SAT,210.6635,103.71666666666664,203.11441426964493,Transportation
2018,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,138.385,112.51666666666668,122.99066804917788,Used cars and trucks
2019,apparel,BLS CPI-U,CUUR0000SAA,124.05166666666666,102.03333333333336,121.57954916693888,Apparel
2019,cpi_all,BLS CPI-U,CUUR0000SA0,255.65741666666668,103.88333333333333,246.10051339643832,CPI All Items
2019,durables,BLS CPI-U,CUUR0000SAD,104.78066666666666,105.1,99.69616238503014,Durable goods
2019,education_communication,BLS CPI-U,CUUR0000SAE,137.78966666666665,,,Education and communication
2019,energy,BLS CPI-U,CUUR0000SA0E,215.29408333333333,100.925,213.32086532903972,Energy
2019,food,BLS CPI-U,CUUR0000SAF1,258.3161666666667,103.23333333333332,250.22554084598002,Food
2019,household_furnishings,BLS CPI-U,CUUR0000SAH3,123.79741666666666,101.85833333333332,121.53882025689275,Household furnishings
2019,medical_care,BLS CPI-U,CUUR0000SAM,498.41333333333336,106.85833333333332,466.4243936676286,Medical care
2019,new_vehicles,BLS CPI-U,CUUR0000SETA01,146.834,102.63333333333333,143.06658005846054,New vehicles
2019,recreation,BLS CPI-U,CUUR0000SAR,120.61541666666666,,,Recreation goods/services
2019,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,331.12375000000003,105.29166666666669,314.4823901859913,Rent
2019,shelter,BLS CPI-U,CUUR0000SAH1,318.0534166666667,103.99166666666667,305.8450997676096,Shelter
2019,transportation,BLS CPI-U,CUUR0000SAT,210.06825,103.71666666666664,202.54049493813278,Transportation
2019,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,139.76308333333336,112.51666666666668,124.2154495630277,Used cars and trucks
2020,apparel,BLS CPI-U,CUUR0000SAA,118.07866666666666,102.03333333333336,115.72557987585752,Apparel
2020,cpi_all,BLS CPI-U,CUUR0000SA0,258.8111666666667,103.88333333333333,249.1363709289267,CPI All Items
2020,durables,BLS CPI-U,CUUR0000SAD,105.72258333333332,105.1,100.59237234379954,Durable goods
2020,education_communication,BLS CPI-U,CUUR0000SAE,140.29983333333334,,,Education and communication
2020,energy,BLS CPI-U,CUUR0000SA0E,196.94933333333333,100.925,195.1442490298076,Energy
2020,food,BLS CPI-U,CUUR0000SAF1,267.21933333333334,103.23333333333332,258.849854698095,Food
2020,household_furnishings,BLS CPI-U,CUUR0000SAH3,125.92641666666668,101.85833333333332,123.62897815593557,Household furnishings
2020,medical_care,BLS CPI-U,CUUR0000SAM,518.8755,106.85833333333332,485.57326678624355,Medical care
2020,new_vehicles,BLS CPI-U,CUUR0000SETA01,147.60025,102.63333333333333,143.81316986034426,New vehicles
2020,recreation,BLS CPI-U,CUUR0000SAR,122.24183333333332,,,Recreation goods/services
2020,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,341.46775,105.29166666666669,324.30652948159866,Rent
2020,shelter,BLS CPI-U,CUUR0000SAH1,325.88550000000004,103.99166666666667,313.3765526083821,Shelter
2020,transportation,BLS CPI-U,CUUR0000SAT,201.33425,103.71666666666664,194.1194761369115,Transportation
2020,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,144.22125,112.51666666666668,128.17767738112872,Used cars and trucks
2021,apparel,BLS CPI-U,CUUR0000SAA,120.99266666666666,102.03333333333336,118.58150931068275,Apparel
2021,cpi_all,BLS CPI-U,CUUR0000SA0,270.96975000000003,103.88333333333333,260.8404460131558,CPI All Items
2021,durables,BLS CPI-U,CUUR0000SAD,116.92333333333332,105.1,111.24960355217253,Durable goods
2021,education_communication,BLS CPI-U,CUUR0000SAE,142.61233333333334,,,Education and communication
2021,energy,BLS CPI-U,CUUR0000SA0E,238.32483333333332,100.925,236.14053339938897,Energy
2021,food,BLS CPI-U,CUUR0000SAF1,277.75558333333333,103.23333333333332,269.05610268001294,Food
2021,household_furnishings,BLS CPI-U,CUUR0000SAH3,131.5815,101.85833333333332,129.18088848891435,Household furnishings
2021,medical_care,BLS CPI-U,CUUR0000SAM,525.2764166666667,106.85833333333332,491.5633627076348,Medical care
2021,new_vehicles,BLS CPI-U,CUUR0000SETA01,156.24041666666668,102.63333333333333,152.23164988632675,New vehicles
2021,recreation,BLS CPI-U,CUUR0000SAR,125.17958333333333,,,Recreation goods/services
2021,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,349.13466666666665,105.29166666666669,331.588128215275,Rent
2021,shelter,BLS CPI-U,CUUR0000SAH1,334.5745833333333,103.99166666666667,321.7321099447071,Shelter
2021,transportation,BLS CPI-U,CUUR0000SAT,230.657,103.71666666666664,222.3914510686165,Transportation
2021,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,182.62833333333333,112.51666666666668,162.31225003703153,Used cars and trucks
2022,apparel,BLS CPI-U,CUUR0000SAA,127.08075,102.03333333333336,124.54826853969287,Apparel
