year,category,source,series_id,value,base_value,price_index_1984_100,label
1992,cpi_all,BLS CPI-U,CUUR0000SA0,140.31666666666666,103.88333333333333,135.0713941922028,CPI All Items
1992,durables,BLS CPI-U,CUUR0000SAD,118.575,105.1,112.82112274024738,Durable goods
1992,energy,BLS CPI-U,CUUR0000SA0E,103.0,100.925,102.055982164974,Energy
1992,food,BLS CPI-U,CUUR0000SAF1,137.89166666666668,103.23333333333332,133.57281239909594,Food
1992,household_furnishings,BLS CPI-U,CUUR0000SAH3,117.99166666666667,101.85833333333332,115.8389920641414,Household furnishings
1992,medical_care,BLS CPI-U,CUUR0000SAM,190.0666666666667,106.85833333333332,177.8678936286361,Medical care
1992,new_vehicles,BLS CPI-U,CUUR0000SETA01,129.20833333333334,102.63333333333333,125.89314712569018,New vehicles
1992,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,146.90833333333333,105.29166666666669,139.52512861100118,Rent
1992,shelter,BLS CPI-U,CUUR0000SAH1,151.19166666666666,103.99166666666667,145.3882522638032,Shelter
1992,transportation,BLS CPI-U,CUUR0000SAT,126.54166666666669,103.71666666666664,122.00707054475339,Transportation
1992,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,123.16666666666669,112.51666666666668,109.46526440527329,Used cars and trucks
1993,apparel,BLS CPI-U,CUUR0000SAA,133.65833333333333,102.03333333333336,130.99477295001628,Apparel
1993,cpi_all,BLS CPI-U,CUUR0000SA0,144.45833333333334,103.88333333333333,139.05823840847106,CPI All Items
1993,durables,BLS CPI-U,CUUR0000SAD,121.26666666666668,105.1,115.38217570567714,Durable goods
1993,education_communication,BLS CPI-U,CUUR0000SAE,85.46666666666665,,,Education and communication
1993,energy,BLS CPI-U,CUUR0000SA0E,104.15,100.925,103.19544216001984,Energy
1993,food,BLS CPI-U,CUUR0000SAF1,140.85833333333332,103.23333333333332,136.4465611882467,Food
1993,household_furnishings,BLS CPI-U,CUUR0000SAH3,119.25833333333333,101.85833333333332,117.08254929231776,Household furnishings
1993,medical_care,BLS CPI-U,CUUR0000SAM,201.40833333333333,106.85833333333332,188.4816345628948,Medical care
1993,new_vehicles,BLS CPI-U,CUUR0000SETA01,132.74166666666667,102.63333333333333,129.33582331925953,New vehicles
1993,recreation,BLS CPI-U,CUUR0000SAR,90.71666666666664,,,Recreation goods/services
1993,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,150.34166666666667,105.29166666666669,142.78591214879302,Rent
1993,shelter,BLS CPI-U,CUUR0000SAH1,155.73333333333332,103.99166666666667,149.7555893901755,Shelter
1993,transportation,BLS CPI-U,CUUR0000SAT,130.35833333333332,103.71666666666664,125.68696770046603,Transportation
1993,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,133.88333333333333,112.51666666666668,118.98977929195674,Used cars and trucks
1994,apparel,BLS CPI-U,CUUR0000SAA,133.4,102.03333333333336,130.74158771643252,Apparel
1994,cpi_all,BLS CPI-U,CUUR0000SA0,148.225,103.88333333333333,142.68410075405103,CPI All Items
1994,durables,BLS CPI-U,CUUR0000SAD,124.79166666666669,105.1,118.73612432603873,Durable goods
1994,education_communication,BLS CPI-U,CUUR0000SAE,88.77499999999999,,,Education and communication
1994,energy,BLS CPI-U,CUUR0000SA0E,104.625,100.925,103.66608867971266,Energy
1994,food,BLS CPI-U,CUUR0000SAF1,144.275,103.23333333333332,139.75621569260576,Food
1994,household_furnishings,BLS CPI-U,CUUR0000SAH3,121.01666666666668,101.85833333333332,118.8088030761679,Household furnishings
1994,medical_care,BLS CPI-U,CUUR0000SAM,211.01666666666665,106.85833333333332,197.47329018170475,Medical care
1994,new_vehicles,BLS CPI-U,CUUR0000SETA01,137.58333333333334,102.63333333333333,134.05326404676845,New vehicles
1994,recreation,BLS CPI-U,CUUR0000SAR,92.69166666666666,,,Recreation goods/services
1994,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,154.00833333333333,105.29166666666669,146.2683023347843,Rent
1994,shelter,BLS CPI-U,CUUR0000SAH1,160.525,103.99166666666667,154.36333039506368,Shelter
1994,transportation,BLS CPI-U,CUUR0000SAT,134.29999999999998,103.71666666666664,129.4873855053833,Transportation
1994,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,141.65833333333333,112.51666666666668,125.89986668641681,Used cars and trucks
1995,apparel,BLS CPI-U,CUUR0000SAA,131.95833333333334,102.03333333333336,129.32865076772296,Apparel
1995,cpi_all,BLS CPI-U,CUUR0000SA0,152.38333333333333,103.88333333333333,146.6869886090165,CPI All Items
1995,durables,BLS CPI-U,CUUR0000SAD,127.99166666666667,105.1,121.78084364097685,Durable goods
1995,education_communication,BLS CPI-U,CUUR0000SAE,92.19166666666666,,,Education and communication
1995,energy,BLS CPI-U,CUUR0000SA0E,105.24166666666667,100.925,104.27710345966479,Energy
1995,food,BLS CPI-U,CUUR0000SAF1,148.41666666666666,103.23333333333332,143.7681627381337,Food
1995,household_furnishings,BLS CPI-U,CUUR0000SAH3,123.00833333333333,101.85833333333332,120.7641331915242,Household furnishings
1995,medical_care,BLS CPI-U,CUUR0000SAM,220.46666666666667,106.85833333333332,206.31677454573816,Medical care
1995,new_vehicles,BLS CPI-U,CUUR0000SETA01,140.95000000000002,102.63333333333333,137.33354985384867,New vehicles
1995,recreation,BLS CPI-U,CUUR0000SAR,94.53333333333336,,,Recreation goods/services
1995,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,157.775,105.29166666666669,149.84566679857537,Rent
1995,shelter,BLS CPI-U,CUUR0000SAH1,165.68333333333334,103.99166666666667,159.32366375510858,Shelter
1995,transportation,BLS CPI-U,CUUR0000SAT,139.10833333333332,103.71666666666664,134.12341314478547,Transportation
1995,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,156.45000000000002,112.51666666666668,139.0460672492964,Used cars and trucks
1996,apparel,BLS CPI-U,CUUR0000SAA,131.70000000000002,102.03333333333336,129.07546553413914,Apparel
1996,cpi_all,BLS CPI-U,CUUR0000SA0,156.85,103.88333333333333,150.9866837798813,CPI All Items
1996,durables,BLS CPI-U,CUUR0000SAD,129.35833333333332,105.1,123.08119251506501,Durable goods
1996,education_communication,BLS CPI-U,CUUR0000SAE,95.325,,,Education and communication
1996,energy,BLS CPI-U,CUUR0000SA0E,110.13333333333333,100.925,109.12393691685244,Energy
1996,food,BLS CPI-U,CUUR0000SAF1,153.28333333333333,103.23333333333332,148.4824023248305,Food
1996,household_furnishings,BLS CPI-U,CUUR0000SAH3,124.675,101.85833333333332,122.4003927022826,Household furnishings
1996,medical_care,BLS CPI-U,CUUR0000SAM,228.225,106.85833333333332,213.57716602979022,Medical care
1996,new_vehicles,BLS CPI-U,CUUR0000SETA01,143.66666666666666,102.63333333333333,139.9805131536213,New vehicles
1996,recreation,BLS CPI-U,CUUR0000SAR,97.425,,,Recreation goods/services
1996,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,161.95000000000002,105.29166666666669,153.81084289671549,Rent
1996,shelter,BLS CPI-U,CUUR0000SAH1,171.03333333333333,103.99166666666667,164.46830675534898,Shelter
1996,transportation,BLS CPI-U,CUUR0000SAT,143.03333333333333,103.71666666666664,137.90776152980882,Transportation
1996,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,157.04166666666666,112.51666666666668,139.57191527181158,Used cars and trucks
1997,apparel,BLS CPI-U,CUUR0000SAA,132.85,102.03333333333336,130.202548186867,Apparel
1997,cpi_all,BLS CPI-U,CUUR0000SA0,160.51666666666668,103.88333333333333,154.51628429327775,CPI All Items
1997,durables,BLS CPI-U,CUUR0000SAD,128.725,105.1,122.47859181731684,Durable goods
1997,education_communication,BLS CPI-U,CUUR0000SAE,98.44166666666666,,,Education and communication
1997,energy,BLS CPI-U,CUUR0000SA0E,111.51666666666668,100.925,110.4945916935018,Energy
1997,food,BLS CPI-U,CUUR0000SAF1,157.275,103.23333333333332,152.349047465289,Food
1997,household_furnishings,BLS CPI-U,CUUR0000SAH3,125.36666666666667,101.85833333333332,123.07944039924735,Household furnishings
1997,medical_care,BLS CPI-U,CUUR0000SAM,234.58333333333331,106.85833333333332,219.52741168213365,Medical care
1997,new_vehicles,BLS CPI-U,CUUR0000SETA01,144.25,102.63333333333333,140.54887950633324,New vehicles
1997,recreation,BLS CPI-U,CUUR0000SAR,99.63333333333333,,,Recreation goods/services
1997,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,166.66666666666666,105.29166666666669,158.29046299960424,Rent
1997,shelter,BLS CPI-U,CUUR0000SAH1,176.275,103.99166666666667,169.50877474156582,Shelter
1997,transportation,BLS CPI-U,CUUR0000SAT,144.275,103.71666666666664,139.10493331190747,Transportation
1997,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,151.125,112.51666666666668,134.31343504665975,Used cars and trucks
1998,apparel,BLS CPI-U,CUUR0000SAA,133.025,102.03333333333336,130.37406076445603,Apparel
1998,cpi_all,BLS CPI-U,CUUR0000SA0,163.00833333333333,103.88333333333333,156.91480827851757,CPI All Items
1998,durables,BLS CPI-U,CUUR0000SAD,127.55833333333334,105.1,121.3685379004123,Durable goods
1998,education_communication,BLS CPI-U,CUUR0000SAE,100.28333333333336,,,Education and communication
1998,energy,BLS CPI-U,CUUR0000SA0E,102.875,100.925,101.9321278176864,Energy
1998,food,BLS CPI-U,CUUR0000SAF1,160.68333333333334,103.23333333333332,155.65062964158867,Food
1998,household_furnishings,BLS CPI-U,CUUR0000SAH3,126.55,101.85833333333332,124.2411846518858,Household furnishings
1998,medical_care,BLS CPI-U,CUUR0000SAM,242.13333333333333,106.85833333333332,226.5928409888482,Medical care
1998,new_vehicles,BLS CPI-U,CUUR0000SETA01,143.44166666666666,102.63333333333333,139.761286131861,New vehicles
1998,recreation,BLS CPI-U,CUUR0000SAR,101.05,,,Recreation goods/services
1998,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,172.07500000000002,105.29166666666669,163.42698852394142,Rent
1998,shelter,BLS CPI-U,CUUR0000SAH1,182.10833333333332,103.99166666666667,175.11819857360362,Shelter
1998,transportation,BLS CPI-U,CUUR0000SAT,141.54999999999998,103.71666666666664,136.47758315924796,Transportation
1998,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,150.60833333333332,112.51666666666668,133.85424381573097,Used cars and trucks
1999,apparel,BLS CPI-U,CUUR0000SAA,131.29166666666666,102.03333333333336,128.67526951976473,Apparel
1999,cpi_all,BLS CPI-U,CUUR0000SA0,166.57500000000002,103.88333333333333,160.34814695973049,CPI All Items
1999,durables,BLS CPI-U,CUUR0000SAD,125.96666666666664,105.1,119.85410719949252,Durable goods
1999,education_communication,BLS CPI-U,CUUR0000SAE,101.175,,,Education and communication
1999,energy,BLS CPI-U,CUUR0000SA0E,106.61666666666667,100.925,105.63950127982827,Energy
1999,food,BLS CPI-U,CUUR0000SAF1,164.1,103.23333333333332,158.96028414594772,Food
1999,household_furnishings,BLS CPI-U,CUUR0000SAH3,126.74166666666667,101.85833333333332,124.42935449562302,Household furnishings
1999,medical_care,BLS CPI-U,CUUR0000SAM,250.58333333333331,106.85833333333332,234.5005069016611,Medical care
1999,new_vehicles,BLS CPI-U,CUUR0000SETA01,142.85833333333332,102.63333333333333,139.19291977914907,New vehicles
1999,recreation,BLS CPI-U,CUUR0000SAR,101.95833333333331,,,Recreation goods/services
1999,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,177.48333333333335,105.29166666666669,168.5635140482786,Rent
1999,shelter,BLS CPI-U,CUUR0000SAH1,187.25833333333333,103.99166666666667,180.0705184710313,Shelter
1999,transportation,BLS CPI-U,CUUR0000SAT,144.4,103.71666666666664,139.22545396111207,Transportation
1999,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,152.03333333333333,112.51666666666668,135.12072285587317,Used cars and trucks
2000,apparel,BLS CPI-U,CUUR0000SAA,129.57500000000002,102.03333333333336,126.99281280627244,Apparel
2000,cpi_all,BLS CPI-U,CUUR0000SA0,172.20000000000002,103.88333333333333,165.76287502005457,CPI All Items
2000,durables,BLS CPI-U,CUUR0000SAD,125.375,105.1,119.29115128449097,Durable goods
2000,education_communication,BLS CPI-U,CUUR0000SAE,102.50833333333333,,,Education and communication
2000,energy,BLS CPI-U,CUUR0000SA0E,124.60833333333332,100.925,123.46627033275534,Energy
2000,food,BLS CPI-U,CUUR0000SAF1,167.81666666666666,103.23333333333332,162.5605424604456,Food
2000,household_furnishings,BLS CPI-U,CUUR0000SAH3,128.24166666666665,101.85833333333332,125.90198805530557,Household furnishings
2000,medical_care,BLS CPI-U,CUUR0000SAM,260.75,106.85833333333332,244.0146611557358,Medical care
2000,new_vehicles,BLS CPI-U,CUUR0000SETA01,142.75,102.63333333333333,139.08736602793115,New vehicles
2000,recreation,BLS CPI-U,CUUR0000SAR,103.30833333333334,,,Recreation goods/services
2000,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,183.925,105.29166666666669,174.68144044321326,Rent
2000,shelter,BLS CPI-U,CUUR0000SAH1,193.35,103.99166666666667,185.92835964420226,Shelter
2000,transportation,BLS CPI-U,CUUR0000SAT,153.33333333333334,103.71666666666664,147.83866302426486,Transportation
2000,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,155.75833333333333,112.51666666666668,138.43134350466596,Used cars and trucks
2001,apparel,BLS CPI-U,CUUR0000SAA,127.26666666666668,102.03333333333336,124.73048023521723,Apparel
2001,cpi_all,BLS CPI-U,CUUR0000SA0,177.0666666666667,103.88333333333333,170.4476175196535,CPI All Items
2001,durables,BLS CPI-U,CUUR0000SAD,124.61666666666667,105.1,118.56961623850302,Durable goods
2001,education_communication,BLS CPI-U,CUUR0000SAE,105.24166666666667,,,Education and communication
2001,energy,BLS CPI-U,CUUR0000SA0E,129.29166666666666,100.925,128.10667987779703,Energy
2001,food,BLS CPI-U,CUUR0000SAF1,173.08333333333334,103.23333333333332,167.6622537939942,Food
2001,household_furnishings,BLS CPI-U,CUUR0000SAH3,129.07500000000002,101.85833333333332,126.72011781068481,Household furnishings
2001,medical_care,BLS CPI-U,CUUR0000SAM,272.7583333333333,106.85833333333332,255.25228105747487,Medical care
2001,new_vehicles,BLS CPI-U,CUUR0000SETA01,142.10833333333332,102.63333333333333,138.46216303994802,New vehicles
2001,recreation,BLS CPI-U,CUUR0000SAR,104.90833333333336,,,Recreation goods/services
2001,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,192.11666666666667,105.29166666666669,182.46141669964382,Rent
2001,shelter,BLS CPI-U,CUUR0000SAH1,200.5583333333333,103.99166666666667,192.86000480807752,Shelter
2001,transportation,BLS CPI-U,CUUR0000SAT,154.25,103.71666666666664,148.72248111843166,Transportation
2001,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,158.70000000000002,112.51666666666668,141.04577099688936,Used cars and trucks
2002,apparel,BLS CPI-U,CUUR0000SAA,124.025,102.03333333333336,121.55341391702055,Apparel
2002,cpi_all,BLS CPI-U,CUUR0000SA0,179.875,103.88333333333333,173.1509706401412,CPI All Items
2002,durables,BLS CPI-U,CUUR0000SAD,121.41666666666669,105.1,115.5248969235649,Durable goods
2002,education_communication,BLS CPI-U,CUUR0000SAE,107.89166666666668,,,Education and communication
2002,energy,BLS CPI-U,CUUR0000SA0E,121.675,100.925,120.5598216497399,Energy
2002,food,BLS CPI-U,CUUR0000SAF1,176.21666666666667,103.23333333333332,170.69744914433323,Food
2002,household_furnishings,BLS CPI-U,CUUR0000SAH3,128.34166666666667,101.85833333333332,126.0001636259511,Household furnishings
2002,medical_care,BLS CPI-U,CUUR0000SAM,285.6,106.85833333333332,267.2697496685644,Medical care
2002,new_vehicles,BLS CPI-U,CUUR0000SETA01,140.0,102.63333333333333,136.40792465086068,New vehicles
2002,recreation,BLS CPI-U,CUUR0000SAR,106.23333333333332,,,Recreation goods/services
2002,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,199.66666666666663,105.29166666666669,189.63197467352586,Rent
2002,shelter,BLS CPI-U,CUUR0000SAH1,208.09166666666667,103.99166666666667,200.10417501402355,Shelter
2002,transportation,BLS CPI-U,CUUR0000SAT,152.85833333333332,103.71666666666664,147.3806845572875,Transportation
2002,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,151.975,112.51666666666668,135.0688786846393,Used cars and trucks
2003,apparel,BLS CPI-U,CUUR0000SAA,120.875,102.03333333333336,118.46618752041813,Apparel
2003,cpi_all,BLS CPI-U,CUUR0000SA0,183.95833333333331,103.88333333333333,177.08166212096904,CPI All Items
2003,durables,BLS CPI-U,CUUR0000SAD,117.49166666666667,105.1,111.79035838883604,Durable goods
2003,education_communication,BLS CPI-U,CUUR0000SAE,109.78333333333336,,,Education and communication
2003,energy,BLS CPI-U,CUUR0000SA0E,136.49166666666667,100.925,135.24069028156222,Energy
2003,food,BLS CPI-U,CUUR0000SAF1,179.975,103.23333333333332,174.3380690991282,Food
2003,household_furnishings,BLS CPI-U,CUUR0000SAH3,126.11666666666667,101.85833333333332,123.81575717908864,Household furnishings
2003,medical_care,BLS CPI-U,CUUR0000SAM,297.075,106.85833333333332,278.00826639631913,Medical care
